#B-V  V
       1.5420771       15.243135
       1.5830797       16.040405
      0.64601761       9.4259696
      0.85521224       11.116596
       1.4629302       14.652826
       1.4857431       14.701107
       1.5282248       15.168613
       1.2866352       14.392848
       1.3927990       14.560896
       1.4742765       16.155534
       1.6351031       15.673424
      0.87914238       11.330776
       1.2307550       12.958677
       1.5189074       16.228126
       1.4144259       14.325916
      0.94715881       11.330052
       1.5168327       15.172899
      0.88982913       11.075637
       1.5237445       14.981769
      0.89733900       11.409476
       1.2981068       13.617735
      0.93914789       11.228234
       1.6008453       15.908319
      0.88371881       11.802352
      0.94538144       11.656911
      0.72904815       8.2633220
       1.4223567       7.9595240
       1.3360188       13.282360
       1.2865166       13.522675
       1.3662368       14.234681
       1.4818667       14.883958
      0.65735787       9.4551318
      0.57615355       9.1513492
       1.4651098       14.221317
      0.59375992       9.5755985
       1.7958074       15.611076
       1.1809197       12.762399
       1.0328082       12.750628
       1.1541061       12.486884
       1.3158645       13.289526
       1.3415697       14.034869
      0.75946492       10.634681
       1.7434052       15.714637
       1.2524799       12.737766
       1.5005888       15.962720
       1.4177235       14.941892
       1.0417609       12.319316
       1.4566136       15.092247
       1.3576078       14.076300
       1.5480009       15.984264
       1.2815733       13.763217
       1.1235349       12.438508
       1.4820868       14.851693
       1.1752335       13.994541
       1.1131289       12.547730
      0.63059560       8.2683168
      0.54785728       9.5161075
       1.4677519       14.271366
       1.6463245       15.993621
       1.3615394       14.835811
       1.5821525       15.417768
       1.4933987       14.468546
       1.5160346       15.225114
       1.4738858       14.672833
       1.5466542       15.338921
       1.7191156       16.052029
       1.0607971       12.502389
       1.5559952       15.920834
       1.4103578       16.031560
       1.3387667       14.961143
       1.3969503       15.385221
      0.93394921       11.939547
       1.5066444       15.784456
       1.6003874       15.893202
       1.6404441       15.915072
       1.5843561       16.136453
      0.66549176       10.124745
      0.96168599       12.051731
      0.62646336       10.128520
      0.77825070       11.017936
      0.78984012       11.305193
       1.6192789       16.074159
       1.4399223       14.348515
       1.3982852       15.461346
       1.3997053       14.931561
       1.0310505       12.386244
       1.2719866       13.243258
      0.65363736       8.9249307
       1.5685252       14.807461
       1.5296237       15.018290
       1.6066198       16.058808
       1.7257590       16.017566
      0.95538298       12.637382
       1.6643237       15.319949
       1.6468043       16.002263
       1.2523159       13.881374
       1.6176698       15.884055
      0.74307988       10.809325
       1.3877345       14.173424
       1.3066547       13.995277
       1.3934196       15.985392
       1.0820134       12.736149
      0.88088273       11.126849
      0.82039709       10.911105
       1.4520439       14.088837
      0.93291036       11.799845
       1.5202637       15.828957
       1.5266687       15.392132
      0.67377711       9.5538591
      0.78411657       11.317860
       1.2436063       13.473500
       1.3095547       14.309065
       1.4997807       16.061534
       1.3505438       14.458065
       1.5083134       15.835540
      0.68742701       9.8660377
       1.3473139       14.178465
       1.5346968       16.093078
       1.3972060       13.689201
       1.1970103       12.748627
       1.5379004       15.404455
       1.0526156       12.577715
      0.59087374       8.3239684
      0.75310360       8.1698815
       1.4306825       15.661104
       1.5366134       14.932255
       1.3846807       15.219048
       1.4212531       15.197765
       1.2912732       13.517787
       1.4390531       14.366640
       1.2939921       14.274584
       1.2780715       8.1931276
       1.5596387       16.127210
       1.3993290       15.573176
      0.83937941       10.482922
      0.84244205       11.387254
       1.4587140       14.573443
       1.4602692       14.846077
       1.4506522       16.323113
      0.72476855       10.146076
       1.4101071       16.237081
       1.4447374       16.096067
       1.2537146       13.233131
      0.67147441       8.2601318
       1.3329363       13.856253
       1.5030059       15.301762
      0.50804596       8.9015716
      0.81674821       11.225806
       1.3896796       15.506111
       1.4895773       15.397660
      0.82720034       10.891030
       1.6343425       15.842262
       1.0712951       12.467007
      0.85330007       11.639549
      0.91851389       12.165988
       1.1325796       12.359213
       1.5807853       16.052748
      0.64362401       10.106574
       1.4674637       15.833088
       1.1916329       13.643575
      0.64412433       9.8911256
      0.84499983       11.966184
       1.6681089       15.881030
      0.86042932       11.206720
       1.2063179       14.287283
       1.3065621       13.343929
      0.83469324       11.300624
       1.3460727       14.178869
       1.5111789       15.146667
      0.68976632       10.133662
       1.4105088       14.667542
      0.63395466       10.596163
      0.57194688       8.7920004
       1.2083373       13.576464
       1.6060507       15.889976
       1.4753820       14.589516
       1.5080882       16.252091
       1.1797630       13.487362
       1.2884784       13.280020
       1.0886491       12.510198
       1.2985647       13.612057
       1.0386519       12.824063
      0.82503853       10.854349
       1.2987312       13.482424
       1.4501416       16.143565
       1.5534452       15.632139
       1.5633632       15.114322
       1.3194905       13.729286
      0.80876159       10.286972
      0.98048624       11.621526
       1.3954075       14.864073
       1.7400402       15.832042
      0.49128575       8.8020863
       1.6887398       16.127541
       1.6783225       15.988914
       1.5556867       14.990582
       1.2734551       13.282820
       1.7280952       15.275706
       1.2554941       13.278263
       1.6304582       16.028710
       1.3564041       14.302993
      0.58760326       8.2551955
       1.7091850       15.895071
       1.3751020       13.475956
       1.4910338       15.290159
       1.1423273       12.620454
       1.5003040       15.063654
       1.6652208       16.168151
       1.4015021       16.382040
       1.5919971       16.269438
       1.5566374       15.528399
       1.6974356       16.194824
       1.3043996       13.257699
       1.4480542       14.646687
      0.70342326       10.142518
      0.78370387       10.627033
       1.5818431       14.990071
       1.4194031       14.491216
      0.95933680       11.315318
       1.4666008       14.460127
       1.2720771       12.988395
       1.5126750       14.806576
      0.77662935       11.305799
       1.5555048       15.420308
       1.4726950       14.558831
       1.5140702       16.081494
       1.2681271       13.159137
      0.81703713       10.908655
       1.7594213       16.001720
       1.0833226       12.881096
       1.4901292       7.2638450
       1.5466682       15.637213
      0.67497245       10.009198
      0.83917919       11.051959
      0.50371905       8.8320651
      0.64109702       9.7642965
       1.6073386       16.122952
      0.47490675       8.7777914
       1.1648631       13.426027
       1.5389676       16.325913
       1.0270096       12.061965
       1.5306082       14.681380
       1.2918991       7.6486635
      0.65421268       8.3970887
       1.2671350       13.144177
       1.3975235       15.480568
       1.4009198       15.819257
      0.95129263       11.932201
       1.4041125       14.958640
      0.87476900       11.130470
       1.2747442       14.250699
      0.53999904       8.3382713
       1.4713879       15.082691
      0.55244114       8.7595118
       1.5927392       15.454524
       1.1033986       12.413978
       1.4249984       16.245550
      0.59719347       9.8431524
      0.59163004       9.4496620
       1.4674815       14.591031
       1.3497778       13.950284
       1.0950755       12.964403
      0.79385978       10.925897
       1.4301628       14.500828
      0.81643919       11.612998
      0.97874818       11.498684
      0.93658176       11.775645
       1.3014823       13.306211
      0.86221043       10.981255
      0.60758815       9.7616821
      0.56537255       9.5178993
       1.4500003       15.077113
       1.7261501       15.503071
       1.5961747       16.058038
      0.61143784       10.229092
       1.2887648       13.628635
       1.2906907       13.382848
       1.3578217       13.803771
       1.5756836       16.007677
       1.4853909       14.645383
      0.92602859       11.285829
       1.0163341       11.697250
       1.3805403       14.001931
       1.5208169       14.824272
       1.4776956       15.346759
       1.4143201       16.037795
       1.4292375       15.024348
       1.4353602       14.365293
       1.6059210       16.112118
       1.3605194       7.8697977
       1.5343849       14.974805
       1.5241461       14.820836
       1.5990873       16.006261
       1.5334103       15.651728
       1.5232805       16.046145
      0.96377595       11.265928
      0.65712594       9.9942482
       1.0250927       11.722428
       1.2245763       13.382253
       1.5010101       14.591994
      0.90917629       11.590871
      0.62172375       9.6366224
      0.68778210       9.2466162
       1.5037941       15.622911
       1.3444193       13.828717
       1.1399857       12.861481
       1.2301800       14.689553
      0.54011443       9.9274279
       1.7151347       15.829190
      0.81382170       10.421474
       1.6140320       15.438665
      0.58739756       9.5135224
       1.4016628       16.095970
       1.4324070       14.741233
      0.90211340       11.810247
       1.5263594       15.375969
       1.4333402       16.157226
      0.65586050       9.6002022
       1.7044970       15.563759
      0.61722143       9.3035639
       1.4441168       14.936224
      0.63834688       8.4872269
       1.4761619       15.956136
       1.2758408       7.9113209
       1.4999952       14.851476
       1.3997862       14.683340
      0.46458574       9.2636068
       1.5651804       14.711737
       1.4773101       15.221596
       1.3588615       14.049345
      0.93143445       12.107070
      0.82982274       11.543316
       1.3536141       14.127275
       1.6093550       15.637792
       1.4865852       14.995598
      0.70129194       9.9346738
       1.4599107       15.073931
      0.93034665       11.167363
       1.5279596       15.439117
       1.4738510       7.9298990
       1.3468979       15.745306
       1.4574063       14.278985
       1.5963484       15.854258
       1.3965694       15.286861
       1.3753952       14.103513
      0.95329585       11.008429
       1.4161228       15.373103
       1.4155660       15.923633
       1.5227944       15.609872
       1.3355505       14.940116
       1.0448485       12.731907
      0.91114443       11.184999
       1.5962760       16.030924
       1.4881338       16.212041
      0.65266027       9.4307895
       1.5433355       14.975934
       1.4181975       14.650463
       1.3292064       7.8610295
       1.3221786       14.042218
       1.4986874       15.500497
      0.63047583       8.0617645
       1.2738876       14.612492
       1.1756010       12.685135
       1.5224400       15.624078
       1.8077355       16.020244
      0.97819231       11.839181
       1.5912218       16.193624
       1.4091536       15.902357
       1.0954583       12.668076
       1.0101004       12.284928
      0.97170562       11.797289
       1.5723439       15.170351
       1.4144919       14.989745
       1.4412478       14.795312
      0.56558497       8.4868796
       1.3003954       8.0096947
       1.1191507       12.000018
       1.1550495       12.748363
       1.6007718       15.911442
       1.3292303       13.775422
       1.4036878       14.808681
       1.4933082       15.198519
       1.5765063       15.928360
       1.4863877       14.799061
       1.5470036       14.975821
       1.3465089       7.7357255
       1.1892737       12.997970
       1.5257333       15.189713
       1.3953526       14.863487
       1.5504857       14.962915
      0.77748345       10.245106
       1.3495891       14.826991
      0.66438814       9.5142660
       1.0744047       12.403930
      0.57011892       8.2535880
      0.87522598       11.270194
       1.3238408       14.357788
      0.82243734       10.552233
      0.78808815       10.591787
       1.1914431       13.023188
       1.4877205       14.866720
       1.3615394       13.908149
       1.5101405       15.990776
      0.63337358       10.199187
       1.4323512       14.385734
       1.3000058       14.187753
       1.2612530       13.639660
      0.93084320       11.389752
       1.3782171       15.930882
       1.3721795       16.142347
       1.5998866       15.817206
       1.6417174       15.805880
       1.6433336       15.970320
       1.1213752       12.807577
       1.6452927       15.559092
       1.1863090       12.834232
       1.1594324       13.041504
       1.7573151       15.371225
       1.4145674       14.734267
       1.5436943       15.956700
       1.4925625       15.253779
       1.4831665       14.483922
       1.5738927       15.475804
       1.5904975       16.104137
      0.57775989       9.7777807
      0.90456837       12.218411
       1.5402378       16.109796
      0.96997004       11.855507
       1.5430074       15.077099
       1.6667533       15.703910
       1.4531759       14.799862
       1.2446788       12.812135
       1.4425719       15.295985
       1.2144521       13.516467
      0.60211276       9.0216497
       1.4539941       16.047590
       1.4874364       15.755035
       1.3866782       15.446152
       1.2293609       13.108963
       1.4998869       16.149853
      0.61537946       9.4114139
      0.64824117       8.4808395
       1.5698288       15.407895
       1.4070407       15.547890
      0.85173574       11.527821
       1.1022226       12.481068
       1.5686401       14.733224
       1.5614422       14.800395
       1.2757022       14.006468
      0.78511410       11.169982
       1.1039755       12.282175
      0.67327692       9.8529704
       1.3113202       13.675806
       1.4510527       14.190641
       1.2559265       8.0599176
       1.4964501       16.320429
       1.4257663       14.605975
       1.4314473       14.796350
       1.4076726       14.471493
       1.4329086       15.021557
       1.2827245       8.2391525
       1.6749055       16.120785
      0.90292907       11.319469
      0.84462243       11.281735
      0.60697461       9.2376057
       1.4488128       14.662400
       1.5951608       16.132624
       1.3812468       14.776479
      0.96949957       11.456823
      0.86774594       11.111528
       1.4720214       16.308330
      0.66214544       10.361991
       1.0640951       12.264473
       1.4697023       15.467176
       1.5526577       15.250054
       1.4110637       14.965079
       1.2034220       13.081023
       1.5059649       15.314563
      0.73486617       10.750692
       1.0630111       12.396776
      0.95064800       11.628065
       1.1133580       12.845108
       1.3135484       15.761166
      0.97591186       12.424765
       1.5277713       15.665373
       1.5185266       15.738183
       1.1467073       12.973939
      0.54051596       9.0872512
      0.66772975       10.073366
       1.2648631       13.203173
       1.4318274       15.397907
      0.83091780       11.533599
       1.1010663       12.618570
       1.4364304       15.416142
       1.4031415       15.358472
       1.5931903       15.135759
       1.3133655       15.343671
      0.90524482       11.189330
       1.3813509       15.126030
       1.5638281       15.778825
      0.86589531       10.104022
       1.4635972       16.284769
       1.4456771       14.625271
       1.6799964       15.932575
      0.98045189       12.544895
       1.4980279       14.663423
       1.4987022       15.235534
       1.3798567       13.544404
       1.3875081       14.471261
       1.3122048       14.767820
       1.6137365       15.939942
      0.65880079       9.8660720
       1.3370824       14.154550
       1.4657259       15.883402
       1.4172888       14.959176
       1.4534807       15.312718
      0.88700073       11.237704
       1.4902159       15.121586
       1.6569052       16.029154
       1.3660753       14.036783
       1.3323213       13.834546
       1.3208090       15.627379
      0.75710049       10.506527
       1.4256925       13.557461
      0.93864292       11.504155
       1.4894864       14.631077
       1.1463784       12.378199
       1.3472929       13.608967
       1.4459277       15.301760
       1.2939085       14.471567
       1.6353263       15.073024
       1.0436217       12.021299
       1.6440031       16.194262
       1.3315290       14.270728
       1.5194805       14.850770
       1.5167994       14.824502
      0.59734205       8.4052507
       1.4421857       14.261165
       1.6652209       16.043153
       1.3529803       13.743983
       1.1217914       12.312717
       1.5144896       16.200516
       1.1909476       13.049080
       1.2919387       7.9938315
       1.3695057       15.078362
       1.3533565       15.779529
      0.78339585       10.903830
      0.86657081       11.146028
       1.2324133       12.972782
       1.5044548       15.042955
       1.5103574       14.653612
      0.77373578       10.943634
      0.81938596       10.520383
       1.5537398       15.011423
       1.4624190       15.030903
       1.4737612       16.383315
       1.2813112       7.8644608
       1.4054602       15.732078
      0.71799872       8.2026395
       1.5820366       15.234635
       1.5111606       15.913906
       1.4709258       16.137806
       1.3532180       14.484248
      0.62071278       10.085262
       1.5265929       14.397941
       1.3327632       13.912024
       1.2707101       12.967075
       1.5330356       15.142108
       1.3806911       14.351656
       1.5933934       16.149818
       1.4716334       15.891276
       1.0955786       12.227753
       1.4424449       6.6680140
       1.4083602       14.627751
      0.88922546       11.074501
      0.89888589       11.046942
       1.5706390       15.683038
       1.5135331       15.658183
       1.0835076       11.626594
       1.5131279       15.842093
       1.2365863       8.1450218
       1.5831549       16.044286
       1.5726041       15.196871
       1.5137333       16.251638
       1.5868910       16.113979
       1.3038452       13.796404
       1.4542682       15.093552
       1.2438332       13.857392
       1.3257827       13.730547
       1.1569690       13.059866
      0.66975523       9.1528669
       1.0713473       12.397115
       1.1019420       12.595495
       1.0425153       12.343437
       1.4351588       16.360529
       1.6116416       15.882059
      0.75279484       8.1076420
       1.5808478       14.982712
      0.64746226       8.3978393
       1.4484315       13.772798
      0.60879992       8.6039585
       1.5476377       16.294265
       1.2336870       13.832199
       1.2698573       13.863350
       1.1922727       12.784526
      0.77748487       11.224173
       1.6387936       15.730054
      0.78786716       10.583367
       1.5971890       15.599182
       1.5463917       16.076571
       1.2615395       13.243263
      0.91176173       11.518846
       1.6212451       15.715554
       1.3575480       14.646024
       1.6488055       15.698481
       1.1396971       12.688124
      0.84386068       11.235396
       1.3855825       14.408367
       1.4665475       14.445578
      0.82326549       11.154213
       1.4503275       15.115658
       1.3697862       13.758411
       1.5465097       15.640267
       1.0601960       12.858578
       1.5070913       14.877493
      0.54045730       8.7966365
       1.5103341       15.372448
      0.88487860       11.350672
      0.82635934       11.383670
       1.6870570       15.618866
       1.5858368       15.289012
       1.5849821       15.095454
      0.89034794       12.109377
      0.95658518       11.910810
       1.4042320       14.151489
      0.67164625       9.8492173
       1.5777627       15.655286
       1.2027552       13.488314
       1.5508720       14.812907
       1.5374246       16.005495
       1.3671616       13.532886
       1.6587045       16.122836
       1.4850202       14.690466
       1.1697747       12.157951
      0.96802476       11.774674
      0.69496309       9.9720984
       1.6085760       15.367290
      0.96020081       12.052400
       1.4937058       15.426183
      0.79555485       10.951394
      0.94611078       11.366818
       1.4951381       14.272722
       1.5190173       15.683737
       1.0265651       12.243001
       1.5489209       15.511039
      0.84792621       11.205426
       1.4410368       14.638594
      0.81018476       10.710114
       1.5749807       15.896831
      0.77034702       11.730147
      0.94986491       11.366772
       1.0690084       12.057929
       1.3466947       14.656094
       1.2543154       13.263407
       1.3128600       13.663245
      0.57891633       8.9291184
       1.5224019       15.566499
       1.2494491       13.988736
       1.4079563       14.473393
       1.5080688       15.539820
       1.5306201       16.308454
       1.2533076       13.464340
      0.96802064       11.914892
       1.3100251       15.040550
       1.3008781       13.765932
       1.6185917       16.108891
       1.3893104       14.115991
      0.86929587       11.256340
       1.2953783       13.677697
       1.5951198       15.299996
       1.1800771       12.859239
      0.94045606       11.769520
      0.91077498       11.263920
      0.88114535       11.058357
       1.5081735       15.009843
      0.62489010       9.8372918
      0.58710726       9.3091068
       1.2870628       13.559385
       1.5362200       15.280527
       1.7146871       15.996858
      0.80026648       11.244705
       1.4291639       14.699244
       1.3542758       15.555530
       1.3610944       14.949324
      0.88673101       11.374595
       1.3673640       14.071815
       1.4812791       15.148209
       1.6193962       16.118042
       1.3230575       14.012399
      0.64687463       9.3240746
       1.1640316       13.479935
       1.4119147       15.543886
       1.5527226       14.990214
       1.1491779       12.415160
       1.1524829       12.732160
      0.52390337       9.2509275
       1.4667215       16.267265
       1.5682622       15.799188
       1.0436387       12.909389
       1.1306431       13.190755
       1.4526645       16.067982
      0.89328392       11.314310
       1.4340134       15.482401
       1.6310286       15.984664
       1.4025399       15.597889
       1.0916853       12.392548
       1.5075005       14.470009
       1.4488045       16.091315
       1.3222378       16.187144
       1.5001587       15.628498
       1.0897944       12.406075
       1.4312317       15.287720
      0.67635116       8.2133151
       1.3680533       16.008525
      0.94899454       12.100060
       1.5054130       16.205778
       1.1035890       13.008932
      0.50479719       8.9150210
       1.5852468       15.974665
       1.4690151       15.011889
       1.6854714       16.031045
       1.2607328       13.234999
       1.0367648       12.591369
       1.5379850       15.556109
      0.53459292       9.7112700
       1.3689347       14.487178
       1.3438007       13.301638
      0.77036935       9.9807383
       1.4127179       15.635668
       1.3639160       8.2699266
       1.2079261       13.736525
       1.4850066       15.181323
       1.5969301       14.944837
       1.5596408       15.097504
      0.74486889       10.552402
       1.3805874       14.915694
       1.0640246       12.005750
      0.64156467       9.6722708
       1.0183276       12.643658
      0.87058226       11.876262
       1.1729947       12.621518
       1.3569282       14.435224
       1.4923779       15.748648
       1.4471316       16.033082
       1.3482820       13.998098
       1.6471627       15.410643
