#B-V  V
       1.4840867       14.731448
       1.5474100       16.177123
       1.1521060       12.843242
       1.4342874       14.981432
      0.88612977       11.106637
      0.59149248       8.6243680
       1.6660965       16.168112
       1.0580556       12.610244
       1.5925622       15.075025
       1.3478868       13.607381
       1.3251094       13.856217
       1.3404629       14.122053
      0.55996431       8.8284620
      0.77774916       10.850959
       1.2390155       13.164022
       1.4612966       14.660577
      0.82938862       11.396615
      0.92048577       11.235861
       1.3665905       15.054525
      0.70511022       10.404717
      0.96199019       11.870657
      0.76838281       11.081858
      0.58533857       9.7839669
      0.93232128       11.483063
       1.4585801       15.697669
       1.5492231       15.312302
       1.7340079       15.734096
      0.63949147       8.8884607
      0.89888776       11.925002
       1.0198927       12.022487
       1.5230254       16.245964
      0.92096706       11.856413
       1.2878992       13.001155
      0.81918285       10.934149
      0.55644563       9.5632522
       1.0617364       12.662865
       1.3084533       13.246172
       1.2741453       12.706125
       1.4270677       15.799224
       1.2584510       13.585684
      0.59689641       7.9345317
       1.4882230       15.263392
       1.1317241       13.078873
      0.95724714       11.520719
       1.4497671       15.571535
       1.0337197       12.274730
      0.64037527       9.9779397
      0.82066111       11.099441
      0.62664946       10.124358
       1.3989437       14.966254
       1.0117727       11.997997
      0.91750865       11.914126
      0.94685611       11.488256
       1.1284099       12.570614
      0.60905696       9.7917433
       1.1459632       12.891191
      0.64595317       10.355695
       1.4252016       15.602998
       1.4457162       13.809492
       1.6289813       16.167657
       1.5736203       15.641792
       1.4133417       14.729023
       1.6433166       15.990464
       1.3667987       14.560791
      0.73031091       10.606933
      0.76033944       10.118376
       1.3675188       13.516626
       1.3281638       13.695339
      0.75320552       10.694770
      0.67144198       10.412128
       1.6799907       15.771531
       1.2778556       14.106011
       1.2727799       13.503806
       1.3875778       15.305456
      0.48995143       9.6845793
      0.78764223       10.599497
       1.2442436       13.144669
       1.2488853       8.1473125
      0.85472360       11.379234
      0.51633780       8.9975976
       1.5177394       15.622660
       1.5138568       15.983698
       1.5162626       14.672649
       1.2909725       14.302374
       1.4621339       16.094039
       1.1475717       13.144200
      0.89806404       12.127097
       1.6014516       15.782069
      0.88070087       11.733308
       1.4143642       14.760953
      0.57041472       10.028071
       1.6631119       15.254220
       1.4601787       14.850559
      0.97425433       12.203812
       1.5315832       15.098540
       1.4886092       16.342753
       1.5297169       15.271377
       1.4300110       14.071179
      0.93628847       11.643869
      0.69547859       10.507282
       1.5603794       15.469941
       1.0502742       12.432374
       1.2241359       7.8418932
      0.82623325       11.289520
      0.87486659       11.202650
       1.3906968       16.311800
       1.4561104       16.264220
       1.0932219       12.592375
       1.5049822       15.719568
       1.5284799       14.321328
       1.4603222       16.281177
      0.63291208       10.492414
       1.0233308       12.628347
       1.5875111       15.886774
       1.5016235       15.885798
       1.2529587       13.394957
       1.5766417       14.458996
       1.4494333       13.886779
       1.3426719       14.278245
      0.87550679       11.386565
       1.5439136       16.237595
       1.5367941       15.835185
       1.4755700       14.006639
       1.3249826       13.753542
      0.82797632       11.464900
       1.3333109       7.7650831
      0.52031102       8.7883389
       1.5926509       15.227820
       1.1819721       12.661212
      0.80915059       11.124991
       1.3863035       14.881443
      0.91224706       11.026210
       1.8147367       15.801336
       1.6316572       16.285452
       1.3433384       16.011445
       1.4317375       16.295762
       1.3165573       13.676424
       1.2211181       13.184669
       1.3551790       14.798003
       1.6137386       15.272611
       1.4736660       15.063265
       1.2973139       14.064389
       1.4842984       15.559717
       1.5375743       15.160625
       1.4593770       14.422930
       1.3628181       15.266318
      0.91684998       11.274105
       1.9428847       5.1689459
       1.5150429       15.336824
       1.2170355       13.725981
      0.78387735       10.898845
       1.6370767       16.094842
       1.3836624       14.327544
      0.70153225       9.9503346
       1.5315972       14.973662
       1.5171336       15.650339
      0.79462684       10.812657
      0.91555597       11.846497
       1.2832081       14.243632
       1.2358920       14.294321
       1.4008112       14.667588
       1.6909121       16.112976
       1.2571503       13.595641
       1.2327097       13.334773
      0.85447114       11.219244
       1.1295707       12.390321
      0.85099977       11.957761
       1.6615351       15.523020
       1.2716853       13.772548
       1.5967025       15.867738
       1.4927973       15.497451
       1.7697013       16.042454
       1.4056634       15.214292
      0.97642427       12.791653
       1.6161016       15.920181
      0.51387395       8.7532060
      0.67779712       10.052957
      0.70301200       10.610286
       1.3254593       8.0566755
       1.3895530       14.468482
       1.5208562       15.383193
      0.95718527       11.631125
      0.68923396       9.8696621
       1.5714028       16.081763
      0.63419402       10.104139
       1.1195953       12.539477
       1.4783177       15.366484
       1.6713159       16.234724
       1.3726673       15.018354
       1.4862442       15.529724
       1.2278834       13.081803
       1.3563347       13.888971
       1.3018643       13.454389
       1.3129283       13.856724
       1.4456536       15.568007
      0.71410276       10.183855
       1.1585421       12.726971
      0.54795971       8.6258615
       1.4256993       16.081613
       1.1747941       12.667432
       1.2619867       14.069816
       1.4308409       15.014072
       1.4929358       15.645063
      0.86699528       11.053708
       1.3731853       15.761653
       1.2152382       13.264110
       1.1615294       13.180351
       1.2831008       13.296843
       1.5519710       15.431290
       1.0932031       12.761103
       1.1442892       12.827911
      0.92256949       11.965390
      0.81442156       11.017263
       1.6030505       15.648884
       1.4091726       15.922036
       1.5048717       15.603292
       1.5549902       15.528948
       1.4981318       15.359988
      0.95664757       11.724475
      0.87891475       11.648584
       1.5853714       15.089302
      0.49656810       9.2477139
       1.5945025       16.150350
      0.55451519       8.6821151
      0.70543400       10.088089
       1.3879181       14.445403
       1.6054677       15.829105
      0.47126330       8.8068089
      0.99117244       12.536260
       1.4646714       14.968190
      0.59614567       9.2403519
      0.73159193       10.441134
       1.2632496       7.6876934
       1.3809426       14.862179
      0.70093137       9.7077829
       1.1147558       12.523056
       1.3278058       13.675824
       1.5917760       15.595590
       1.8516466       15.827921
       1.2320358       13.249900
       1.4842597       15.151472
       1.4218702       16.144089
       1.3904168       16.338279
      0.59192562       9.0750929
       1.3962822       13.668939
       1.5134635       15.074928
       1.5119229       16.184054
       1.4318106       14.575729
       1.5392833       15.669524
      0.65698593       10.626100
       1.4125644       14.631776
       1.4339653       15.161954
       1.2544208       13.427965
      0.90941232       10.971832
       1.6494088       16.114978
       1.1986046       12.966287
       1.5853303       15.718796
      0.79750049       10.596180
       1.0524158       12.277277
       1.0813553       13.066644
       1.3202763       7.9721085
       1.1165384       12.374429
       1.4758942       14.033339
      0.86540080       10.895296
      0.61484676       9.5591454
       1.6270140       15.994727
      0.79912621       10.602102
      0.88847893       11.399233
       1.6709332       15.720038
       1.4308144       15.484228
      0.58166409       9.5622628
       1.5277046       15.098336
       1.4274566       14.060740
      0.96714740       11.733437
      0.86133713       11.349520
       1.6611605       15.539762
       1.0287525       11.940473
       1.4575127       16.141390
       1.8173994       15.934444
       1.0836211       12.694278
       1.2752302       13.300055
      0.86585164       11.630174
       1.2702875       14.066581
       1.2001655       13.969709
       1.3185132       13.870722
       1.3279469       13.892780
       1.2890340       13.744218
       1.7111362       16.235778
      0.65734419       9.5385099
      0.62200054       8.6180059
       1.2811529       13.536864
       1.6814253       15.682712
       1.4342542       14.532671
       1.6888689       16.060508
       1.3791350       15.941465
       1.3417156       13.627604
       1.3860756       14.727521
       1.5299243       15.197211
       1.1764768       12.889903
       1.4104135       16.197038
      0.63278810       9.6489791
       1.2129802       13.162674
       1.2691099       13.888044
       1.5540621       15.962620
       1.5105469       15.541667
       1.4520176       16.069307
       1.3447766       16.092719
      0.62751027       9.6983412
      0.52013694       9.8839850
       1.2201390       12.877927
      0.86077584       10.926105
      0.60243134       9.3943865
       1.6333544       16.188977
       1.1589141       13.113637
      0.90897194       11.660663
      0.77459934       10.880635
       1.4672164       16.162853
      0.66568541       9.8894475
      0.62379953       9.4865212
      0.94704255       11.188816
       1.4990922       14.363762
       1.4689667       15.793558
       1.4898899       15.305417
       1.4798908       14.528578
       1.4672329       15.280845
       1.1261116       13.046364
      0.92304643       11.780135
       1.4766096       15.961559
       1.8173140       5.4252283
       1.4591171       15.604870
       1.3682805       15.298748
       1.5038631       15.991821
       1.3742075       13.996642
       1.5721091       15.681651
       1.4571059       14.812944
      0.95051357       11.779814
      0.95407386       11.349547
      0.66418328       9.5298906
       1.5280659       15.025581
      0.92560704       11.503919
       1.3062033       8.1644285
       1.2354764       12.998866
      0.84626676       10.981318
       1.2174220       13.210608
      0.90413079       11.859682
      0.58805328       9.4729859
       1.5247705       16.085325
      0.62208828       8.2767263
      0.64917145       9.4193708
       1.3633341       14.248764
       1.2581659       13.375565
      0.85218140       11.910088
       1.0264892       12.509764
       1.7703205       15.332033
      0.89472495       11.313266
      0.63595110       9.7760761
       1.6162806       16.283344
      0.91337842       11.611414
      0.61049764       9.2407939
      0.87480581       11.822669
       1.6132128       15.997984
       1.6021482       15.046562
       1.3749555       14.583879
       1.5820849       16.102970
      0.75381346       10.407179
       1.5049277       14.649373
       1.4263918       14.353774
       1.6231928       15.435878
       1.5229694       15.489815
      0.78695314       10.557488
       1.5741434       16.196185
       1.4014491       14.204262
       1.3361673       14.486375
       1.3478004       14.184083
      0.86174351       11.895864
       1.7023139       15.503741
       1.3296014       13.880761
       1.6315910       15.940878
      0.88042266       11.879938
       1.1761968       12.503272
       1.3850854       14.076178
       1.5055970       15.086926
       1.4057207       15.859426
       1.6000473       16.118906
      0.58681574       9.3520804
       1.0939183       12.108844
       1.7184686       15.355004
      0.70162733       10.459818
       1.3770772       14.162179
       1.3915219       14.265824
       1.4943666       15.659464
       1.6043639       16.300047
      0.92921750       10.831241
       1.5181783       15.711187
       1.1566366       13.320165
       1.4974725       14.204493
       1.4216010       14.727505
      0.87104971       11.091118
      0.91403912       11.691613
       1.5309977       15.948614
       1.6234829       16.057537
       1.3568761       7.6988984
       1.1123396       12.633049
      0.58560817       8.8552655
       1.4314894       13.945379
      0.86272528       12.033253
       1.1180577       12.287413
      0.90234203       11.547695
       1.5143047       14.490447
       1.4405283       14.859054
      0.76238647       10.662430
       1.4520477       14.648790
      0.62195826       9.5979109
       1.6007842       16.098215
       1.5940757       15.923332
       1.7744125       16.030730
       1.3928155       14.225930
      0.59486166       8.9239654
       1.5158339       14.359301
       1.1831318       13.593060
      0.92244240       11.497389
       1.6225195       14.615288
       1.4424163       15.462304
       1.0442202       12.207160
      0.71733180       10.685102
       1.4361572       14.757069
       1.3496746       13.949607
       1.6117566       15.245010
       1.3855611       13.896464
       1.3937730       7.9318212
       1.2657616       12.985378
       1.4968512       15.396008
      0.99914110       11.588833
      0.90366464       11.205950
      0.73143857       10.281922
       1.1968190       13.863207
       1.6973661       15.885636
      0.58623154       9.0301728
       1.5500370       15.783264
       1.6354577       16.031280
       1.4147149       14.129958
      0.61043270       9.3282753
       1.3140182       13.525336
       1.6010702       16.175396
      0.69061241       8.0244886
      0.63392012       9.4148221
       1.6255312       16.052645
       1.6223004       15.421582
       1.5034126       14.733071
       1.5241097       15.355908
       1.1360300       12.470769
       1.3047183       7.5939622
      0.93806745       11.658034
       1.1393455       13.106407
       1.1758232       12.992852
       1.6095979       15.190521
       1.3476046       14.930002
       1.3266368       7.6550229
       1.2475840       13.954694
       1.6595515       15.788528
      0.60596795       8.7407944
       1.3957848       14.079122
       1.5117885       15.301596
      0.77309193       10.671653
      0.68950365       8.0857230
      0.79376536       11.472750
      0.81624605       10.941664
      0.65862765       9.1537095
      0.84449152       11.640139
      0.90745293       12.100514
      0.82382051       10.808376
      0.63045939       9.8817077
       1.0643171       12.341148
       1.3732072       15.724250
       1.2011317       13.166666
      0.88658398       10.580265
      0.64966946       8.2197878
       1.7056901       16.032270
      0.55500566       9.3721633
      0.79198215       10.852858
       1.0341435       12.410312
       1.4707950       14.722786
       1.4151703       14.033723
      0.90151010       11.415321
       1.3780074       15.392875
       1.5957154       15.194604
      0.68269383       8.2259449
      0.74775564       8.0488447
       1.6346851       15.422394
       1.6233614       16.080188
       1.5578741       15.933466
       1.5056365       13.925663
      0.54826620       9.4760044
       1.2717610       8.0168711
       1.3806471       16.039401
       1.5023772       15.987323
       1.4146637       16.034095
       1.4533119       15.812942
      0.92923176       11.086924
       1.5864764       16.201288
       1.3514798       14.007050
      0.88839253       11.558149
      0.49472742       9.2315892
       1.3940957       14.318814
      0.55169343       9.8540208
       1.5286962       15.690599
       1.7279252       15.541432
       1.3737345       14.335307
       1.3052160       14.462661
       1.2143719       13.755984
      0.54925071       8.3263914
       1.1113450       12.713191
       1.5748186       14.523736
       1.4659555       14.908531
       1.5602491       15.658368
       1.4568244       15.485769
      0.63323882       9.8803532
       1.3860512       16.221782
      0.60805135       9.6805685
       1.4715084       15.034791
       1.4227131       15.462138
       1.6118995       15.974586
       1.5750215       15.637183
      0.83178197       10.359487
       1.0416164       11.812981
       1.4954690       15.774839
       1.4155746       14.339694
       1.3254202       13.683574
       1.6878441       15.515604
      0.97554991       11.527878
       1.3237127       14.436242
       1.1995446       12.874930
      0.67136582       9.5250302
       1.0112443       12.456963
       1.1442767       12.445717
       1.5271046       14.897733
       1.6299891       15.487369
       1.5898529       15.785382
       1.1702038       13.082966
       1.4938151       16.118744
      0.81129848       10.548426
       1.3588348       14.484530
       1.5918715       15.775519
       1.4514691       15.415779
       1.5568400       15.749708
      0.73184254       11.134496
       1.5177991       16.197569
      0.89602940       12.000016
       1.0069786       12.697247
       1.2538613       14.000760
       1.3606532       13.850870
      0.96247595       12.252924
       1.4541330       14.098964
      0.94456034       11.952826
       1.5711926       16.280699
      0.65964292       9.5464288
      0.75526082       11.121103
       1.5753098       15.386876
       1.3655288       16.364382
      0.84172811       11.605203
      0.58066525       9.1359853
       1.5512542       15.218655
      0.76379085       10.641899
       1.3866161       15.785260
       1.4940134       15.205086
       1.0960550       12.776005
       1.1696157       12.684659
       1.5030987       15.504234
       1.0759097       12.632369
      0.80830801       10.928769
      0.97319900       12.097819
      0.65362899       10.661578
       1.5133727       15.293095
      0.63453058       9.8681176
       1.1544703       12.758422
       1.5939333       15.858780
       1.0141746       11.406423
      0.92510393       11.833618
       1.3065673       13.740430
       1.7256802       16.201038
       1.5291982       14.773630
       1.3737099       14.723303
      0.95025575       12.236876
       1.3778069       14.053506
       1.5348639       15.284488
      0.59658266       9.3047146
       1.0248418       12.425521
       1.4697681       16.164395
       1.4119226       13.795070
      0.91576713       11.979973
       1.4937932       14.840079
       1.5974088       15.277145
      0.60808845       8.4752500
       1.4863347       15.242075
       1.4770436       15.021968
      0.67185641       9.7004744
       1.3207229       16.263907
       1.3908654       13.896482
       1.2242611       13.700068
       1.4156019       16.029187
       1.5195140       15.515051
       1.6409554       15.902755
       1.4081253       14.573212
       1.6032204       15.150001
       1.3511492       14.081179
      0.72366220       10.157009
       1.6661130       15.005002
       1.8057948       15.964836
       1.0712702       12.246901
       1.0736976       12.463212
       1.5053612       15.901162
       1.5736607       14.851853
       1.4341622       14.555430
       1.3680975       14.249947
       1.5103324       15.965833
       1.6464839       15.763872
       1.4778781       16.092846
       1.5673607       15.330642
       1.0499329       12.406136
       1.4775640       15.416288
      0.67417472       10.413779
       1.4576156       14.753817
       1.4320693       14.561110
       1.3409900       7.9575493
       1.4329671       15.425897
       1.5106759       7.1173818
       1.6646388       15.677903
       1.4813718       15.552320
      0.52831190       9.2337430
       1.5573322       15.689200
       1.5850867       16.135037
       1.2451883       13.453569
       1.1783603       7.6822147
       1.5345584       15.918449
       1.5076909       16.283217
       1.0057311       12.087165
       1.7788870       16.014661
       1.2189981       13.417283
      0.70408838       10.749392
       1.0026727       11.901695
       1.5811753       15.441654
       1.6023648       16.148995
       1.3060704       13.726033
       1.3869964       15.107469
       1.6123983       15.047668
       1.3903421       14.284896
       1.5240801       15.202852
       1.4100664       7.0414670
       1.4555541       15.939408
      0.61637472       9.4149320
       1.4269215       14.532083
       1.3962983       15.977661
      0.64328686       10.105996
       1.5752752       15.475076
       1.0563269       12.368233
       1.5203321       14.923663
      0.80034042       11.634822
       1.5738768       15.325991
      0.87271309       11.393598
       1.3687014       14.478292
       1.5345184       15.422362
      0.81848818       10.880400
       1.4143915       15.955286
      0.93128918       11.549026
       1.4528308       16.137799
       1.4629976       14.942100
       1.1108760       13.491402
      0.71671299       9.8881335
      0.74824099       10.725422
       1.2984761       13.054503
       1.0173400       12.779222
      0.94642841       11.756733
       1.5038743       14.894692
       1.5532792       16.217279
      0.56004367       10.038731
       1.5829166       15.915061
       1.3507704       15.360208
       1.3299781       13.259177
      0.94309051       11.581915
       1.0032838       12.267186
       1.4947204       15.654778
       1.3651072       14.907101
       1.3619025       13.813476
      0.60618845       9.2434724
       1.5640743       16.207362
      0.88832157       11.221385
       1.6957074       15.478836
       1.5294109       16.335852
      0.96963550       12.317806
       1.5195016       15.682700
       1.5217797       16.052472
       1.0652182       12.322748
       1.5068534       15.417941
       1.2799715       13.486251
      0.60371907       9.2331137
       1.6872286       15.494022
      0.94432780       11.069819
      0.67832242       10.216641
      0.66703678       10.038240
       1.4518757       14.647231
       1.4894087       16.219556
      0.49873099       8.8351812
      0.66917589       9.2937774
       1.4786247       15.670974
       1.5270462       15.399038
      0.76009755       10.434126
       1.3406196       14.609785
       1.4980659       15.443113
       1.4282574       14.688912
       1.4116347       16.124897
       1.4624637       14.301898
       1.6641588       15.273254
      0.76654233       11.060460
       1.1337933       12.764455
      0.81389928       10.632418
      0.76487301       10.866815
       1.4747237       15.505474
       1.3789144       14.918799
      0.81733928       10.823297
       1.3940940       15.099907
       1.1087466       13.055923
       1.5022510       15.282292
      0.97239320       11.528831
       1.4680418       14.490866
      0.86355801       11.441216
       1.4155576       16.261304
      0.99683600       11.607090
       1.6659374       16.108656
       1.3909701       14.435870
       1.6742543       15.504332
       1.1509780       12.314671
       1.5590248       16.279610
       1.4894368       14.714788
       1.5314948       16.108690
      0.64613274       9.3592606
       1.4319246       7.6057460
       1.2254922       13.650276
      0.95706026       11.708164
       1.1721485       12.091743
      0.62400583       9.7934089
      0.99940257       12.180693
       1.4704260       16.149081
      0.60058231       9.4100653
       1.5134306       15.599204
       1.2332637       13.309334
       1.6032411       15.655308
       1.2059072       13.583119
       1.1894670       13.587723
       1.0263304       12.291691
       1.0325318       12.003080
       1.5719683       14.972261
       1.2967792       14.135338
      0.86942636       11.943047
       1.4951622       15.456492
       1.5039988       14.502241
      0.65483756       10.076149
       1.6239661       15.960229
       1.4966252       15.877058
       1.6786903       15.893879
       1.7507333       16.066367
      0.90177690       11.250429
       1.4292351       15.806144
      0.70379734       8.2660486
       1.2211536       13.903853
       1.5180642       14.695833
       1.3731740       7.9483284
      0.62838080       9.5608016
       1.0803657       12.745743
       1.3922550       13.474156
       1.3774141       14.977330
       1.4306365       14.809723
      0.54713462       8.9700540
       1.2403280       13.598824
       1.0360694       12.085209
      0.80753241       11.256145
       1.6172229       15.837604
       1.5237923       14.971313
       1.5467037       16.065597
       1.3938112       13.823968
      0.88680940       11.102924
       1.5079387       15.444496
       1.4932082       16.267387
       1.3240190       14.165501
      0.56563856       8.9089425
       1.0547751       12.210586
      0.56230918       9.1175138
       1.2816048       13.826365
       1.3479277       13.868708
       1.4803784       15.016897
      0.96665524       12.253194
      0.64417030       10.185835
       1.3298351       13.969883
       1.0474487       11.428880
       1.4264074       15.577945
       1.3653638       16.068960
       1.6678251       15.324296
      0.79250500       11.172916
       1.1044104       12.934337
       1.3616878       14.591414
       1.6187374       15.966759
       1.4680479       14.917640
       1.5406488       16.314007
       1.2824635       8.2177211
       1.3295709       14.531735
      0.90220983       11.597407
       1.3069958       16.343875
      0.78509995       10.477788
       1.5538764       16.145617
      0.92317223       11.943185
       1.6422995       15.570009
       1.5277222       16.268435
       1.5513089       14.940528
       1.2057574       13.454542
      0.98685828       11.992698
       1.2724649       13.367069
      0.65998621       9.7665038
       1.1040216       12.426505
       1.6470721       15.146792
       1.3371179       14.257738
       1.4893058       15.114510
       1.2578149       13.467952
       1.6155027       15.708023
      0.87478004       11.218046
      0.68156892       9.8403348
       1.2466242       13.519858
      0.73996747       10.715824
       1.5240378       15.168201
       1.4363249       14.079265
       1.1763670       12.963098
       1.5253163       14.993005
      0.67321670       10.120408
       1.6591988       15.423027
       1.3471254       13.532250
       1.6098281       15.770296
       1.2942415       13.502606
      0.74889526       9.6691923
       1.1149199       13.245292
       1.4499083       15.543007
       1.0590306       12.326903
       1.0591397       12.656793
       1.6448233       16.124775
      0.71847547       10.482146
      0.69758594       9.6843393
       1.2955922       15.554700
       1.1885170       12.960964
       1.3913762       14.493139
       1.3247699       14.645134
      0.55266122       8.4869438
       1.2916982       13.709171
       1.5348886       14.789491
      0.70401459       10.584440
       1.4043745       14.784502
       1.5663341       15.749253
      0.61207477       9.8108499
      0.56824421       9.6488194
      0.66446079       9.6220529
       1.5679944       15.947619
      0.86578745       11.423190
       1.4913721       15.120173
       1.5007699       14.946402
      0.69029419       10.964208
       1.6658140       16.026426
      0.54545405       8.5132252
       1.5423131       16.123115
       1.2528676       8.1385287
       1.5055746       15.086524
      0.72806459       10.750423
       1.1299146       12.992967
       1.0021898       12.387105
       1.3144760       15.962327
       1.3861649       15.122709
       1.2331553       13.172265
       1.3434687       15.196786
       1.2946581       16.143847
       1.4112190       14.367827
       1.5337884       14.979594
       1.4899929       14.510409
       1.4002523       14.514804
       1.3240354       14.025047
       1.3326029       7.7547569
       1.4935282       16.137489
       1.5036227       15.931469
      0.77844539       10.744079
       1.5049595       15.243468
       1.4561997       14.794480
       1.4581003       14.946334
      0.77118619       10.888916
      0.56371440       10.277425
       1.4855940       15.413701
       1.7043870       15.126015
       1.5242154       16.084198
       1.5058121       15.391514
      0.62963048       8.2972315
       1.1242861       12.421606
       1.4310266       16.025755
      0.85999868       11.479917
       1.3284605       14.874273
       1.5346638       15.647328
       1.4407381       14.675796
       1.3258360       13.563825
       1.4737237       14.939880
      0.43524329       8.9437359
       1.4114603       13.851317
      0.99407183       11.436623
       1.4788234       15.223847
       1.4182738       14.553913
       1.4926622       14.268744
       1.4716529       16.094928
      0.64142612       8.9734138
       1.3415154       13.743171
       1.3392455       13.938538
       1.4089795       14.188677
       1.4611430       15.402590
       1.3611120       14.147594
       1.2673513       13.735499
       1.0835465       12.937352
       1.0575294       12.611920
      0.91142703       11.007700
       1.3511601       13.502800
       1.2815768       14.210184
       1.4919513       14.890152
       1.4446503       14.518982
      0.48686034       8.8373058
      0.63560114       9.8266741
       1.3888157       15.009492
       1.6005319       15.710845
      0.62161606       8.4482061
       1.2486564       13.386672
       1.4095172       14.848829
       1.2404216       13.504938
       1.4572899       15.654539
       1.5031598       14.443392
      0.63010679       9.3274166
       1.0188876       11.690619
       1.5438797       15.202739
       1.4768114       15.606507
      0.73548026       11.326901
       1.1124788       12.450223
      0.68757451       10.034094
       1.2342531       13.679182
       1.3512625       15.977668
      0.88852617       11.097642
       1.2621088       13.473232
       1.6532760       15.652840
      0.54364772       9.5361760
      0.77148726       10.469438
       1.3970313       16.285247
       1.2095471       13.218429
      0.61676827       9.8537916
       1.4666807       14.687893
       1.3248410       13.537345
      0.61343526       9.8174198
      0.91034843       11.135411
       1.4979985       16.216669
      0.64217656       10.110559
       1.4222587       15.116801
      0.87239871       11.317464
       1.2518215       15.889146
      0.67669660       9.5111307
       1.5975761       15.693749
       1.5499050       15.298606
       1.4564729       16.130224
       1.4979315       15.647235
       1.2055477       13.309212
       1.4174133       15.359090
      0.59378743       8.7940901
       1.1589149       13.029312
       1.6064263       15.485591
       1.3503719       13.649660
      0.53346333       9.6689142
       1.5710399       15.304260
      0.96202045       11.677523
      0.84639029       10.837339
       1.1231821       13.297409
       1.4635657       16.317941
       1.1314490       13.204824
       1.4326161       14.742404
       1.2736219       13.174770
      0.94657368       12.360291
       1.0655753       12.643019
       1.0273293       11.882797
       1.4370730       14.311777
       1.3450600       14.232524
      0.72586448       10.446204
       1.1932959       12.822182
       1.2501527       13.564771
       1.5111596       15.068254
       1.1894948       12.920342
       1.5054431       15.519137
       1.2072488       13.065117
       1.4843698       15.153002
      0.67082421       9.8467292
       1.4055981       14.666053
       1.5705627       15.919441
       1.4675026       14.408863
       1.4428550       14.814901
       1.1594295       12.368613
       1.4605711       14.804222
       1.2113129       12.985536
       1.4615569       15.156064
       1.6836736       15.340918
       1.2342433       13.284863
       1.1913778       12.567878
       1.2770782       13.429814
      0.68889783       8.2330253
       1.0498254       12.260094
      0.91265050       11.396461
      0.79506605       11.217133
       1.5946996       15.248148
      0.72299865       10.233123
       1.4952558       16.182611
       1.6372953       15.745538
       1.4350561       14.746711
      0.99461108       11.570424
       1.5250796       16.125518
       1.5221119       16.108195
       1.4287217       15.711295
       1.5173124       15.273619
       1.1266672       12.454145
      0.82668945       11.143502
       1.5406671       15.036187
       1.5171599       15.257947
       1.2402215       13.403589
       1.3214455       8.0642247
      0.78485849       10.927920
       1.1623130       12.785797
       1.0028021       11.841997
       1.3432438       13.508219
       1.5277789       6.9907070
       1.1624350       13.400308
       1.5303755       15.646365
      0.81895398       10.845313
       1.4045149       14.523768
       1.5238479       15.505111
       1.3689393       16.400099
       1.4428818       14.187479
       1.6057598       15.144846
       1.1137824       12.710152
       1.1045259       12.593136
       1.2640512       7.8535067
       1.0013553       12.039888
       1.4674204       14.866732
       1.3864022       14.652205
       1.2347033       13.245434
       1.2607121       13.415727
       1.6272823       15.195238
       1.4271321       14.471259
       1.3696059       15.934042
       1.4830027       15.837564
       1.0959539       12.035015
       1.0937490       12.523009
       1.4635235       16.335952
      0.63937883       8.6930531
      0.87900814       11.075405
       1.3617442       13.234145
       1.2149379       13.452251
      0.70030994       10.279281
       1.4701477       14.936824
       1.0933927       12.803281
       1.4716807       14.173999
       1.4228539       14.480588
      0.83891475       10.522425
       1.5058218       14.622304
       1.7113879       15.540422
       1.2633077       13.350828
       1.3710772       7.6437968
       1.2951355       14.111296
      0.55597410       9.5261235
       1.0299318       12.143924
       1.6014309       16.172809
      0.57064915       9.0793239
       1.1174350       12.374650
      0.97016032       11.591450
       1.2900175       15.990866
       1.5201258       14.689220
      0.93752571       12.168399
       1.0763443       13.279654
       1.4356768       14.301283
      0.93917110       11.829615
       1.3886818       14.319918
      0.92284580       12.319714
       1.5071968       15.636726
      0.99789267       12.068280
      0.63490353       8.2590262
       1.3735580       14.382065
       1.2743910       13.301541
       1.5082396       16.058976
       1.0860428       12.681676
       1.6527420       15.872780
       1.5162016       15.710137
       1.4747081       15.678594
      0.61423133       9.7270656
       1.2689613       13.714324
       1.6158558       15.385937
      0.64271457       10.057534
       1.5494757       15.125411
       1.5950734       15.928897
       1.4781303       14.845395
      0.96162999       12.125240
       1.5393282       16.352535
       1.7407682       15.677858
       1.5130564       15.569199
       1.6983649       16.068288
       1.5388301       15.904635
       1.6795308       15.864348
       1.6236761       15.700838
      0.85457424       11.528189
      0.67584915       10.892714
       1.1096098       12.701205
       1.6754191       16.186593
      0.79272740       10.772302
       1.2945224       13.700461
      0.59282465       9.5827405
       1.4459006       15.532002
       1.3568729       13.518320
       1.2578696       13.322115
       1.3049588       7.9139623
       1.0998825       12.347648
      0.69900961       9.9472694
       1.1718755       13.031092
       1.4340144       14.621271
       1.5557720       14.554989
       1.6415413       15.699091
       1.5538105       15.219283
       1.5171868       15.971820
      0.73951843       10.203076
       1.5950631       15.998287
       1.2853878       14.257129
      0.65125017       11.003708
      0.91209714       11.568647
       1.7007041       16.189175
       1.0356603       12.350925
       1.4039315       8.1200853
      0.55149745       8.3407210
       1.0350500       12.210917
       1.1567471       13.393705
      0.52833802       8.8628326
      0.76790199       10.483264
       1.1381326       12.895093
       1.6000550       15.955712
      0.85790119       10.510860
       1.5007414       16.097865
       1.1753249       13.364189
       1.3348760       13.705933
       1.3670550       14.140714
       1.2767906       13.216110
       1.1324626       12.599560
       1.2502406       8.2579413
       1.4831797       15.567011
      0.83621891       11.516547
      0.59094869       8.9089450
       1.3558479       15.125484
       1.2055585       13.120463
      0.79559193       10.559802
