ra,dec,pmra,pmra_error,pmdec,pmdec_error,bp_rp,phot_g_mean_mag,parallax,parallax_error,radial_velocity,radial_velocity_error,l,b,labels
87.2522394202633,33.50700892861693,0.2772419813070665,0.09477593,-1.3065789521592155,0.064248115,1.0787201,17.386057,0.28633575146624035,0.09633021,,,176.46161699828127,2.9846396710624186,0
87.25240464205302,33.52342118816695,0.5184533481268465,0.028512878,-1.052561989557581,0.019599793,0.8468361,15.064163,0.23186711659272072,0.029516792,,,176.44758126793843,2.9931787068705775,0
87.22963346156398,33.51903332430025,0.7039847835815835,0.042173732,-1.4227010557485764,0.029001832,0.8165436,15.760085,0.2538980131554057,0.040503357,,,176.4415973287427,2.974633314697244,0
87.2329837899951,33.54957724940451,0.39010864487509744,0.07697166,-1.6870464022737717,0.053068493,0.9668331,17.119663,0.2098057313158034,0.08097598,,,176.4167827006112,2.992706305535547,0
87.28058717818067,33.56310574199764,0.4837892352086768,0.055174023,-1.670859422607626,0.03769023,1.2153587,16.414568,0.16420753131626095,0.056483436,,,176.42553356289946,3.0336984731798817,0
87.27777236167448,33.58057895080733,0.6212381054092504,0.08924438,-1.9905888428086227,0.062183924,1.1484127,17.327477,0.28821207372540186,0.09174709,,,176.40930744482085,3.0406458183707574,0
87.33623145014741,33.55063955866075,0.2647956919751965,0.08769686,-1.6118017441806678,0.06165945,1.1586933,17.185108,0.2651645565935036,0.10631118,,,176.46005602398256,3.067123014751104,0
87.37928419577727,33.579572073068746,0.5995464256861671,0.09284275,-1.041896295814251,0.059316255,1.0903254,16.186474,0.2799107592435944,0.086235024,,,176.45357257867943,3.1127533206184013,0
87.39888434377752,33.60506421408798,0.514905303379116,0.104599684,-1.736596459509404,0.068197295,1.5344105,17.54386,0.37771987554671266,0.09975134,,,176.44001248654607,3.1398288731598116,0
87.40145484024602,33.59592826262958,0.7614359807578617,0.02258743,-1.9785692156994181,0.015152268,2.5166082,14.356602,0.1474877192319476,0.022021856,19.625296,1.6692672,176.44897027354324,3.1369919568243483,0
87.37156890853238,33.59885899180729,0.6369655893100002,0.16366921,-1.5358137746123206,0.100053646,1.5789833,18.172935,0.3434298743485943,0.16822234,,,176.43368563484495,3.1171086841840294,0
87.31469937197907,33.57890752546264,0.45363165177407283,0.12411783,-1.6706487010464564,0.08550564,1.5703278,17.886635,0.2705848658767047,0.12818141,,,176.42653952573312,3.066202557545486,0
87.3215715730115,33.591210322090205,0.40674203331859604,0.080161214,-1.7698002597837963,0.05438025,1.5780487,17.062311,0.24666641166322079,0.07982797,,,176.41889847548234,3.0774238039517434,0
87.38214230372739,33.5986747435517,0.48684862922951533,0.032479025,-1.7120246347241492,0.020567693,2.297206,15.24264,0.16557248389059145,0.030669188,-4.001999,4.4870563,176.43836027243154,3.1245791941893746,0
87.37932015212355,33.61363610936041,0.4009444927843914,0.055264506,-1.2595526182888679,0.03590883,1.0629272,16.449373,0.4107544506797473,0.052943766,,,176.42428425885942,3.130220355994807,0
87.31937854071403,33.610570251214156,0.4286280855075224,0.068059914,-1.6170679255926086,0.04475714,1.0407009,16.857693,0.1914557602997168,0.06588656,,,176.40131259222628,3.085776875328705,0
