_RAJ2000,_DEJ2000,_r,RA_ICRS,DE_ICRS,GaiaDR2,Plx,pmRA*,pmDE,RV,o_Gmag,Gmag,BP-RP,proba,Cluster,Teff50,Simbad,_RA.icrs,_DE.icrs
114.6977468066253,-33.8590534974536,0.018635,114.69774454915,-33.85904722242,5588806063418665728,0.13951590270769265,-0.4353991266506618,1.4574263078888516,,197,17.023067,1.8330021,0.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,4582.781,Simbad,114.69774680663,-33.85905349745
114.6805116200347,-33.844695999978,0.002091,114.68050963127,-33.84469072334,5588806127837945216,0.07145925578733499,-0.3836358981956401,1.2255420556513257,,232,16.510906,1.9018173,0.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,4520.1284,Simbad,114.68051162003,-33.84469599998
114.6930873403606,-33.8421990764477,0.008833,114.69308411488,-33.84219379027,5588806132138139904,-0.07764340840850567,-0.6222192954313459,1.2277574867790513,,219,15.318807,2.1993256,0.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,4107.748,Simbad,114.69308734036,-33.84219907645
114.6852348731497,-33.8432147972049,0.002578,114.68523264718,-33.84320920382,5588806132138143872,-0.07375147386226949,-0.429401969673838,1.2991089354473748,,220,17.14135,1.867176,0.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,4274.011,Simbad,114.68523487315,-33.8432147972
114.687100120545,-33.8553451836029,0.010885,114.6870984946,-33.85533963382,5588806132138146048,0.07307815168108878,-0.31360950430764356,1.2889820348170375,,236,16.586092,1.9108477,0.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,4309.8926,Simbad,114.68710012054,-33.8553451836
114.6908567480824,-33.8338246837203,0.012945,114.69085488412,-33.83381987755,5588806162196633472,0.08946819921812695,-0.35960767168127106,1.1162708037171016,,208,17.075108,1.7758751,0.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,4857.8965,Simbad,114.69085674808,-33.83382468372
114.6990777918477,-33.8368595379396,0.015641,114.69907583812,-33.83685396141,5588806166497874176,-0.0094546019756565,-0.37691264094303206,1.2951945346547484,,193,17.132757,1.8201275,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,4720.114,Simbad,114.69907779185,-33.83685953794
114.6896284730974,-33.8329534882632,0.013249,114.68962535335,-33.83294846514,5588806166497877120,0.03929229220439346,-0.6018889372261056,1.166661354557903,,206,16.171059,1.897954,0.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,4588.6304,Simbad,114.6896284731,-33.83295348826
114.7034974663188,-33.8222593772868,0.028412,114.7034950569,-33.82225305202,5588806269577082624,0.12940172440513711,-0.464904452337929,1.4690935181704818,,193,17.2812,1.8802319,0.8,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,4687.69,Simbad,114.70349746632,-33.82225937729
114.6770044076431,-33.8304493590024,0.015385,114.67700147273,-33.83044429781,5588806338296574208,0.08681957022910951,-0.566244633094577,1.1755020191700307,,231,16.936792,1.8257723,0.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,5041.0977,Simbad,114.67700440764,-33.830449359
114.6815573524664,-33.8300268371179,0.015026,114.68155382639,-33.83002216818,5588806372656309888,0.07278946592214827,-0.6803047104278925,1.084397914585481,,223,17.166357,1.799797,0.8,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,4691.4233,Simbad,114.68155735247,-33.83002683712
114.6737781771974,-33.8051895118793,0.040547,114.67377510369,-33.80518345505,5588806441375783424,-0.03243844976783305,-0.5931595136395175,1.4067467830970157,,240,17.495106,1.9622192,0.8,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,4580.292,Simbad,114.6737781772,-33.80518951188
114.783606217576,-33.8478850917622,0.083603,114.78360198231,-33.847880391,5588806677593789824,0.052555852780681755,-0.8169614869740546,1.0917900185974578,,231,17.859636,0.9726219,0.7,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6195.567,Simbad,114.78360621758,-33.84788509176
114.5788888604919,-33.8713690866213,0.090388,114.57888635836,-33.87136250243,5588811767135281536,0.026576836336529807,-0.4825157996049977,1.5292323280074338,,236,17.078163,0.745821,0.7,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6008.7114,Simbad,114.57888886049,-33.87136908662
114.6496484817673,-33.8046796361792,0.048927,114.64964613313,-33.80467485957,5588818226766054528,0.04799453132427026,-0.45326966761723964,1.1094053934032608,,229,14.887969,2.4714937,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,3995.7178,Simbad,114.64964848177,-33.80467963618
114.6596834369943,-33.7868586073959,0.061289,114.65968201671,-33.78685341306,5588818261125783296,0.06679917423593876,-0.27416077669310357,1.2064257445735658,,232,17.39904,1.9415913,0.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,4779.723,Simbad,114.65968343699,-33.7868586074
