source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,bp_rp,phot_g_mean_mag,parallax,parallax_error,radial_velocity,radial_velocity_error,l,b,ruwe,phot_g_n_obs,phot_bp_n_obs,phot_rp_n_obs,labels,prob,rradec
5516044369624314752,124.71333465272723,-47.759528649273285,-2.563635281801465,0.14326571,2.4579594716060873,0.14255466,1.6590614,18.53568,0.42689170559850775,0.12247012,,,264.02246125066415,-6.596193332352673,0.9727779,351,38,36,0,1.0,0.026298469834260187
5516044399680214784,124.73386927249403,-47.7500793838511,-3.3088974387844527,0.091903,2.949551124226726,0.09137314,1.3017197,17.85371,0.28320520784656344,0.08519393,,,264.02227343229214,-6.579464726725611,1.008877,351,38,38,0,1.0,0.03921608860455195
5516044434036245376,124.70239380424965,-47.757600331543514,-3.48478371434372,0.14002353,3.280629248099718,0.13063271,1.5663338,18.53118,0.37844257665584147,0.1211365,,,264.0167346468334,-6.6012385555308155,1.0025674,362,37,39,0,1.0,0.03160268614465909
5516044434039949312,124.70283781959088,-47.7525297924658,-3.9111885295279682,0.14229813,4.055701369883241,0.13001536,1.5002079,18.352089,0.41654224097979875,0.12183045,,,264.01265673328453,-6.598174283859192,1.1609163,345,37,39,0,1.0,0.03598578977503955
5516044434040869888,124.70971198956914,-47.75617386670458,-2.03420792519751,0.22018711,5.48890052738197,0.20878023,1.571104,19.108154,0.41882946703800583,0.19574234,,,264.01829123769494,-6.596355033784641,1.0770028,326,31,29,0,1.0,0.030301408823083204
5516044434040873472,124.69705930102097,-47.75107628931707,-1.8431366995743257,0.2774895,2.2725260745324056,0.25700754,1.5839062,19.445549,0.5737426143508835,0.24780299,,,264.0092679091036,-6.600598043763201,1.0071727,332,36,37,0,1.0,0.039897399717750415
5516044438343787264,124.70734760501487,-47.74825148187812,-2.534764533541688,0.010970765,4.7896652224248,0.010953894,1.2190876,12.225454,0.6351004115103043,0.010033326,36.64335,0.6852648,264.01077057819487,-6.593276572315357,1.0013163,367,40,41,0,1.0,0.03856329092434379
5516044438343790336,124.71515081750961,-47.7525806031941,-3.494999695766115,0.03731468,2.2439985143361265,0.038395885,1.6150265,16.070875,0.2258706104013606,0.03493853,,,264.01732806171975,-6.591318502909924,1.0617304,335,34,36,0,1.0,0.03302939254279559
5516044468399741568,124.72386096221125,-47.735359420943674,-2.7793699793561735,0.102660105,2.3901785707675174,0.106116354,1.3171711,18.062843,0.23231222378742988,0.09677864,,,264.006189502558,-6.576881111327574,0.9966488,326,36,34,0,1.0,0.0506379332517542
5516044472703526528,124.71701343158485,-47.739762990628634,-3.316849716335901,0.042847082,5.197262333051727,0.040434048,1.0205526,16.31576,0.5394523364162648,0.039833184,,,264.00729972675,-6.583156654638924,0.96948165,311,35,36,0,1.0,0.04578702141222052
5516044502759380736,124.67279696780606,-47.76697538753673,-1.7124987246779895,0.13847212,3.300409805405658,0.13628933,1.4339867,18.525854,0.40538423129682993,0.12068647,,,264.01346423159276,-6.622990753067288,1.0156139,375,35,35,0,1.0,0.048079419394512726
5516044507063257984,124.66750951547621,-47.77054057666873,-5.165302971193185,0.015680179,2.426908071326361,0.015655749,1.8017111,13.953836,0.40478746101117036,0.014327761,44.559784,2.1982374,264.01446410376155,-6.627925711676263,1.0348705,372,41,40,0,1.0,0.05185379987813992
5516044507064001024,124.66731532135022,-47.77207983174053,-5.083748806962647,0.038444567,6.192773249155749,0.037864447,1.3694544,16.246506,0.3420511024560244,0.03488783,,,264.01568023592637,-6.628888555960861,0.9511058,377,37,36,0,1.0,0.051616806678627676
5516044541422996480,124.68620283671896,-47.74568223407986,-2.3053408225034238,0.068519786,3.7650734129252506,0.06861458,1.2911568,17.393326,0.2484315982952613,0.06197433,,,264.00067149758604,-6.603673886551456,0.99972904,373,39,35,0,1.0,0.05046537126729036
5516044541422998912,124.68997693958987,-47.75426197840414,-1.5013092727700341,0.096148126,2.557595388692126,0.09359805,1.7237816,17.735748,0.20907932433960305,0.08668335,,,264.009273276099,-6.606327125566234,1.051002,308,25,27,0,1.0,0.04143615646379201
5516044571478941440,124.66051585277599,-47.742410088107974,-2.988130976928295,0.16112491,4.834351274352709,0.16652901,1.3768291,18.68097,0.43908686466752433,0.14019795,,,263.9882792874254,-6.61622510782512,0.93601537,355,40,39,0,1.0,0.07118802551336437
5516044605839571968,124.6768803445244,-47.74020529705503,-2.9628735409461218,0.096761376,3.719438513066023,0.10533004,1.4241962,17.413197,0.27677632259920415,0.09413711,,,263.99258207610063,-6.605847359478368,1.3362781,331,35,30,0,1.0,0.060640361168119154
5516044610130833408,124.68387808419615,-47.73558394637143,-2.4533929414227824,0.23079397,6.45009790362574,0.23175494,1.5704575,19.209427,0.5320429449034814,0.20689334,,,263.9913428145161,-6.599367452747611,1.0884827,352,9,10,0,1.0,0.06002650674404315
5516044610142465280,124.67051073926987,-47.73356678159106,-2.6992842355004365,0.1268306,2.744101896717789,0.13961503,1.5733147,18.378878,0.26967777073090415,0.113098845,,,263.98462954057646,-6.605725473982293,1.0532076,358,35,38,0,1.0,0.06983450108848238
5516044610142470784,124.67974490572628,-47.74077741226632,-3.009219786175486,0.039018337,3.6358021663789137,0.037658874,1.5081491,16.232336,0.29539932615642406,0.03564364,,,263.9941376852031,-6.604562686546391,1.0115937,359,38,38,0,1.0,0.058337200093842155
5516044640198420736,124.69423941583219,-47.74008536050099,-2.1138983602798618,0.18555847,5.832615459345769,0.17532484,1.4672928,17.634062,0.36776442028631123,0.1645367,,,263.99900646705026,-6.596071557922198,2.1431403,336,38,36,0,1.0,0.0509079346956696
5516044640199316096,124.70529433592647,-47.73478256377513,-2.6674904072523034,0.08724255,3.9722213131709223,0.085755475,1.4711742,17.798668,0.4464429272454935,0.08243019,,,263.99872377495035,-6.586943776945818,1.0109184,345,36,38,0,1.0,0.05213174922948306
5516044674558193664,124.72132026645734,-47.72892040486321,-3.4141782361068125,0.09906328,4.048802422703817,0.099119134,1.4556732,17.888159,0.26795777116246894,0.0896175,,,263.99984460882786,-6.574724395292173,1.0932572,364,40,42,0,1.0,0.05678323952788232
5516044708917950848,124.69789219865353,-47.72417537728866,-2.965723903884274,0.09341423,3.768306493620795,0.09392998,1.2443371,17.906649,0.1879577586280105,0.0835998,,,263.9870607502897,-6.585192984139076,0.97850466,359,38,40,0,1.0,0.06432292151468819
5516044708918793472,124.68529094586566,-47.73371157167029,-4.059934303192322,0.06662387,3.923412095494613,0.06573437,1.3452969,17.312101,0.48701694097753556,0.06014492,,,263.99030627341097,-6.59753755781861,1.0083706,370,38,37,0,1.0,0.060842371181258
5516044713221685760,124.68985048935062,-47.72714221767255,-2.7626648280627997,0.014580276,6.2895500301555405,0.014249536,1.7633886,13.8608055,0.3872466868014244,0.012967339,75.02721,1.928388,263.98652048560973,-6.591339272613877,0.99375874,372,40,41,0,1.0,0.06446984464415965
5516044816300920064,124.75904153896954,-47.725039764797984,-3.7650965163393346,0.04079012,3.4243548194559295,0.03987918,1.0205307,16.24864,0.6467640218303229,0.039054994,,,264.0107927568582,-6.551473796348414,1.031993,324,40,36,0,1.0,0.07359964529041985
5516044816300921984,124.75890552215533,-47.73470521185966,-2.6497884414772486,0.07530166,2.633755162161639,0.07398354,1.3560848,17.428116,0.3315670089125672,0.072559655,,,264.01882831520413,-6.556923594551143,1.020997,307,38,36,0,1.0,0.06579692917447286
5516044846356872448,124.73313089445142,-47.73234814924624,-2.8610043408140298,0.15679026,3.4937190857882268,0.1597738,1.4804707,18.78929,0.35449070038380603,0.15481149,,,264.007156665224,-6.570024257283054,1.0679705,348,38,38,0,1.0,0.05555189646715501
5516044846356878464,124.74081755786604,-47.730455191088986,-4.323007009767137,0.085664205,4.4425177424701126,0.0861765,1.3842602,17.723125,0.2868738467739989,0.08076891,,,264.00846483156704,-6.564674084229534,1.0174587,353,40,38,0,1.0,0.05996563026448862
5516044850660652032,124.73955315396269,-47.72434024983703,-2.888773579840078,0.049841437,3.018120449207209,0.049081463,1.2688332,16.612001,0.38451933585292614,0.047233123,,,264.00287197783416,-6.561982517433041,1.0675217,330,37,38,0,1.0,0.06518283505817635
5516056326801580416,124.64873356603583,-47.74550752001279,-4.195724020538291,0.103067376,5.843930107266374,0.10519176,1.4779911,18.092636,0.4116726636651603,0.0873452,,,263.9864474350764,-6.62453509892125,0.96826696,405,32,32,0,1.0,0.07926736050313497
5516056326813245440,124.64945452087429,-47.746412994303256,-3.0337464271559362,0.04765389,3.0245304332905496,0.04898452,1.9111013,15.063826,0.15430897031387156,0.039984882,54.626564,4.321225,263.9874765993751,-6.6246341751949664,2.2000763,407,46,43,0,1.0,0.07818886430091139
5516056464252202496,124.68375968876586,-47.71692491044927,-3.731399091467452,0.059131287,5.400515896624304,0.059519317,1.1176529,17.062384,0.4808508951367657,0.053436715,,,263.97567617283295,-6.589073809185337,0.99351364,347,39,39,0,1.0,0.07631423484566635
