Vmag,B-V
8.182,0.1800003
10.89,0.55599976
7.728,0.12699986
5.224,-0.0710001
9.871,0.59000015
4.843,-0.13700008
5.327,-0.09500027
7.828,0.12699986
8.13,0.17700005
10.852,0.6300001
4.789,-0.125
7.583,0.056999683
7.164,0.0050001144
6.316,-0.061999798
10.56,0.6459999
2.73,-0.19099998
7.242,0.013999939
4.742,-0.12400007
6.71,-0.039000034
7.566,0.07700014
6.814,-0.024000168
7.552,0.059999943
7.425,0.049999714
5.501,-0.14599991
9.996,0.5380001
6.714,-0.05700016
