ra,dec,pmra,pmra_error,pmdec,pmdec_error,bp_rp,phot_g_mean_mag,parallax,parallax_error,radial_velocity,radial_velocity_error,l,b,labels
103.41474239196127,16.80759951291245,0.43732462318327814,0.01859468,-2.083363036911322,0.014981252,1.4393978,13.678815,0.2185418248843543,0.015812006,70.846504,1.8309875,198.12045214391907,8.05410401434434,0
103.3853689514959,16.79488465392312,-1.258215035944201,0.13504861,-0.34632344391655895,0.11649194,0.859951,17.516336,0.26452301086440844,0.10159107,,,198.11954345169886,8.023256501970527,0
103.36334193320634,16.802994985116896,-0.6201000291456573,0.04604377,-0.48305835970987876,0.03611638,0.4034977,15.603672,0.3218460606175947,0.039875694,,,198.10284469436428,8.00786127554777,0
103.41556488647377,16.817022210481955,0.46833092367025675,0.083777666,-0.5868764537773001,0.06842389,0.76591873,17.015017,0.25665083351671264,0.06962865,,,198.11224698696842,8.058941877695533,0
103.40090858080919,16.82336842131527,-0.3129714151896619,0.10358388,-0.8172713480712652,0.088626124,0.73708916,17.115856,0.2427469412495069,0.077511124,,,198.10027535896424,8.049113939012635,0
103.40411020010971,16.829882930050516,-0.4809067469332948,0.04636073,-1.9521697447134687,0.036930837,0.59477425,15.863338,0.18340611725184816,0.042258892,,,198.09571844899358,8.054723950274056,0
103.42520534031623,16.82588740533871,0.7711624191811101,0.13206989,-2.526033057663032,0.114392094,0.8236542,17.47668,0.32480106099721184,0.10316343,,,198.10828392377854,8.071121780026543,0
103.3462211210544,16.793527895020148,-0.1910684396053357,0.08731314,-0.3728312825796213,0.07228915,0.7933197,16.96541,0.27774078808907365,0.07880299,,,198.10417745689753,7.988979437390671,0
103.33304444553899,16.794875956617034,0.5111269943303288,0.10364062,-1.912391404658363,0.09157834,,17.129478,0.18105682399367234,0.08158897,,,198.09736679108886,7.9782343510077895,0
103.33158178915207,16.790095165479947,0.8290673543546485,0.13648356,-1.8785526415407543,0.1264642,0.85624313,17.337294,0.22803892307191753,0.0905742,,,198.10108478059965,7.9748788320679225,0
103.34493981365436,16.80451420185153,1.0008163727799453,0.10199035,-1.3150361096982954,0.085621245,0.8389816,17.050919,0.18435410541958155,0.07755983,,,198.0936641807091,7.992695693362255,0
103.4267651430964,16.860843785721155,0.9441235713464596,0.13636158,-2.2411846124867867,0.10950456,0.9547081,17.839777,0.4027719613145314,0.106925525,,,198.07720856663397,8.087782352714266,0
103.30436471526833,16.79297311299507,0.6209072400591508,0.06717802,-0.47918488700623874,0.05793124,0.83369446,16.113419,0.21267175834253962,0.06089601,,,198.08693064909028,7.952726292350386,0
103.3230729445145,16.823729694209483,-0.769300385120616,0.10264731,-0.6718688843646514,0.08971644,0.799181,17.091808,0.2560065200776722,0.083334334,,,198.06695550690142,7.982312744871036,0
103.30996472346983,16.818412830761922,0.8503960103064891,0.14305097,-1.1356368383124678,0.13053577,0.7588024,17.402447,0.3580062173967284,0.10309388,,,198.06622237204408,7.968704726080557,0
103.30817863765448,16.828191565200054,-0.4032277104416254,0.09201177,-2.152261555012047,0.06880637,0.7888813,16.727613,0.3922270908792536,0.076799184,,,198.05659177944136,7.971458151106058,0
103.25634153860373,16.80390324793921,-0.3176987088593031,0.034876257,-1.303800212695362,0.030392772,0.3453846,14.973417,0.20778051027896072,0.032049816,,,198.0566441765398,7.916212242828158,0
103.25536417175086,16.80099685702117,-0.8426536715981556,0.13329637,-1.7456577036719303,0.14445263,0.71362686,17.186426,0.2397863982291924,0.10408607,,,198.05886614614695,7.914095876717425,0
103.20495646258522,16.818858120417218,-0.588115391346271,0.24213284,-0.9107256795422826,0.23485504,0.8340378,18.0884,0.371623184428954,0.17473453,,,198.02127836632886,7.878581455837144,0
103.225570676896,16.817530782059794,-1.2916025450343027,0.16682307,-1.1487238642145354,0.18567897,0.87708855,17.631268,0.3046553688531567,0.13261935,,,198.03122830993064,7.895727769001443,0
103.23837913057329,16.830832873326603,0.3782561451606725,0.15585804,-2.3325874418939665,0.14413269,0.9176254,17.520926,0.3064042495749784,0.12648383,,,198.02459506037368,7.9125827585346356,0
103.27272656762622,16.80356324211119,-0.8770446093710664,0.24409556,-2.54113814232687,0.21851279,0.952301,18.040468,0.3942811424705068,0.18545535,,,198.06390305793735,7.930157033886207,0
103.25158592466335,16.81963442103194,-0.5944702513306374,0.13077694,-1.979551635889633,0.118671626,0.911623,17.452261,0.29261639878769863,0.10484513,,,198.04035586941373,7.919026319167833,0
103.27396271001012,16.83476362662329,-1.0336217448580736,0.01978647,-0.961272773362131,0.017173568,1.2358084,13.720511,0.2678697162633311,0.01780531,43.876034,3.320275,198.03612026731597,7.944911704643433,0
103.26668896336578,16.82642449411918,0.910199308655746,0.08904256,-0.9103473585444161,0.07577894,0.7360401,16.95695,0.3715852168697675,0.08032481,,,198.04060152439112,7.934996335546365,0
103.28792768513813,16.827990134949463,0.15731656879285838,0.0705535,-0.8877780204977588,0.061380096,0.79291725,16.539406,0.27036460266725937,0.06393544,,,198.04818781277731,7.953951027032038,0
103.28854262582307,16.850367309990617,0.7818788852777109,0.08130261,-1.3752910092628559,0.06909542,0.7278881,16.736235,0.24905112151690623,0.0726775,,,198.02814439526398,7.964297443288383,0
103.29791922595685,16.856262881031366,0.5617460201435502,0.08224808,-0.9695345716300562,0.0757265,0.7768154,16.503983,0.40096096790936137,0.07013664,,,198.02676979790144,7.974948031075417,0
103.27105470280294,16.853878277633253,1.1054552700954137,0.044205423,-1.687140021532995,0.039399948,0.6186495,15.7393675,0.23439229075586082,0.04036925,,,198.01754425312572,7.950797739160169,0
103.25422394589361,16.86272017697046,-0.18302645201450202,0.0707809,-1.3581218718566055,0.062896766,0.7554302,16.568802,0.23562981938826955,0.06255661,,,198.002385773151,7.940203385982565,0
