ID,[Fe/H],wt,E(B-V),V_HB,(m-M)V,V_t,M_V,t,U-B,B-V,V-R,V-I,spt,ellip
NGC,104,-0.72,10,0.04,14.06,13.37,3.95,-9.42,0.37,0.88,0.53,1.14,G4,0.09
NGC,288,-1.32,3,0.03,15.44,14.84,8.09,-6.75,0.08,0.65,0.45,0.94
