Full,log(Age),M,log(Teff),Mbol,Mv,(U-B)o,(B-V)o,(V-R)o,(V-I)o,(V-J)o
3331,9.1,2.0213,3.51,-4.16,-0.89,1.45,1.61,1.35,3.17,5.04
3332,9.1,2.0216,3.5,-4.37,-0.87,1.43,1.61,1.38,3.34,5.31
3333,9.1,2.0219,3.49,-4.58,-0.84,1.41,1.61,1.4,3.5,5.57
3334,9.1,2.0222,3.479,-4.79,-0.81,1.39,1.62,1.42,3.67,5.85
3335,9.1,2.0225,3.468,-5.01,-0.78,1.37,1.62,1.45,3.84,6.13
3336,9.1,2.0228,3.456,-5.22,-0.72,1.35,1.62,1.47,4.03,6.43
3337,9.1,2.0231,3.442,-5.43,-0.62,1.32,1.62,1.51,4.25,6.79
3338,9.1,2.0231,3.442,-5.43,-0.61,1.32,1.62,1.51,4.25,6.8
3377,9.0,0.6,3.585,7.8,8.87,1.15,1.38,0.89,1.73,2.66
3378,9.0,0.62,3.595,7.64,8.68,1.1,1.36,0.86,1.64,2.6
3379,9.0,0.64,3.604,7.49,8.47,1.05,1.33,0.83,1.56,2.53
3380,9.0,0.66,3.614,7.34,8.24,1.03,1.29,0.81,1.5,2.43
3381,9.0,0.68,3.624,7.19,8.01,1.0,1.25,0.78,1.43,2.33
3382,9.0,0.7,3.633,7.04,7.78,0.96,1.21,0.75,1.37,2.23
3383,9.0,0.725,3.644,6.86,7.52,0.91,1.16,0.72,1.3,2.12
3384,9.0,0.75,3.655,6.69,7.26,0.85,1.11,0.68,1.24,2.01
3385,9.0,0.775,3.666,6.51,7.0,0.78,1.06,0.64,1.17,1.9
3386,9.0,0.8,3.676,6.33,6.75,0.71,1.01,0.6,1.11,1.8
3387,9.0,0.825,3.687,6.17,6.53,0.65,0.97,0.56,1.05,1.71
3388,9.0,0.85,3.697,6.01,6.31,0.58,0.93,0.53,0.99,1.61
3389,9.0,0.875,3.707,5.85,6.1,0.51,0.89,0.5,0.94,1.53
3390,9.0,0.9,3.717,5.69,5.89,0.45,0.85,0.48,0.89,1.44
3391,9.0,0.93,3.727,5.52,5.69,0.38,0.81,0.45,0.85,1.37
3392,9.0,0.96,3.736,5.35,5.49,0.31,0.77,0.43,0.81,1.3
3393,9.0,0.99,3.746,5.18,5.3,0.25,0.74,0.41,0.78,1.24
3394,9.0,1.02,3.754,5.02,5.11,0.2,0.7,0.39,0.75,1.19
3395,9.0,1.05,3.762,4.86,4.93,0.15,0.67,0.38,0.72,1.14
3396,9.0,1.08,3.77,4.69,4.76,0.11,0.64,0.36,0.7,1.09
3397,9.0,1.11,3.777,4.52,4.57,0.07,0.61,0.35,0.67,1.03
3398,9.0,1.14,3.785,4.34,4.38,0.04,0.58,0.34,0.64,0.99
3399,9.0,1.17,3.792,4.18,4.2,0.01,0.55,0.32,0.62,0.94
3400,9.0,1.2,3.799,4.02,4.04,-0.01,0.53,0.31,0.6,0.91
3401,9.0,1.24,3.806,3.83,3.85,-0.02,0.5,0.3,0.57,0.86
3402,9.0,1.2718,3.812,3.69,3.7,-0.04,0.48,0.29,0.55,0.83
3403,9.0,1.3118,3.819,3.53,3.53,-0.05,0.45,0.27,0.53,0.79
3404,9.0,1.3518,3.826,3.38,3.37,-0.05,0.43,0.26,0.51,0.75
3405,9.0,1.3918,3.832,3.22,3.22,-0.06,0.41,0.25,0.48,0.71
3406,9.0,1.4318,3.838,3.07,3.06,-0.06,0.38,0.24,0.46,0.67
3407,9.0,1.4718,3.844,2.92,2.9,-0.06,0.37,0.22,0.44,0.64
3408,9.0,1.5118,3.85,2.77,2.75,-0.05,0.35,0.21,0.42,0.6
3409,9.0,1.5618,3.857,2.6,2.57,-0.05,0.33,0.2,0.39,0.56
3410,9.0,1.6118,3.861,2.43,2.4,-0.04,0.31,0.19,0.37,0.53
3411,9.0,1.6618,3.866,2.27,2.23,-0.01,0.29,0.18,0.34,0.5
3412,9.0,1.7118,3.869,2.1,2.06,0.01,0.28,0.17,0.32,0.47
3413,9.0,1.7618,3.87,1.95,1.91,0.02,0.28,0.16,0.32,0.47
3414,9.0,1.8118,3.869,1.8,1.76,0.02,0.28,0.17,0.32,0.47
3415,9.0,1.8718,3.864,1.63,1.59,0.02,0.29,0.17,0.34,0.5
3416,9.0,1.9318,3.853,1.46,1.42,0.01,0.32,0.2,0.38,0.57
3417,9.0,1.9918,3.833,1.31,1.28,0.0,0.39,0.24,0.47,0.69
3418,9.0,2.0222,3.827,1.21,1.19,0.0,0.41,0.25,0.49,0.72
3419,9.0,2.0337,3.85,1.05,1.0,0.02,0.33,0.2,0.39,0.58
3420,9.0,2.0363,3.877,0.89,0.83,0.09,0.23,0.14,0.26,0.41
3421,9.0,2.0367,3.889,0.82,0.76,0.11,0.19,0.11,0.21,0.33
3422,9.0,2.0369,3.869,0.96,0.9,0.07,0.26,0.16,0.29,0.45
3423,9.0,2.0374,3.844,0.9,0.87,0.01,0.35,0.22,0.42,0.62
3424,9.0,2.0379,3.831,0.89,0.87,0.01,0.39,0.25,0.47,0.7
3425,9.0,2.0392,3.81,0.91,0.9,0.03,0.47,0.28,0.55,0.82
3426,9.0,2.0417,3.782,0.98,1.01,0.1,0.58,0.34,0.64,0.99
3427,9.0,2.0437,3.76,1.13,1.2,0.2,0.68,0.38,0.73,1.14
3428,9.0,2.0449,3.743,1.29,1.4,0.29,0.75,0.41,0.79,1.25
3429,9.0,2.0459,3.728,1.45,1.61,0.39,0.82,0.44,0.85,1.36
3430,9.0,2.0471,3.713,1.56,1.77,0.5,0.89,0.48,0.91,1.47
3431,9.0,2.049,3.699,1.41,1.67,0.61,0.95,0.51,0.96,1.58
3432,9.0,2.0501,3.695,1.26,1.54,0.65,0.98,0.52,0.98,1.62
3433,9.0,2.0511,3.691,1.1,1.41,0.69,0.99,0.53,1.0,1.65
3434,9.0,2.0521,3.687,0.93,1.26,0.73,1.01,0.54,1.01,1.68
3435,9.0,2.0531,3.684,0.76,1.11,0.76,1.03,0.55,1.03,1.71
3436,9.0,2.0541,3.68,0.6,0.96,0.8,1.05,0.55,1.05,1.74
3437,9.0,2.0551,3.675,0.42,0.81,0.85,1.07,0.56,1.07,1.77
3438,9.0,2.0559,3.672,0.27,0.68,0.88,1.09,0.57,1.09,1.81
3439,9.0,2.0567,3.669,0.12,0.55,0.92,1.1,0.58,1.1,1.84
3440,9.0,2.0575,3.664,-0.04,0.41,0.96,1.13,0.6,1.12,1.88
3441,9.0,2.0583,3.659,-0.21,0.27,1.01,1.15,0.61,1.15,1.92
3442,9.0,2.0591,3.655,-0.37,0.14,1.06,1.18,0.62,1.17,1.96
3443,9.0,2.0611,3.661,-0.2,0.28,1.0,1.15,0.61,1.14,1.91
3444,9.0,2.0615,3.666,-0.01,0.43,0.94,1.12,0.59,1.11,1.86
3445,9.0,2.0628,3.662,-0.18,0.29,0.99,1.14,0.6,1.13,1.9
3446,9.0,2.0638,3.657,-0.35,0.15,1.04,1.17,0.62,1.16,1.94
3447,9.0,2.0648,3.652,-0.52,0.01,1.1,1.19,0.63,1.18,1.99
3448,9.0,2.0658,3.647,-0.7,-0.14,1.15,1.22,0.64,1.21,2.04
3449,9.0,2.0668,3.642,-0.89,-0.28,1.22,1.25,0.66,1.24,2.1
3450,9.0,2.0678,3.636,-1.09,-0.43,1.3,1.28,0.68,1.28,2.15
3451,9.0,2.0686,3.631,-1.26,-0.56,1.36,1.31,0.69,1.31,2.2
3452,9.0,2.0694,3.626,-1.44,-0.69,1.42,1.34,0.71,1.34,2.25
3453,9.0,2.0702,3.62,-1.62,-0.82,1.5,1.38,0.73,1.38,2.33
3454,9.0,2.0709,3.614,-1.79,-0.93,1.58,1.42,0.75,1.42,2.4
3455,9.0,2.071,3.612,-1.84,-0.97,1.6,1.43,0.76,1.43,2.42
3456,9.0,2.0712,3.629,-1.31,-0.6,1.38,1.32,0.7,1.32,2.22
3457,9.0,2.0713,3.636,-1.04,-0.38,1.28,1.28,0.68,1.28,2.15
3458,9.0,2.0714,3.641,-0.87,-0.25,1.22,1.25,0.66,1.25,2.1
3459,9.0,2.0716,3.649,-0.6,-0.05,1.13,1.21,0.64,1.2,2.02
3460,9.0,2.0718,3.656,-0.38,0.13,1.05,1.17,0.62,1.16,1.95
3461,9.0,2.072,3.662,-0.15,0.31,0.98,1.14,0.6,1.13,1.89
3462,9.0,2.0722,3.669,0.06,0.48,0.91,1.1,0.58,1.1,1.83
3463,9.0,2.0724,3.675,0.27,0.65,0.85,1.07,0.56,1.07,1.77
3464,9.0,2.0726,3.682,0.48,0.83,0.79,1.04,0.55,1.04,1.72
3465,9.0,2.0727,3.685,0.59,0.92,0.75,1.02,0.54,1.02,1.69
3466,9.0,2.1827,3.69,0.44,0.75,0.72,1.01,0.53,1.0,1.66
3467,9.0,2.2277,3.689,0.27,0.59,0.73,1.01,0.53,1.01,1.66
3468,9.0,2.2577,3.685,0.08,0.41,0.77,1.03,0.54,1.02,1.7
3469,9.0,2.2727,3.676,-0.21,0.17,0.86,1.08,0.56,1.07,1.77
3470,9.0,2.2767,3.644,-1.24,-0.65,1.22,1.25,0.65,1.23,2.07
3471,9.0,2.2769,3.649,-1.07,-0.51,1.16,1.22,0.63,1.2,2.02
3472,9.0,2.2775,3.654,-0.89,-0.38,1.09,1.19,0.62,1.16,1.97
3473,9.0,2.281,3.649,-1.06,-0.51,1.15,1.22,0.63,1.2,2.02
3474,9.0,2.283,3.644,-1.23,-0.64,1.21,1.25,0.65,1.23,2.07
3475,9.0,2.284,3.639,-1.39,-0.76,1.28,1.27,0.67,1.26,2.12
3476,9.0,2.2847,3.633,-1.56,-0.88,1.36,1.31,0.69,1.29,2.18
3477,9.0,2.2852,3.628,-1.71,-0.99,1.42,1.34,0.7,1.32,2.23
3478,9.0,2.2856,3.624,-1.86,-1.1,1.48,1.36,0.72,1.35,2.28
3479,9.0,2.286,3.617,-2.07,-1.24,1.57,1.41,0.74,1.4,2.37
3480,9.0,2.2863,3.609,-2.28,-1.37,1.65,1.45,0.77,1.45,2.46
3481,9.0,2.2865,3.604,-2.45,-1.48,1.71,1.49,0.79,1.49,2.53
3482,9.0,2.2867,3.597,-2.65,-1.61,1.75,1.51,0.82,1.56,2.6
3483,9.0,2.2869,3.587,-2.84,-1.71,1.78,1.53,0.85,1.66,2.72
3484,9.0,2.2871,3.579,-3.05,-1.84,1.81,1.55,0.87,1.75,2.82
3485,9.0,2.2873,3.571,-3.24,-1.92,1.82,1.56,0.91,1.85,2.94
3486,9.0,2.2875,3.562,-3.42,-1.88,1.82,1.57,0.97,2.04,3.18
3487,9.0,2.2877,3.553,-3.6,-1.86,1.81,1.58,1.02,2.21,3.38
3488,9.0,2.2878,3.544,-3.78,-1.83,1.8,1.59,1.08,2.39,3.6
3489,9.0,2.2878,3.542,-3.83,-1.77,1.77,1.59,1.1,2.46,3.71
3490,9.0,2.288,3.533,-4.01,-1.61,1.68,1.6,1.17,2.65,4.08
3491,9.0,2.2882,3.525,-4.18,-1.45,1.59,1.6,1.24,2.85,4.45
3492,9.0,2.2884,3.516,-4.35,-1.29,1.5,1.61,1.32,3.05,4.82
3493,9.0,2.2886,3.508,-4.53,-1.2,1.44,1.61,1.36,3.22,5.11
3494,9.0,2.2888,3.499,-4.7,-1.18,1.43,1.61,1.38,3.35,5.33
3495,9.0,2.289,3.49,-4.88,-1.16,1.41,1.61,1.4,3.49,5.55
3496,9.0,2.2892,3.482,-5.05,-1.13,1.39,1.62,1.42,3.63,5.78
3497,9.0,2.2894,3.473,-5.22,-1.1,1.38,1.62,1.44,3.77,6.01
3498,9.0,2.2896,3.463,-5.4,-1.05,1.36,1.62,1.46,3.92,6.26
3499,9.0,2.2898,3.452,-5.57,-0.98,1.34,1.62,1.48,4.09,6.54
3500,9.0,2.2899,3.446,-5.64,-0.93,1.33,1.62,1.5,4.18,6.68
3542,8.9,0.6,3.585,7.8,8.88,1.15,1.38,0.89,1.74,2.66
3543,8.9,0.65,3.609,7.42,8.36,1.04,1.31,0.82,1.53,2.48
3544,8.9,0.7,3.633,7.04,7.78,0.96,1.21,0.76,1.38,2.23
3545,8.9,0.75,3.654,6.69,7.26,0.85,1.11,0.68,1.24,2.01
3546,8.9,0.8,3.676,6.34,6.76,0.71,1.01,0.6,1.11,1.8
3547,8.9,0.85,3.696,6.02,6.32,0.58,0.93,0.53,1.0,1.62
3548,8.9,0.9,3.717,5.7,5.91,0.45,0.85,0.48,0.9,1.45
3549,8.9,0.95,3.732,5.43,5.58,0.34,0.79,0.44,0.83,1.33
3550,8.9,1.0,3.748,5.14,5.25,0.24,0.73,0.4,0.77,1.23
3551,8.9,1.05,3.761,4.88,4.96,0.16,0.68,0.38,0.73,1.14
3552,8.9,1.1,3.773,4.61,4.67,0.09,0.63,0.36,0.69,1.06
3553,8.9,1.15,3.787,4.32,4.35,0.04,0.57,0.34,0.64,0.98
3554,8.9,1.2,3.798,4.05,4.07,-0.01,0.53,0.31,0.6,0.91
3555,8.9,1.25,3.808,3.82,3.83,-0.03,0.49,0.3,0.57,0.85
3556,8.9,1.3,3.817,3.6,3.61,-0.05,0.46,0.28,0.54,0.8
3557,8.9,1.35,3.826,3.42,3.41,-0.06,0.43,0.26,0.5,0.74
3558,8.9,1.4,3.835,3.23,3.22,-0.06,0.4,0.24,0.48,0.69
3559,8.9,1.45,3.843,3.05,3.03,-0.06,0.37,0.23,0.45,0.65
3560,8.9,1.5,3.851,2.86,2.84,-0.06,0.35,0.21,0.41,0.6
3561,8.9,1.55,3.859,2.69,2.66,-0.05,0.32,0.19,0.38,0.55
3562,8.9,1.6,3.867,2.52,2.49,-0.02,0.29,0.17,0.34,0.5
3563,8.9,1.65,3.875,2.36,2.32,0.01,0.27,0.16,0.3,0.44
3564,8.9,1.7,3.881,2.2,2.16,0.02,0.25,0.14,0.28,0.41
3565,8.9,1.8,3.89,1.9,1.86,0.05,0.22,0.12,0.23,0.35
3566,8.9,1.9,3.894,1.62,1.57,0.07,0.2,0.11,0.21,0.32
3567,8.9,2.0,3.889,1.34,1.29,0.08,0.21,0.12,0.22,0.34
3568,8.9,2.1,3.874,1.09,1.03,0.07,0.25,0.15,0.28,0.43
3569,8.9,2.1901,3.849,0.84,0.8,0.03,0.33,0.21,0.4,0.58
3570,8.9,2.2033,3.873,0.68,0.61,0.09,0.24,0.15,0.27,0.43
3571,8.9,2.2061,3.895,0.56,0.51,0.11,0.17,0.1,0.19,0.3
3572,8.9,2.2069,3.913,0.45,0.41,0.11,0.11,0.07,0.13,0.2
3573,8.9,2.2073,3.894,0.6,0.55,0.11,0.17,0.1,0.19,0.3
3574,8.9,2.2078,3.87,0.55,0.48,0.09,0.25,0.15,0.28,0.44
3575,8.9,2.2084,3.85,0.52,0.47,0.05,0.32,0.2,0.38,0.57
3576,8.9,2.2096,3.828,0.54,0.51,0.03,0.4,0.25,0.48,0.72
3577,8.9,2.2111,3.806,0.57,0.56,0.05,0.48,0.29,0.56,0.85
3578,8.9,2.213,3.781,0.65,0.68,0.11,0.58,0.34,0.65,1.0
3579,8.9,2.2148,3.758,0.81,0.88,0.21,0.69,0.38,0.74,1.15
3580,8.9,2.2159,3.741,0.97,1.08,0.31,0.76,0.42,0.8,1.26
3581,8.9,2.2169,3.726,1.13,1.29,0.41,0.83,0.45,0.86,1.37
3582,8.9,2.2179,3.712,1.23,1.44,0.51,0.89,0.48,0.91,1.47
3583,8.9,2.2199,3.697,1.05,1.33,0.64,0.97,0.51,0.97,1.6
3584,8.9,2.2211,3.692,0.88,1.18,0.68,0.99,0.53,0.99,1.64
3585,8.9,2.2221,3.688,0.72,1.04,0.72,1.01,0.54,1.01,1.67
3586,8.9,2.2231,3.684,0.56,0.9,0.76,1.03,0.54,1.03,1.7
3587,8.9,2.2241,3.68,0.39,0.75,0.8,1.05,0.55,1.04,1.73
3588,8.9,2.2251,3.676,0.22,0.6,0.85,1.07,0.56,1.06,1.77
3589,8.9,2.2261,3.672,0.05,0.45,0.88,1.09,0.57,1.08,1.8
3590,8.9,2.2271,3.668,-0.12,0.31,0.93,1.11,0.59,1.1,1.84
3591,8.9,2.2281,3.664,-0.31,0.15,0.98,1.13,0.6,1.13,1.88
3592,8.9,2.2289,3.659,-0.47,0.02,1.02,1.16,0.61,1.15,1.92
3593,8.9,2.2297,3.654,-0.63,-0.11,1.08,1.18,0.62,1.17,1.97
3594,8.9,2.2305,3.649,-0.8,-0.25,1.14,1.21,0.64,1.2,2.02
3595,8.9,2.2313,3.645,-0.97,-0.38,1.19,1.24,0.65,1.22,2.07
3596,8.9,2.2321,3.639,-1.14,-0.51,1.26,1.27,0.67,1.26,2.12
3597,8.9,2.2333,3.634,-1.29,-0.62,1.32,1.29,0.69,1.29,2.17
3598,8.9,2.2338,3.639,-1.13,-0.5,1.25,1.27,0.67,1.26,2.12
3599,8.9,2.234,3.651,-0.73,-0.19,1.11,1.2,0.63,1.18,2.0
3600,8.9,2.2341,3.662,-0.41,0.06,1.0,1.15,0.6,1.13,1.9
3601,8.9,2.2342,3.666,-0.25,0.2,0.95,1.12,0.59,1.12,1.86
3602,8.9,2.2344,3.671,-0.04,0.37,0.9,1.1,0.58,1.09,1.81
3603,8.9,2.2347,3.676,0.14,0.52,0.85,1.07,0.56,1.07,1.77
3604,8.9,2.2352,3.681,0.32,0.67,0.8,1.05,0.55,1.04,1.73
3605,8.9,2.2362,3.685,0.49,0.82,0.75,1.02,0.54,1.02,1.69
3606,8.9,2.2384,3.69,0.66,0.96,0.71,1.0,0.53,1.0,1.65
3607,8.9,2.2401,3.693,0.74,1.03,0.68,0.99,0.52,0.99,1.63
3608,8.9,2.2901,3.693,0.59,0.88,0.69,0.99,0.52,0.99,1.63
3609,8.9,2.3401,3.692,0.42,0.71,0.69,0.99,0.52,0.99,1.63
3610,8.9,2.3901,3.692,0.23,0.53,0.7,1.0,0.53,0.99,1.64
3611,8.9,2.4251,3.69,0.08,0.38,0.72,1.01,0.53,1.0,1.65
3612,8.9,2.4551,3.686,-0.11,0.22,0.77,1.03,0.54,1.02,1.69
3613,8.9,2.4751,3.678,-0.36,0.0,0.85,1.07,0.56,1.05,1.75
3614,8.9,2.4797,3.646,-1.34,-0.77,1.2,1.24,0.64,1.21,2.05
3615,8.9,2.48,3.652,-1.14,-0.61,1.12,1.2,0.62,1.18,1.99
3616,8.9,2.485,3.647,-1.32,-0.75,1.19,1.23,0.64,1.21,2.04
3617,8.9,2.486,3.642,-1.48,-0.87,1.25,1.26,0.66,1.24,2.09
3618,8.9,2.4868,3.635,-1.66,-1.0,1.33,1.3,0.68,1.28,2.16
3619,8.9,2.4874,3.63,-1.84,-1.13,1.41,1.33,0.7,1.31,2.21
3620,8.9,2.4879,3.625,-2.02,-1.26,1.48,1.36,0.71,1.35,2.27
3621,8.9,2.4883,3.618,-2.21,-1.39,1.56,1.4,0.74,1.39,2.35
3622,8.9,2.4886,3.611,-2.4,-1.5,1.64,1.45,0.77,1.44,2.44
3623,8.9,2.4888,3.605,-2.57,-1.62,1.7,1.48,0.79,1.48,2.51
3624,8.9,2.489,3.598,-2.78,-1.76,1.75,1.51,0.81,1.54,2.59
3625,8.9,2.4892,3.588,-3.01,-1.88,1.78,1.53,0.85,1.65,2.71
3626,8.9,2.4894,3.578,-3.25,-2.03,1.81,1.55,0.88,1.75,2.83
3627,8.9,2.4896,3.569,-3.46,-2.08,1.82,1.57,0.92,1.9,3.0
3628,8.9,2.4898,3.558,-3.65,-2.03,1.81,1.58,0.99,2.11,3.26
3629,8.9,2.49,3.551,-3.82,-2.03,1.81,1.58,1.03,2.25,3.43
3630,8.9,2.49,3.542,-3.98,-1.96,1.78,1.59,1.09,2.44,3.68
3631,8.9,2.4903,3.532,-4.19,-1.76,1.67,1.6,1.18,2.67,4.12
3632,8.9,2.4906,3.522,-4.4,-1.57,1.56,1.6,1.26,2.91,4.56
3633,8.9,2.4909,3.512,-4.61,-1.38,1.45,1.61,1.35,3.15,5.0
3634,8.9,2.4912,3.502,-4.82,-1.35,1.43,1.61,1.37,3.31,5.27
3635,8.9,2.4915,3.491,-5.03,-1.32,1.41,1.61,1.4,3.48,5.54
3636,8.9,2.4918,3.48,-5.24,-1.29,1.39,1.62,1.42,3.65,5.81
3637,8.9,2.4921,3.469,-5.45,-1.25,1.37,1.62,1.45,3.82,6.09
3638,8.9,2.4924,3.457,-5.66,-1.17,1.35,1.62,1.47,4.02,6.42
3639,8.9,2.4926,3.448,-5.78,-1.09,1.33,1.62,1.49,4.16,6.65
3680,8.8,0.6,3.585,7.8,8.88,1.15,1.38,0.89,1.74,2.66
3681,8.8,0.65,3.609,7.42,8.36,1.04,1.31,0.82,1.53,2.48
3682,8.8,0.7,3.633,7.05,7.79,0.96,1.21,0.76,1.38,2.23
3683,8.8,0.75,3.654,6.7,7.27,0.85,1.11,0.68,1.24,2.01
3684,8.8,0.8,3.676,6.35,6.77,0.72,1.02,0.6,1.11,1.81
3685,8.8,0.85,3.696,6.03,6.33,0.59,0.93,0.53,1.0,1.62
3686,8.8,0.9,3.716,5.71,5.92,0.46,0.86,0.48,0.9,1.45
3687,8.8,0.95,3.732,5.44,5.59,0.35,0.79,0.44,0.83,1.34
3688,8.8,1.0,3.747,5.16,5.27,0.24,0.73,0.41,0.77,1.23
3689,8.8,1.05,3.76,4.9,4.99,0.16,0.68,0.38,0.73,1.15
3690,8.8,1.1,3.772,4.64,4.7,0.1,0.63,0.36,0.69,1.07
3691,8.8,1.15,3.786,4.34,4.38,0.04,0.58,0.34,0.64,0.98
3692,8.8,1.2,3.798,4.07,4.09,-0.01,0.53,0.31,0.6,0.91
3693,8.8,1.25,3.808,3.85,3.86,-0.03,0.5,0.3,0.57,0.86
3694,8.8,1.3,3.817,3.63,3.63,-0.05,0.46,0.28,0.54,0.8
3695,8.8,1.35,3.826,3.45,3.44,-0.06,0.43,0.26,0.5,0.74
3696,8.8,1.4,3.836,3.26,3.25,-0.06,0.4,0.24,0.47,0.69
3697,8.8,1.45,3.844,3.08,3.07,-0.06,0.37,0.23,0.44,0.64
3698,8.8,1.5,3.853,2.89,2.88,-0.06,0.34,0.21,0.41,0.59
3699,8.8,1.55,3.862,2.73,2.7,-0.05,0.31,0.19,0.37,0.53
3700,8.8,1.6,3.871,2.56,2.53,-0.02,0.28,0.17,0.33,0.47
3701,8.8,1.65,3.88,2.41,2.37,0.0,0.26,0.15,0.29,0.42
3702,8.8,1.7,3.888,2.25,2.21,0.02,0.23,0.13,0.25,0.37
3703,8.8,1.8,3.903,1.96,1.93,0.06,0.19,0.1,0.19,0.28
3704,8.8,1.9,3.912,1.68,1.65,0.08,0.15,0.08,0.15,0.23
3705,8.8,2.0,3.917,1.41,1.39,0.09,0.13,0.07,0.13,0.19
3706,8.8,2.1,3.917,1.16,1.13,0.09,0.12,0.07,0.12,0.19
3707,8.8,2.2,3.911,0.9,0.86,0.1,0.14,0.08,0.14,0.22
3708,8.8,2.3,3.897,0.67,0.62,0.1,0.17,0.09,0.18,0.29
3709,8.8,2.3924,3.876,0.44,0.38,0.1,0.23,0.14,0.26,0.4
3710,8.8,2.4078,3.9,0.28,0.23,0.12,0.15,0.09,0.17,0.27
3711,8.8,2.4106,3.922,0.17,0.15,0.1,0.09,0.05,0.1,0.16
3712,8.8,2.4114,3.94,0.06,0.08,0.06,0.05,0.03,0.05,0.09
3713,8.8,2.4117,3.919,0.22,0.19,0.11,0.09,0.06,0.1,0.17
3714,8.8,2.4122,3.894,0.15,0.09,0.13,0.16,0.09,0.18,0.3
3715,8.8,2.4129,3.871,0.13,0.06,0.11,0.23,0.14,0.27,0.43
3716,8.8,2.4139,3.849,0.14,0.09,0.07,0.32,0.2,0.38,0.57
3717,8.8,2.4149,3.828,0.17,0.14,0.04,0.4,0.25,0.47,0.71
3718,8.8,2.4159,3.807,0.21,0.2,0.06,0.48,0.29,0.55,0.84
3719,8.8,2.4172,3.781,0.3,0.32,0.12,0.59,0.34,0.65,1.0
3720,8.8,2.4183,3.76,0.43,0.5,0.21,0.68,0.38,0.73,1.14
3721,8.8,2.4193,3.739,0.62,0.73,0.33,0.77,0.42,0.81,1.28
3722,8.8,2.4201,3.723,0.79,0.95,0.44,0.85,0.45,0.87,1.39
3723,8.8,2.4208,3.71,0.87,1.08,0.53,0.91,0.48,0.92,1.49
3724,8.8,2.4222,3.695,0.7,0.98,0.66,0.98,0.52,0.98,1.61
3725,8.8,2.4232,3.689,0.52,0.83,0.72,1.0,0.53,1.0,1.66
3726,8.8,2.424,3.686,0.37,0.7,0.75,1.02,0.54,1.02,1.69
3727,8.8,2.4248,3.682,0.21,0.56,0.79,1.04,0.55,1.04,1.72
3728,8.8,2.4256,3.678,0.05,0.42,0.83,1.06,0.56,1.06,1.75
3729,8.8,2.4264,3.674,-0.11,0.28,0.88,1.08,0.57,1.08,1.79
3730,8.8,2.4272,3.67,-0.28,0.14,0.92,1.1,0.58,1.1,1.83
3731,8.8,2.428,3.666,-0.44,0.0,0.96,1.13,0.59,1.11,1.86
3732,8.8,2.4288,3.662,-0.62,-0.14,1.01,1.15,0.6,1.13,1.9
3733,8.8,2.4296,3.655,-0.8,-0.29,1.07,1.18,0.62,1.16,1.96
3734,8.8,2.4304,3.65,-0.99,-0.44,1.14,1.21,0.63,1.19,2.01
3735,8.8,2.431,3.646,-1.14,-0.56,1.18,1.23,0.64,1.22,2.05
3736,8.8,2.4318,3.64,-1.34,-0.71,1.26,1.27,0.67,1.25,2.12
3737,8.8,2.4326,3.634,-1.51,-0.83,1.34,1.3,0.69,1.29,2.17
3738,8.8,2.4326,3.634,-1.51,-0.84,1.34,1.3,0.69,1.29,2.17
3739,8.8,2.4329,3.639,-1.36,-0.73,1.27,1.27,0.67,1.26,2.12
3740,8.8,2.4333,3.645,-1.17,-0.59,1.2,1.24,0.65,1.22,2.06
3741,8.8,2.4337,3.651,-0.95,-0.42,1.12,1.2,0.63,1.18,2.0
3742,8.8,2.4339,3.656,-0.79,-0.29,1.06,1.18,0.61,1.16,1.95
3743,8.8,2.4343,3.662,-0.61,-0.14,1.01,1.15,0.6,1.13,1.9
3744,8.8,2.4348,3.667,-0.44,0.0,0.95,1.12,0.59,1.11,1.85
3745,8.8,2.4354,3.672,-0.26,0.14,0.9,1.1,0.58,1.09,1.81
3746,8.8,2.436,3.676,-0.11,0.27,0.86,1.07,0.56,1.07,1.77
3747,8.8,2.4368,3.68,0.05,0.41,0.81,1.05,0.55,1.04,1.73
3748,8.8,2.4379,3.685,0.21,0.54,0.77,1.03,0.54,1.02,1.7
3749,8.8,2.4401,3.69,0.38,0.69,0.71,1.0,0.53,1.0,1.65
3750,8.8,2.4436,3.695,0.52,0.8,0.66,0.98,0.52,0.98,1.61
3751,8.8,2.4936,3.695,0.36,0.64,0.67,0.98,0.52,0.98,1.61
3752,8.8,2.5436,3.694,0.19,0.48,0.68,0.99,0.52,0.98,1.62
3753,8.8,2.5936,3.693,0.02,0.31,0.7,0.99,0.52,0.99,1.63
3754,8.8,2.6336,3.691,-0.14,0.16,0.72,1.0,0.53,1.0,1.64
3755,8.8,2.6686,3.687,-0.31,0.01,0.76,1.02,0.54,1.01,1.68
3756,8.8,2.6936,3.679,-0.54,-0.18,0.84,1.07,0.56,1.05,1.74
3757,8.8,2.6986,3.65,-1.35,-0.81,1.15,1.21,0.63,1.19,2.01
3758,8.8,2.6987,3.648,-1.47,-0.91,1.19,1.23,0.64,1.21,2.04
3759,8.8,2.699,3.652,-1.3,-0.78,1.13,1.2,0.62,1.17,1.99
3760,8.8,2.7043,3.648,-1.47,-0.9,1.18,1.23,0.64,1.21,2.04
3761,8.8,2.7053,3.642,-1.63,-1.02,1.25,1.26,0.66,1.24,2.09
3762,8.8,2.7061,3.637,-1.79,-1.14,1.32,1.29,0.68,1.27,2.14
