# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Mon May 30 16:37:44 CEST 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.017268 0.07400 9.00000 1.6572104692 2.5504362583    1.657  0.988  3.8753  4.122    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-15      0.00 7.210e-01 2.625e-01 2.916e-03 7.971e-04 7.246e-03 -1.000 1.649e-02 2.299 2.187 2.309 1.963
0.017268 0.07400 9.00000 1.6743295193 2.5515444279    1.673  1.010  3.8772  4.112    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -6.8e-22      0.00 7.210e-01 2.625e-01 2.916e-03 7.970e-04 7.246e-03 -1.000 1.648e-02 2.244 2.133 2.252 1.914
0.017268 0.07400 9.00000 1.6817296743 2.5520155430    1.681  1.020  3.8780  4.108    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.35e-24      0.00 7.210e-01 2.625e-01 2.916e-03 7.970e-04 7.246e-03 -1.000 1.648e-02 2.220 2.109 2.227 1.893
0.017268 0.07400 9.00000 1.6890023947 2.5524737835    1.688  1.029  3.8788  4.103    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.01e-26      0.00 7.210e-01 2.625e-01 2.916e-03 7.971e-04 7.245e-03 -1.000 1.647e-02 2.197 2.086 2.203 1.871
0.017268 0.07400 9.00000 1.7062489986 2.5535426140    1.705  1.052  3.8804  4.092    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.210e-01 2.625e-01 2.916e-03 7.973e-04 7.244e-03 -1.000 1.647e-02 2.141 2.031 2.145 1.821
0.017268 0.07400 9.00000 1.7172693014 2.5542125702    1.716  1.066  3.8814  4.085    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.210e-01 2.625e-01 2.916e-03 7.973e-04 7.244e-03 -1.000 1.648e-02 2.106 1.996 2.109 1.789
0.017268 0.07400 9.00000 1.7307680845 2.5550200939    1.730  1.083  3.8826  4.076    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.209e-01 2.626e-01 2.916e-03 7.975e-04 7.244e-03 -1.000 1.648e-02 2.063 1.954 2.065 1.750
0.017268 0.07400 9.00000 1.7388451099 2.5554962158    1.738  1.093  3.8833  4.070    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.209e-01 2.626e-01 2.916e-03 7.975e-04 7.245e-03 -1.000 1.647e-02 2.037 1.929 2.038 1.726
0.017268 0.07400 9.00000 1.7552872896 2.5564501286    1.754  1.114  3.8844  4.058    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.209e-01 2.626e-01 2.916e-03 7.976e-04 7.246e-03 -1.000 1.647e-02 1.985 1.876 1.984 1.677
0.017268 0.07400 9.00000 1.7798066139 2.5578351021    1.779  1.145  3.8859  4.039    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.209e-01 2.627e-01 2.917e-03 7.977e-04 7.248e-03 -1.000 1.648e-02 1.908 1.800 1.906 1.605
0.017268 0.07400 9.00000 1.7988007069 2.5588779449    1.797  1.169  3.8867  4.022    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.208e-01 2.627e-01 2.917e-03 7.977e-04 7.249e-03 -1.000 1.648e-02 1.848 1.740 1.844 1.548
0.017268 0.07400 9.00000 1.8043256998 2.5591766834    1.803  1.176  3.8869  4.017    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.208e-01 2.627e-01 2.917e-03 7.977e-04 7.249e-03 -1.000 1.648e-02 1.830 1.722 1.826 1.531
0.017268 0.07400 9.00000 1.8051538467 2.5592212677    1.804  1.177  3.8869  4.017    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.208e-01 2.627e-01 2.917e-03 7.977e-04 7.249e-03 -1.000 1.648e-02 1.827 1.719 1.823 1.528
0.017268 0.07400 9.00000 1.8288450241 2.5604770184    1.828  1.207  3.8875  3.995    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.207e-01 2.628e-01 2.918e-03 7.984e-04 7.247e-03 -1.000 1.647e-02 1.753 1.645 1.748 1.456
0.017268 0.07400 9.00000 1.8320587873 2.5606446266    1.831  1.211  3.8875  3.992    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.207e-01 2.629e-01 2.918e-03 7.985e-04 7.247e-03 -1.000 1.647e-02 1.743 1.635 1.737 1.446
0.017268 0.07400 9.00000 1.8533641100 2.5617380142    1.852  1.238  3.8875  3.970    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.205e-01 2.630e-01 2.919e-03 7.991e-04 7.246e-03 -1.000 1.648e-02 1.676 1.566 1.669 1.378
0.017268 0.07400 9.00000 1.8572064638 2.5619320869    1.856  1.242  3.8875  3.966    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.205e-01 2.630e-01 2.919e-03 7.991e-04 7.247e-03 -1.000 1.648e-02 1.664 1.554 1.657 1.366
0.017268 0.07400 9.00000 1.8778833151 2.5629611015    1.877  1.268  3.8871  3.944    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.205e-01 2.630e-01 2.920e-03 7.991e-04 7.251e-03 -1.000 1.649e-02 1.600 1.489 1.592 1.301
0.017268 0.07400 9.00000 1.8873251677 2.5634224415    1.886  1.280  3.8869  3.933    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.204e-01 2.631e-01 2.921e-03 7.990e-04 7.254e-03 -1.000 1.648e-02 1.570 1.459 1.562 1.271
0.017268 0.07400 9.00000 1.9024025202 2.5641479492    1.902  1.299  3.8860  3.914    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.204e-01 2.631e-01 2.921e-03 7.989e-04 7.258e-03 -1.000 1.648e-02 1.523 1.411 1.514 1.221
0.017268 0.07400 9.00000 1.9240362644 2.5651664734    1.923  1.325  3.8846  3.887    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.203e-01 2.632e-01 2.922e-03 7.990e-04 7.260e-03 -1.000 1.650e-02 1.457 1.343 1.448 1.150
0.017268 0.07400 9.00000 1.9275412560 2.5653288364    1.927  1.329  3.8844  3.883    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.203e-01 2.632e-01 2.922e-03 7.990e-04 7.260e-03 -1.000 1.650e-02 1.447 1.332 1.438 1.139
0.017268 0.07400 9.00000 1.9588640928 2.5667517185    1.958  1.367  3.8804  3.836    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.201e-01 2.634e-01 2.924e-03 7.993e-04 7.264e-03 -1.000 1.652e-02 1.351 1.232 1.343 1.030
0.017268 0.07400 9.00000 1.9778184891 2.5675876141    1.978  1.390  3.8772  3.805    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.200e-01 2.635e-01 2.925e-03 7.996e-04 7.266e-03 -1.000 1.653e-02 1.295 1.172 1.288 0.963
0.017268 0.07400 9.00000 1.9922217131 2.5682103634    1.992  1.407  3.8745  3.780    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.199e-01 2.635e-01 2.926e-03 7.998e-04 7.269e-03 -1.000 1.654e-02 1.252 1.127 1.246 0.912
0.017268 0.07400 9.00000 2.0168454647 2.5692517757    2.017  1.436  3.8686  3.733    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.197e-01 2.637e-01 2.927e-03 8.002e-04 7.273e-03 -1.000 1.653e-02 1.180 1.050 1.178 0.821
0.017268 0.07400 9.00000 2.0280957222 2.5697178841    2.028  1.449  3.8650  3.708    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.196e-01 2.638e-01 2.928e-03 8.004e-04 7.276e-03 -1.000 1.655e-02 1.149 1.016 1.149 0.778
0.017268 0.07400 9.00000 2.0395698547 2.5701870918    2.039  1.462  3.8611  3.682    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.195e-01 2.639e-01 2.929e-03 8.006e-04 7.277e-03 -1.000 1.656e-02 1.116 0.981 1.120 0.733
0.017268 0.07400 9.00000 2.0605189800 2.5710284710    2.060  1.485  3.8529  3.631    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.194e-01 2.641e-01 2.930e-03 8.010e-04 7.281e-03 -1.000 1.656e-02 1.059 0.919 1.071 0.652
0.017268 0.07400 9.00000 2.0783729553 2.5717301369    2.077  1.504  3.8451  3.584    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.192e-01 2.642e-01 2.932e-03 8.014e-04 7.285e-03 -1.000 1.655e-02 1.011 0.868 1.032 0.582
0.017268 0.07400 9.00000 2.0804765224 2.5718119144    2.080  1.506  3.8441  3.578    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.192e-01 2.643e-01 2.932e-03 8.014e-04 7.285e-03 -1.000 1.654e-02 1.005 0.862 1.027 0.574
0.017268 0.07400 9.00000 2.0953323841 2.5723838806    2.094  1.522  3.8362  3.534    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.191e-01 2.644e-01 2.933e-03 8.017e-04 7.288e-03 -1.000 1.656e-02 0.965 0.820 0.998 0.513
0.017268 0.07400 9.00000 2.1115701199 2.5729985237    2.110  1.543  3.8290  3.488    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.189e-01 2.645e-01 2.934e-03 8.021e-04 7.291e-03 -1.000 1.661e-02 0.913 0.767 0.957 0.442
0.017268 0.07400 9.00000 2.1216621399 2.5733749866    2.120  1.558  3.8258  3.461    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.188e-01 2.646e-01 2.935e-03 8.024e-04 7.294e-03 -1.000 1.661e-02 0.875 0.728 0.923 0.396
0.017268 0.07400 9.00000 2.1286501884 2.5736334324    2.127  1.586  3.8342  3.468    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.187e-01 2.648e-01 2.936e-03 8.026e-04 7.295e-03 -1.000 1.655e-02 0.804 0.657 0.838 0.346
0.017268 0.07400 9.00000 2.1293823719 2.5736603737    2.128  1.589  3.8351  3.469    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.187e-01 2.648e-01 2.936e-03 8.026e-04 7.295e-03 -1.000 1.654e-02 0.797 0.650 0.829 0.341
0.017268 0.07400 9.00000 2.1318438053 2.5737507343    2.131  1.611  3.8449  3.488    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.648e-01 2.936e-03 8.027e-04 7.296e-03 -1.000 1.654e-02 0.744 0.598 0.761 0.314
0.017268 0.07400 9.00000 2.1329207420 2.5737903118    2.132  1.631  3.8552  3.509    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.648e-01 2.936e-03 8.027e-04 7.296e-03 -1.000 1.654e-02 0.693 0.550 0.697 0.292
0.017268 0.07400 9.00000 2.1334860325 2.5738110542    2.132  1.651  3.8653  3.529    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.648e-01 2.937e-03 8.027e-04 7.296e-03 -1.000 1.654e-02 0.642 0.503 0.633 0.271
0.017268 0.07400 9.00000 2.1338207722 2.5738232136    2.133  1.674  3.8753  3.546    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.648e-01 2.937e-03 8.027e-04 7.296e-03 -1.000 1.654e-02 0.585 0.452 0.567 0.246
0.017268 0.07400 9.00000 2.1340255737 2.5738308430    2.133  1.698  3.8847  3.560    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.648e-01 2.937e-03 8.028e-04 7.296e-03 -1.000 1.654e-02 0.526 0.400 0.500 0.219
0.017268 0.07400 9.00000 2.1341590881 2.5738356113    2.133  1.716  3.8917  3.570    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.481 0.361 0.451 0.199
0.017268 0.07400 9.00000 2.1342186928 2.5738377571    2.133  1.722  3.8945  3.575    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.465 0.348 0.434 0.194
0.017268 0.07400 9.00000 2.1342694759 2.5738396645    2.133  1.705  3.8915  3.580    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.507 0.388 0.478 0.225
0.017268 0.07400 9.00000 2.1343417168 2.5738422871    2.133  1.670  3.8827  3.580    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.594 0.467 0.571 0.280
0.017268 0.07400 9.00000 2.1343975067 2.5738444328    2.133  1.651  3.8736  3.563    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.642 0.509 0.627 0.298
0.017268 0.07400 9.00000 2.1344718933 2.5738470554    2.133  1.644  3.8623  3.524    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.659 0.519 0.654 0.279
0.017268 0.07400 9.00000 2.1345572472 2.5738501549    2.133  1.651  3.8512  3.473    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.644 0.499 0.651 0.231
0.017268 0.07400 9.00000 2.1346578598 2.5738539696    2.133  1.659  3.8401  3.421    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.623 0.475 0.646 0.180
0.017268 0.07400 9.00000 2.1347727776 2.5738580227    2.133  1.663  3.8289  3.371    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.611 0.462 0.651 0.139
0.017268 0.07400 9.00000 2.1349017620 2.5738627911    2.134  1.665  3.8179  3.326    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.608 0.459 0.667 0.110
0.017268 0.07400 9.00000 2.1350495815 2.5738682747    2.134  1.663  3.8074  3.286    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.612 0.464 0.692 0.088
0.017268 0.07400 9.00000 2.1352252960 2.5738747120    2.134  1.658  3.7972  3.250    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.624 0.477 0.726 0.075
0.017268 0.07400 9.00000 2.1354460716 2.5738828182    2.134  1.650  3.7873  3.218    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.645 0.502 0.772 0.075
0.017268 0.07400 9.00000 2.1357371807 2.5738933086    2.134  1.635  3.7768  3.192    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.186e-01 2.649e-01 2.937e-03 8.028e-04 7.297e-03 -1.000 1.654e-02 0.683 0.545 0.839 0.092
0.017268 0.07400 9.00000 2.1360883713 2.5739061832    2.135  1.611  3.7659  3.172    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.185e-01 2.649e-01 2.937e-03 8.029e-04 7.298e-03 -1.000 1.655e-02 0.742 0.615 0.933 0.134
0.017268 0.07400 9.00000 2.1363842487 2.5739169121    2.135  1.585  3.7574  3.164    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.179e-01 2.655e-01 2.942e-03 8.042e-04 7.310e-03 -1.000 1.660e-02 0.807 0.689 1.026 0.188
0.017268 0.07400 9.00000 2.1366851330 2.5739278793    2.135  1.553  3.7491  3.163    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.137e-01 2.694e-01 2.978e-03 8.136e-04 7.394e-03 -1.000 1.683e-02 0.888 0.780 1.136 0.260
0.017268 0.07400 9.00000 2.1369485855 2.5739376545    2.136  1.521  3.7421  3.168    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.723e-01 3.004e-03 8.207e-04 7.457e-03 -1.000 1.698e-02 0.969 0.870 1.242 0.335
0.017268 0.07400 9.00000 2.1372637749 2.5739490986    2.136  1.481  3.7341  3.175    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.084e-01 2.746e-01 3.024e-03 8.261e-04 7.505e-03 -1.000 1.704e-02 1.067 0.982 1.372 0.429
0.017268 0.07400 9.00000 2.1375737190 2.5739605427    2.136  1.449  3.7264  3.177    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.070e-01 2.759e-01 3.036e-03 8.292e-04 7.533e-03 -1.000 1.713e-02 1.149 1.076 1.484 0.507
0.017268 0.07400 9.00000 2.1379520893 2.5739741325    2.137  1.436  3.7178  3.155    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.059e-01 2.769e-01 3.044e-03 8.314e-04 7.552e-03 -1.000 1.718e-02 1.180 1.124 1.553 0.537
0.017268 0.07400 9.00000 2.1384053230 2.5739908218    2.137  1.456  3.7090  3.100    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.048e-01 2.780e-01 3.043e-03 8.355e-04 7.567e-03 -1.000 1.719e-02 1.130 1.094 1.543 0.488
0.017268 0.07400 9.00000 2.1387825012 2.5740044117    2.137  1.494  3.7031  3.039    3  0.000  0.523     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.040e-01 2.789e-01 2.971e-03 8.838e-04 7.575e-03 -1.000 1.719e-02 1.036 1.014 1.478 0.396
0.017268 0.07400 9.00000 2.1390841007 2.5740153790    2.138  1.530  3.6992  2.987    3  0.000  0.489     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.031e-01 2.797e-01 2.782e-03 1.077e-03 7.579e-03 -1.000 1.726e-02 0.946 0.934 1.408 0.307
0.017268 0.07400 9.00000 2.1393849850 2.5740263462    2.138  1.568  3.6957  2.934    3  0.000  0.448     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.021e-01 2.805e-01 2.547e-03 1.359e-03 7.583e-03 -1.000 1.731e-02 0.849 0.847 1.330 0.212
0.017268 0.07400 9.00000 2.1396822929 2.5740373135    2.138  1.608  3.6925  2.882    3  0.000  0.417     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.012e-01 2.815e-01 2.373e-03 1.574e-03 7.585e-03 -1.000 1.736e-02 0.750 0.757 1.248 0.115
0.017268 0.07400 9.00000 2.1399698257 2.5740478039    2.139  1.647  3.6894  2.831    3  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.003e-01 2.824e-01 2.260e-03 1.715e-03 7.588e-03 -1.000 1.737e-02 0.652 0.667 1.166 0.019
0.017268 0.07400 9.00000 2.1402502060 2.5740578175    2.139  1.687  3.6866  2.780    3  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.993e-01 2.833e-01 2.184e-03 1.815e-03 7.592e-03 -1.000 1.741e-02 0.553 0.577 1.084 -0.077
0.017268 0.07400 9.00000 2.1405220032 2.5740678310    2.139  1.726  3.6838  2.730    3  0.000  0.376     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.978e-01 2.847e-01 2.133e-03 1.906e-03 7.571e-03 -1.000 1.743e-02 0.456 0.489 1.003 -0.171
0.017268 0.07400 9.00000 2.1407914162 2.5740776062    2.139  1.764  3.6813  2.682    3  0.000  0.372     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.954e-01 2.872e-01 2.093e-03 2.019e-03 7.500e-03 -1.000 1.745e-02 0.361 0.401 0.922 -0.264
0.017268 0.07400 9.00000 2.1410603523 2.5740873814    2.140  1.802  3.6788  2.634    3  0.000  0.370     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.903e-01 2.059e-03 2.136e-03 7.413e-03 -1.000 1.744e-02 0.265 0.314 0.842 -0.357
0.017268 0.07400 9.00000 2.1411302090 2.5740900040    2.140  1.812  3.6781  2.621    3  0.000  0.370     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.914e-01 2.911e-01 2.052e-03 2.163e-03 7.392e-03 -1.000 1.749e-02 0.241 0.291 0.821 -0.381
0.017268 0.07400 9.00000 2.1414091587 2.5741000175    2.140  1.852  3.6755  2.571    3  0.000  0.369     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.881e-01 2.944e-01 2.026e-03 2.262e-03 7.315e-03 -1.000 1.748e-02 0.141 0.200 0.738 -0.477
0.017268 0.07400 9.00000 2.1414787769 2.5741026402    2.140  1.862  3.6749  2.558    3  0.000  0.369     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.873e-01 2.953e-01 2.020e-03 2.284e-03 7.297e-03 -1.000 1.743e-02 0.116 0.178 0.717 -0.502
0.017268 0.07400 9.00000 2.1415462494 2.5741050243    2.140  1.872  3.6742  2.546    3  0.000  0.369     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.866e-01 2.960e-01 2.015e-03 2.303e-03 7.282e-03 -1.000 1.740e-02 0.091 0.155 0.696 -0.525
0.017268 0.07400 9.00000 2.1418130398 2.5741147995    2.140  1.911  3.6716  2.496    3  0.000  0.369     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 2.987e-01 1.998e-03 2.372e-03 7.228e-03 -1.000 1.742e-02 -0.007 0.066 0.614 -0.621
0.017268 0.07400 9.00000 2.1420755386 2.5741243362    2.141  1.950  3.6690  2.446    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.815e-01 3.011e-01 1.984e-03 2.429e-03 7.182e-03 -1.000 1.744e-02 -0.105 -0.023 0.534 -0.716
0.017268 0.07400 9.00000 2.1423327923 2.5741336346    2.141  1.990  3.6663  2.396    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.795e-01 3.031e-01 1.974e-03 2.473e-03 7.146e-03 -1.000 1.742e-02 -0.204 -0.111 0.455 -0.811
0.017268 0.07400 9.00000 2.1425850391 2.5741426945    2.141  2.029  3.6635  2.346    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.778e-01 3.048e-01 1.965e-03 2.508e-03 7.119e-03 -1.000 1.739e-02 -0.302 -0.199 0.377 -0.905
0.017268 0.07400 9.00000 2.1428322792 2.5741517544    2.141  2.068  3.6608  2.296    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.765e-01 3.061e-01 1.958e-03 2.536e-03 7.096e-03 -1.000 1.739e-02 -0.399 -0.286 0.298 -1.000
0.017268 0.07400 9.00000 2.1430699825 2.5741603374    2.142  2.106  3.6581  2.247    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.754e-01 3.072e-01 1.953e-03 2.557e-03 7.079e-03 -1.000 1.742e-02 -0.494 -0.370 0.224 -1.091
0.017268 0.07400 9.00000 2.1433792114 2.5741715431    2.142  2.156  3.6544  2.182    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.744e-01 3.082e-01 1.948e-03 2.578e-03 7.062e-03 -1.000 1.739e-02 -0.621 -0.481 0.127 -1.211
0.017268 0.07400 9.00000 2.1436407566 2.5741810799    2.142  2.200  3.6512  2.126    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.738e-01 3.088e-01 1.945e-03 2.590e-03 7.053e-03 -1.000 1.740e-02 -0.730 -0.577 0.042 -1.315
0.017268 0.07400 9.00000 2.1438660622 2.5741891861    2.142  2.238  3.6483  2.076    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.734e-01 3.092e-01 1.944e-03 2.597e-03 7.047e-03 -1.000 1.740e-02 -0.825 -0.660 -0.030 -1.405
0.017268 0.07400 9.00000 2.1441235542 2.5741984844    2.143  2.283  3.6449  2.018    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.733e-01 3.094e-01 1.943e-03 2.601e-03 7.044e-03 -1.000 1.739e-02 -0.937 -0.756 -0.112 -1.510
0.017268 0.07400 9.00000 2.1443753242 2.5742075443    2.143  2.327  3.6416  1.960    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.732e-01 3.094e-01 1.943e-03 2.602e-03 7.044e-03 -1.000 1.739e-02 -1.048 -0.852 -0.197 -1.614
