_RAJ2000,_DEJ2000,_r,RA_ICRS,DE_ICRS,GaiaDR2,Plx,pmRA*,pmDE,RV,o_Gmag,Gmag,BP-RP,proba,Cluster,Teff50,Simbad,_RA.icrs,_DE.icrs,source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,bp_rp,phot_g_mean_mag,parallax,parallax_error,radial_velocity,radial_velocity_error,l,b,ruwe,phot_g_n_obs,phot_bp_n_obs,phot_rp_n_obs,labels,Separation
97.4581400439893,-31.3304245981022,0.072474,97.45813441726,-31.33040094027,2893929928750127616,0.15525209457832906,-1.116292230556409,5.494721696956651,,296,17.49759,0.76488304,0.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,,Simbad,97.45814004399,-31.3304245981,2893929928750127616,97.45813422169026,-31.330400153336964,-1.2073087704910437,0.071269475,5.405512825127441,0.06714671,0.7551155,17.481503,0.14858829829255019,0.06586597,,,239.54602171833253,-17.97843989375255,1.0019898,469,53,54,0,0.0028960877774256814
97.4704247161314,-31.3227801564964,0.076247,97.47041803977,-31.32275638065,2893929933048696064,0.20953483322845404,-1.3246363296296657,5.522132426348865,,306,15.636302,0.7683649,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6131.0396,Simbad,97.47042471613,-31.3227801565,2893929933048696064,97.47041782886384,-31.322755602957386,-1.2678753779384915,0.027705373,5.538714464034929,0.027399315,0.7619457,15.623243,0.2004512880871864,0.025409833,,,239.5425481552843,-17.965885107263873,0.9809768,461,55,53,0,0.002873841863561246
97.4631943073735,-31.3286315313886,0.074609,97.46318774412,-31.32860736815,2893929933048705536,0.25343817262062784,-1.3021134253252138,5.612107102281262,,297,17.643894,0.76117325,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,,Simbad,97.46319430737,-31.32863153139,2893929933048705536,97.46318752571624,-31.328606579560592,-1.3539221552264267,0.07841721,5.443313392009742,0.07402923,0.751667,17.629612,0.2169663111007935,0.072382465,,,239.5459157704166,-17.97376669160985,1.0244908,464,55,54,0,0.0029172841968599953
97.4734796738564,-31.3154968798392,0.074944,97.4734740877,-31.31547174787,2893929967408428160,0.20908268876825564,-1.1084180642400616,5.837103659312948,,291,17.988121,0.85321045,0.7,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,5997.7324,Simbad,97.47347967386,-31.31549687984,2893929967408428160,97.47347389299226,-31.315470981238178,-1.1443104288126276,0.09440164,5.453892144475366,0.08967122,0.82631874,17.965351,0.32438643995730726,0.08724934,,,239.5364136749031,-17.96080285688665,1.0016892,446,52,52,0,0.0028240942299228716
97.3312830189475,-31.3519728715213,0.088637,97.33127641703,-31.35194897414,2893936220880880512,0.19776927506766934,-1.3094601037029165,5.550359019666933,,310,15.80714,0.65252495,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6478.3237,Simbad,97.33128301895,-31.35197287152,2893936220880880512,97.3312761912927,-31.35194820040211,-1.2721675549457767,0.030437356,5.530846650154199,0.030139232,0.6448107,15.794046,0.20379481492839313,0.028519826,,,239.5257500967716,-18.087214683760028,1.061527,454,56,53,0,0.0028706094616710773
97.3241303579976,-31.3360053001135,0.081123,97.32412401322,-31.33598183319,2893936289600354688,0.15669237013438828,-1.2586717667127192,5.450381271099297,,305,16.488436,0.62706375,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6741.43,Simbad,97.324130358,-31.33600530011,2893936289600354688,97.32412378430647,-31.33598107263548,-1.2843088627626846,0.040206008,5.489078389742239,0.04187378,0.62851524,16.47524,0.23634235130128553,0.04058742,,,239.50776597558584,-18.08711539804601,1.0537623,458,56,54,0,0.0028270252698775066
97.2968811529057,-31.3257469375003,0.094557,97.29687452633,-31.3257244659,2893936457100423168,0.1241476997372662,-1.3147173281093614,5.219210237557718,,334,17.98105,0.8288555,0.7,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6036.3213,Simbad,97.29688115291,-31.3257469375,2893936457100423168,97.29687429452453,-31.32572372399627,-1.209100373069759,0.0891351,5.643796362462764,0.09034123,0.8067093,17.962736,0.2643697359466617,0.0862217,,,239.4888285436435,-18.10508638673355,1.0610514,484,59,54,0,0.0027643470264946462
97.3796155075985,-31.3498745068027,0.069112,97.37960966755,-31.34984993491,2893941099963718528,0.22507283074406273,-1.1583723920217426,5.707019872895409,,318,15.111963,0.2520666,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,7625.3584,Simbad,97.3796155076,-31.3498745068,2893941099963718528,97.37960946047289,-31.34984916125381,-1.2426065598040554,0.021196663,5.479500635511964,0.020791449,0.25152206,15.093231,0.23650361044568283,0.020687005,,,239.5394483808859,-18.0479902239547,1.010325,447,56,53,0,0.0028569989110760713
97.3810923013263,-31.3529951714554,0.071959,97.38108633853,-31.3529709786,2893941099963719296,0.2834785944143529,-1.182681119733463,5.618986056853489,,298,17.239868,0.721468,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,,Simbad,97.38109230133,-31.35299517146,2893941099963719296,97.38108610876381,-31.35297020858529,-1.2672136901327469,0.060263876,5.57003757999546,0.059574302,0.7162342,17.225075,0.28600070779025893,0.058128137,,,239.54298848326505,-18.047948339508274,1.0126327,450,55,51,0,0.0028606368874382012
97.4178405816837,-31.3485302456163,0.069309,97.41783385065,-31.34850683099,2893941164384544768,0.16514516140933977,-1.3351180599642278,5.438235252230257,,312,16.381147,0.64809036,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6594.853,Simbad,97.41784058168,-31.34853024562,2893941168684099840,97.41783362961135,-31.348506062881263,-1.2851928466249867,0.04125952,5.494519291882819,0.03968903,0.6435995,16.37118,0.19613079835330507,0.037531853,,,239.55060083859053,-18.01708762237433,0.9301062,446,52,50,0,0.002847473882204234
97.394640638332,-31.3389767486857,0.056955,97.39463476396,-31.33895368558,2893941198746074880,0.1800512100040501,-1.16531538652577,5.356593091407887,,306,17.45782,0.7545891,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,5383.927,Simbad,97.39464063833,-31.33897674869,2893941203043838848,97.3946345679903,-31.33895290815635,-1.138043534008502,0.070544295,5.541836958477695,0.06805644,0.7442074,17.44393,0.28640965648762023,0.06789568,,,239.53367186478727,-18.032077092064398,0.95061046,452,50,55,0,0.002862856166426177
97.3963640525737,-31.3386337636424,0.056623,97.39635762714,-31.33861070913,2893941203042924928,0.22091241583597485,-1.2746358020856579,5.354596812773606,,335,15.557471,0.708457,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6537.506,Simbad,97.39636405257,-31.33863376364,2893941203042924928,97.39635741560281,-31.338609946660206,-1.2605748997294821,0.025628237,5.453295072477074,0.025423748,0.7063732,15.5446005,0.22238489650023854,0.02442492,,,239.53389790840578,-18.030581524095716,0.9888334,462,58,58,0,0.002820902450064113
97.3981463950111,-31.3476568018996,0.065687,97.39813907425,-31.34763271685,2893941203042927488,0.1864991009623033,-1.4521068185940358,5.593948188953734,,316,16.424898,0.6423321,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,7115.7793,Simbad,97.39814639501,-31.3476568019,2893941203042927488,97.39813885067295,-31.347631925323597,-1.3121704233631972,0.03873981,5.586106121771976,0.037851878,0.6354675,16.412,0.19143913922589886,0.03726369,,,239.54331906463221,-18.03244086263031,1.0274945,462,55,55,0,0.002931232271803338
97.4017373634839,-31.329270468869,0.047596,97.40173043894,-31.32924688524,2893941237402658432,0.2080531885366864,-1.37378278997256,5.477488234997631,,311,16.410892,0.6628084,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6671.45,Simbad,97.40173736348,-31.32927046887,2893941237402658432,97.40173023460046,-31.32924611289568,-1.2606579027766247,0.040176257,5.438247093623728,0.038842365,0.65645885,16.397417,0.21907693042925613,0.037847076,,,239.52647660038525,-18.02290423883634,0.9957423,435,54,52,0,0.002850558744706189
97.4018477401611,-31.3342358679842,0.052538,97.40184123183,-31.33421203014,2893941237402660608,0.339640718537408,-1.29114178910683,5.536531247279308,,317,16.3903,0.67432404,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6134.985,Simbad,97.40184774016,-31.33423586798,2893941237402660608,97.40184101450774,-31.334211260258407,-1.2779971127463041,0.03920405,5.47386744049757,0.03908928,0.6633339,16.376917,0.28000867391187956,0.037509654,,,239.53137735625458,-18.024619916718102,1.0672231,455,54,53,0,0.00285099657329288
97.3612877461922,-31.3504876889877,0.074277,97.36128227807,-31.35046453336,2893941267463756288,0.2412609622896148,-1.0845941961713848,5.37808161384821,,314,17.510311,0.87347794,0.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6001.086,Simbad,97.36128774619,-31.35048768899,2893941267463756288,97.36128206242367,-31.35046374926087,-1.3076102237208769,0.070729166,5.601494683967739,0.06946383,0.856802,17.495396,0.24504225481472197,0.06509425,,,239.53407496531955,-18.06279739745718,1.0377938,461,55,56,0,0.0028995695966924475
97.3746469384936,-31.3424471839504,0.062878,97.37463987937,-31.34242413676,2893941306122609024,0.23650965314613628,-1.4002868228576952,5.352896090705544,,295,16.737183,0.6642208,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6410.912,Simbad,97.37464693849,-31.34244718395,2893941306122609024,97.37463965705464,-31.342423370931552,-1.263372903467424,0.047796592,5.568388364355822,0.0483376,0.6675644,16.722801,0.20388869944308152,0.0446002,,,239.53055047575577,-18.04924900781767,0.98038214,444,53,53,0,0.0028404553212290685
97.3769526742909,-31.337443807209,0.057526,97.37694594321,-31.33741995245,2893941404902730496,0.20469587218715254,-1.3352856310989554,5.5404596793845995,,308,17.401236,0.7471752,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,,Simbad,97.37695267429,-31.33744380721,2893941404902730496,97.3769457428258,-31.337419186018245,-1.2136456708958216,0.06828582,5.3814831835615875,0.06504692,0.74121475,17.385855,0.2827815625564772,0.06307061,,,239.52639865765522,-18.04559686927987,0.98907906,444,57,55,0,0.002827113372554656
97.3895646752071,-31.3339882198989,0.052173,97.38955778936,-31.33396501034,2893941409201355264,0.21581261146819491,-1.3660367737986594,5.390608131053005,,321,16.278778,0.66409874,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6190.4106,Simbad,97.38956467521,-31.3339882199,2893941409201355264,97.389557550707,-31.333964259761668,-1.3713999474125806,0.03832143,5.389765141684464,0.036244452,0.65876865,16.26587,0.24107308346627082,0.034112673,,,239.52712738920144,-18.034305438613156,0.98427814,453,57,52,0,0.0027999597240662612
97.395987348991,-31.3221874783297,0.040173,97.39598111032,-31.32216410589,2893941443561562240,0.23797925507499662,-1.2378044389337426,5.428438009664428,,334,14.884035,1.108778,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,5034.256,Simbad,97.39598734899,-31.32218747833,2893941443561562240,97.3959809008018,-31.32216333960194,-1.2115400527317801,0.018131863,5.4696461413264075,0.019123817,1.0973473,14.870835,0.22068350014848498,0.017696077,,,239.51766089889378,-18.02490663609058,0.9883913,464,56,54,0,0.002832886975519571
97.3663290581226,-31.3200054723727,0.045201,97.36632192579,-31.31998240336,2893941477920832896,0.22818628323728637,-1.415146327309216,5.357964521487437,,315,16.964836,0.67173576,0.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6264.6084,Simbad,97.36632905812,-31.32000547237,2893941477920832896,97.36632168836793,-31.319981646478666,-1.3766969990003697,0.04980922,5.484331416473344,0.055658553,0.6744938,16.94988,0.21918368433888902,0.04984248,,,239.50584490351903,-18.047720782372835,0.98741895,454,58,55,0,0.002820909732440385
97.3882479405908,-31.3164364244715,0.034895,97.38824138212,-31.31641400188,2893941507981977856,0.19613826095494258,-1.3013339070997088,5.207828457922913,,311,16.523928,0.6566429,0.8,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,7068.207,Simbad,97.38824794059,-31.31643642447,2893941507981977856,97.38824115580896,-31.31641325547636,-1.316445281517106,0.043655835,5.388302720457492,0.044087987,0.6493492,16.510792,0.17785235671919156,0.04146831,,,239.50950105029892,-18.02897782999091,1.1227345,473,59,60,0,0.0027757346191145528
97.3828844550219,-31.3012099102594,0.021804,97.38287820521,-31.30118618771,2893941512280558720,0.24096884030237553,-1.2402894054328002,5.509753664326825,,327,15.703961,0.67234707,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,5539.86,Simbad,97.38288445502,-31.30120991026,2893941512280558720,97.38287799506297,-31.301185423393406,-1.1838301130990811,0.026777191,5.46864269582216,0.026800688,0.6713314,15.691406,0.27680574925420165,0.025287298,,,239.49283053898867,-18.02771460014564,0.9752026,476,57,55,0,0.002826450662522491
97.3857030023867,-31.3073324010928,0.026528,97.38569645766,-31.30730831593,2893941512280560768,0.20065934258521134,-1.2987318020931955,5.593973303845701,,294,16.96293,0.69794273,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,5459.7266,Simbad,97.38570300239,-31.30733240109,2893941512280560768,97.38569621118371,-31.3073075576351,-1.3791079352582216,0.050313797,5.4760039312135635,0.051374204,0.6968651,16.94979,0.2106975612629354,0.04946465,,,239.49974880525488,-18.027695473979577,1.0086492,450,56,54,0,0.002833175424733568
97.38694798445,-31.3086161376875,0.027469,97.38694124683,-31.308592348,2893941512280560896,0.24352342505655492,-1.3369923050988795,5.5253467939542125,,319,15.775855,0.94288635,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,5211.073,Simbad,97.38694798445,-31.30861613769,2893941512280560896,97.38694103006233,-31.308591568338766,-1.267368837679847,0.0291044,5.52555540314287,0.029695775,0.9319048,15.764542,0.22204583928897592,0.028600369,,,239.50141318616915,-18.027171088775766,1.0789412,464,61,59,0,0.002884881691945658
97.3787609484313,-31.3101641303316,0.031377,97.37875538137,-31.31013934132,2893941512280564096,0.24776407224045857,-1.1046925548504605,5.757449010779871,,311,16.860353,0.6716366,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6202.614,Simbad,97.37876094843,-31.31016413033,2893941512280564096,97.37875515479072,-31.310138556128763,-1.2853509846439082,0.04711113,5.557946330892847,0.047949903,0.6655712,16.846684,0.2121901056156721,0.046415042,,,239.50025698797467,-18.034249059119894,1.0399115,454,55,53,0,0.0029113278255422756
97.3774238545736,-31.3105790083821,0.032267,97.37741624205,-31.31055557981,2893941512280564864,0.13575285539124032,-1.5105737748660135,5.44147382002123,,306,17.30416,0.80989647,0.8,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6326.505,Simbad,97.37742385457,-31.31057900838,2893941512280564864,97.37741599852475,-31.310554810913725,-1.4166597059469082,0.059477136,5.505672602086737,0.061442956,0.80771637,17.290457,0.15872953904752546,0.058286868,,,239.500227777335,-18.03546623864834,0.9566023,468,59,59,0,0.002867575761707835
97.4227119423892,-31.3249577442868,0.049028,97.42270487877,-31.32493463049,2893941615359771648,0.2154354116426856,-1.4014397529757474,5.368365881449934,,289,16.51042,0.67292786,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6344.973,Simbad,97.42271194239,-31.32495774429,2893941615359771648,97.42270465993641,-31.324933855700518,-1.2767150085894963,0.045930494,5.503640315007699,0.039978117,0.6570778,16.496605,0.21850997211742848,0.039951626,,,239.5290984573314,-18.004645421469025,1.0051448,428,52,52,0,0.002869277597982673
97.423054819566,-31.3187295070758,0.043837,97.42304832139,-31.31870616358,2893941645422674176,0.2225874767159256,-1.2893384899478484,5.421716341814038,,308,16.904015,0.6855526,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,,Simbad,97.42305481957,-31.31872950708,2893941645422674176,97.42304811862013,-31.318705394690923,-1.2131914530715333,0.05411951,5.5447110871916365,0.049550924,0.68732834,16.88984,0.18179717099922207,0.046872843,,,239.52310945895977,-18.002108089777124,0.99436617,456,53,51,0,0.0028373778580845824
97.4269501208817,-31.3094504621232,0.038695,97.42694321927,-31.30942733232,2893941649719494400,0.19075872538303681,-1.3695220716806313,5.372082698147631,,313,17.341856,0.743515,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6222.783,Simbad,97.42695012088,-31.30945046212,2893941649719494400,97.42694300425404,-31.309426564717324,-1.2849100654332046,0.062907666,5.447312749780757,0.06006177,0.7347832,17.326767,0.2179940119377476,0.05962435,,,239.51529268920405,-17.995634975640357,1.0082749,480,57,55,0,0.002841403599431251
97.4206155037813,-31.3092927070052,0.034963,97.42060928764,-31.30926847739,2893941649719497984,0.20683336560337928,-1.2335032763778075,5.6275241955265916,,308,16.803,0.7566452,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6293.7144,Simbad,97.42061550378,-31.30929270701,2893941649719497984,97.42060906798083,-31.309267695812142,-1.2705127671725769,0.04702828,5.540264234751831,0.045754343,0.7583542,16.790747,0.20041420121222558,0.044115853,,,239.51306842821734,-18.00061846025643,1.0521157,473,58,54,0,0.002893657610047126
97.4445257897245,-31.3051266398073,0.048211,97.44451994495,-31.30510257652,2893941679780691840,0.264021156045256,-1.159860796364327,5.588893710164818,,300,17.175303,0.7018852,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6160.5405,Simbad,97.44452578972,-31.30512663981,2893941679780691840,97.4445197234081,-31.305101790231422,-1.328426214874977,0.057437632,5.565287779581147,0.055208057,0.707901,17.160044,0.19979180814399522,0.05460183,,,239.51679873175473,-17.98007300685779,0.9553971,465,56,57,0,0.002911507090948082
97.4442564791625,-31.3149171955615,0.053413,97.44425017617,-31.31489369126,2893941684079226880,0.23956164198462504,-1.2506620496267251,5.459064127515141,,290,16.307611,0.6559801,1.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6176.574,Simbad,97.44425647916,-31.31491719556,2893941684079226880,97.44424996830789,-31.314892930302705,-1.2417583986447929,0.039872047,5.432647076213031,0.038645554,0.6587124,16.29501,0.2539263654519649,0.03644588,,,239.52629960903263,-17.983848701998365,1.0363635,449,50,51,0,0.0028130520846882823
97.4495051062544,-31.3217278077147,0.061195,97.44949845013,-31.32170459423,2893941684079230336,0.14565234457715104,-1.3206368943563729,5.391519530469036,,285,16.612345,0.68652725,0.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/A+A/640/A1&Cluster=%-17s,6724.8247,Simbad,97.44950510625,-31.32172780771,2893941684079230336,97.44949821356352,-31.321703843471266,-1.3149479796119068,0.045034926,5.447788540731269,0.04224851,0.66960144,16.597254,0.22656929085199298,0.040769525,,,239.53468430631642,-17.982149112702597,0.9634918,454,52,52,0,0.0027989367873444224
