source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,bp_rp,phot_g_mean_mag,parallax,parallax_error,radial_velocity,radial_velocity_error,l,b,ruwe,phot_g_n_obs,phot_bp_n_obs,phot_rp_n_obs,labels
2893941679780691840,97.4445197234081,-31.305101790231422,-1.328426214874977,0.057437632,5.565287779581147,0.055208057,0.707901,17.160044,0.19979180814399522,0.05460183,,,239.51679873175473,-17.98007300685779,0.9553971,465,56,57,0
2893941684079226880,97.44424996830789,-31.314892930302705,-1.2417583986447929,0.039872047,5.432647076213031,0.038645554,0.6587124,16.29501,0.2539263654519649,0.03644588,,,239.52629960903263,-17.983848701998365,1.0363635,449,50,51,0
2893941684079230336,97.44949821356352,-31.321703843471266,-1.3149479796119068,0.045034926,5.447788540731269,0.04224851,0.66960144,16.597254,0.22656929085199298,0.040769525,,,239.53468430631642,-17.982149112702597,0.9634918,454,52,52,0
2893941714140438144,97.4578332969405,-31.30159212622179,-1.3348885310935197,0.106012724,5.518629698913997,0.10115875,0.8605633,18.11443,0.3136043474103074,0.09706468,,,239.51771224174524,-17.968200154393408,1.0134026,458,53,53,0
2893941718438946816,97.46496118018189,-31.303918179289415,-1.3491023362961194,0.032479074,5.498664699039523,0.029887946,0.64425087,15.84815,0.1867012453911447,0.029019108,,,239.52231945418788,-17.96337362094243,1.044489,443,54,52,0
2893941748500162432,97.43601735426768,-31.308006504340494,-1.3927476755988004,0.08634031,5.614947658411316,0.08279356,0.8281193,17.866817,0.3545223132116395,0.082091294,,,239.51686584821215,-17.98789637397508,1.0123732,461,54,51,0
2893941748500172160,97.44102271465376,-31.303655127104665,-1.4071532121800059,0.10432825,5.489466419031816,0.101727314,0.8949394,18.154804,0.2089459024812745,0.10390277,,,239.51423940225408,-17.982330107333812,1.0434417,435,54,53,0
2893941748500174592,97.44663136744016,-31.30263220494193,-1.3328828534717525,0.039905895,5.580183206598991,0.037837658,0.649848,16.384413,0.19322969467055046,0.038201828,,,239.51507016817027,-17.977494078910354,0.9664837,435,53,52,0
2893941752798700800,97.43716722119962,-31.305304566500503,-1.3791140034211868,0.043380603,5.4174627014163335,0.042181995,0.6941738,16.647038,0.23512228985424596,0.04230185,,,239.51459521073585,-17.985998608115914,1.015326,459,55,52,0
2893941787158426368,97.44880214950041,-31.297793041881377,-1.2242872231019988,0.052491326,5.45463609805578,0.0492952,0.7698078,16.891352,0.28733120633264647,0.048365746,,,239.51104057288367,-17.974005983352118,1.0273098,462,54,54,0
2893941817219621888,97.40138394204793,-31.317366317344916,-1.242327427996625,0.085641034,5.526655375251538,0.08805181,0.9300804,17.852661,0.31503885836277545,0.08645745,,,239.51472472428156,-18.01886343831169,0.977348,442,52,52,0
2893941817219623552,97.4089764999009,-31.31720133645026,-1.2489635665140093,0.05905716,5.509611493347595,0.058118515,0.7006912,17.191753,0.2933452779189366,0.055835657,,,239.5170417190882,-18.012760582648355,1.0022124,462,50,51,0
2893941817219627648,97.40833467051725,-31.313670113927685,-1.1529672353543334,0.055363342,5.472584950163911,0.05572223,0.72400475,17.096462,0.1366702965559663,0.05222512,,,239.51337286374064,-18.011988075068814,1.0165235,466,52,54,0
2893941817219634048,97.41096844828716,-31.309513595964862,-1.1314099204487367,0.1691307,5.39070299713163,0.16198534,0.97764206,18.85005,0.3100796264261319,0.14738697,,,239.51016105863022,-18.00838108343764,0.9962394,449,52,54,0
2893941817219635968,97.40468334028863,-31.311486481505003,-1.2832744440385822,0.039061274,5.573503829653114,0.04127143,0.6517124,16.431839,0.23215307464007245,0.03758476,,,239.5100415546418,-18.014100678271113,1.0211968,458,50,51,0
2893941817219647360,97.40476847022241,-31.305547584977884,-1.1391332269233898,0.07994085,5.387291709376658,0.08031128,0.78580093,17.752127,0.3067190299204831,0.07500779,,,239.50425139846746,-18.01187451985969,1.02605,491,57,57,0
2893941821518196864,97.40866180394273,-31.307304964025437,-1.3169757842716985,0.040832855,5.502438662016735,0.04055793,0.6569443,16.548203,0.24036963128848676,0.038815938,,,239.50724427625448,-18.009414282252234,0.99728197,478,57,60,0
2893941821518201472,97.40168817238906,-31.309253841384656,-1.261790589714265,0.034940396,5.416713904992389,0.03671847,0.66472816,16.216908,0.23159525476123236,0.03472142,,,239.50687643371094,-18.015673307213667,0.9893139,446,52,51,0
2893941821518204544,97.4051958091875,-31.31890059792985,-1.25033116557424,0.022586107,5.548164909384598,0.024098912,0.63880634,15.36983,0.22646601724211904,0.022726122,,,239.51747217776725,-18.01638710854895,0.9899562,459,55,51,0
2893941851579452288,97.40604632459166,-31.30019832346775,-1.2987564221818393,0.06069813,5.568759242847004,0.05915027,0.8230839,17.283737,0.2795218345265723,0.05685698,,,239.49942851662985,-18.008913074816842,1.0126964,486,58,59,0
2893941855877916928,97.4237529363585,-31.29798803952372,-1.400540230730556,0.056430604,5.53941853618165,0.05619587,0.68873215,17.056345,0.26013412189654017,0.054413926,,,239.50304700924278,-17.994015064992183,0.99306875,444,52,55,0
2893941855877925120,97.41283117109553,-31.299607202773725,-1.254467091634579,0.025932383,5.489212936411478,0.025339121,0.6459789,15.617411,0.20143562859900727,0.024239305,,,239.50106540045,-18.003297413390545,0.9631844,472,61,60,0
2893941855877925504,97.40937115213548,-31.29798871774279,-1.302432005237008,0.038203645,5.529288381762099,0.038565118,0.64238167,16.40536,0.24053819060677242,0.0365866,,,239.4983499195975,-18.005463264327105,1.0435294,471,60,56,0
2893941855877927680,97.41190808030893,-31.302486337492144,-1.2206532934817549,0.046506792,5.434855793989521,0.04542885,0.7358246,16.789536,0.2725847998076597,0.043313403,,,239.50358417089853,-18.005078818511418,1.0285461,494,58,56,0
2893941855878439808,97.416062098249,-31.301791789499717,-1.245288630554217,0.06709502,5.426285355590611,0.06639329,0.74762917,17.45321,0.1847791693817929,0.06339155,,,239.50426055127056,-18.001519809985677,1.028986,473,56,55,0
2893941855878439936,97.41472274916443,-31.301528906823027,-1.2685328162843772,0.040885855,5.64532083213226,0.04075893,0.64969826,16.540693,0.2073674743080628,0.03858689,,,239.50356559922403,-18.00249033829872,0.96473277,467,55,53,0
2893941885939187456,97.39996716145853,-31.296551207117417,-1.3500765841380904,0.033302948,5.467932721903418,0.03449905,0.66078186,16.161043,0.17965089248817454,0.03144281,,,239.49387044133672,-18.01242665530482,1.0166639,494,60,60,0
2893941885939190912,97.38752210036859,-31.29811212176017,-1.3050510737368033,0.06358372,5.471620272255457,0.06294325,0.85219765,17.259142,0.34129773529631846,0.058690358,,,239.49133574897135,-18.022900928444336,0.9929364,427,50,47,0
2893941885940849152,97.39844849051333,-31.2988736376553,-1.2860922188742654,0.037206743,5.527293451147672,0.038848385,0.6587715,16.36622,0.21334353826433378,0.03543325,,,239.49564961852644,-18.01447967278328,0.9859223,485,55,51,0
2893941890236521728,97.3909103514301,-31.30444329612269,-1.2995825520738666,0.0759271,5.499555472782353,0.07906861,0.7347851,17.570576,0.2535402278464681,0.07112979,,,239.49864476291648,-18.022504257043625,1.0542307,443,53,52,0
2893941890237667072,97.39535268022533,-31.29179450398721,-1.110980897766454,0.027090816,5.332642301383204,0.026023157,0.6832619,15.686549,0.2214472574873994,0.025184965,,,239.48770361562202,-18.014371260668312,1.0260515,487,58,56,0
2893941890237670656,97.39922827887183,-31.29804050966555,-1.204684675051595,0.051441196,5.480003061940642,0.052589398,0.6630478,16.982647,0.13274855904321664,0.048513513,,,239.49508810353063,-18.013556134374408,0.98857296,471,51,49,0
2893941890237670912,97.39283179307557,-31.293745266378505,-1.3092953812040382,0.060665365,5.580667411613007,0.061208375,0.7005768,17.23605,0.22764493913805706,0.058439527,,,239.488791406623,-18.017087098110405,1.045487,470,57,59,0
2893941890237671936,97.3998599239023,-31.299515500105436,-1.23693219389279,0.020856488,5.478100589986991,0.021467637,0.14510441,15.102605,0.2384164980013383,0.019725667,,,239.49673932420123,-18.013589402430178,1.0002697,478,54,54,0
2893941890237672320,97.39514814313084,-31.296780190037587,-1.2688311333934692,0.042231,5.525187411782993,0.04599504,0.6514206,16.587416,0.15028715552812258,0.041920114,,,239.49252102719765,-18.01634608508647,0.8703493,455,59,56,0
2893941890237672960,97.39233918425668,-31.295069466343296,-1.240028823073418,0.027839804,5.586336981278913,0.028652743,0.65750694,15.7253685,0.18068493801625485,0.027205538,,,239.48992781341386,-18.017960497602267,1.0274717,466,54,55,0
2893941890237674752,97.39183402201323,-31.296516216831634,-1.2920742480109224,0.029436406,5.526757369826915,0.030541783,1.000556,15.793376,0.23400661191448746,0.028556682,,,239.491180198846,-18.01888840912957,0.9988273,448,50,52,0
2893941890237675392,97.39088859569338,-31.29662396490701,-1.2462630400938717,0.03925343,5.472270768212031,0.03971352,0.68635464,16.4016,0.23195635180839017,0.03850664,,,239.49097703886179,-18.019680190992503,0.9920466,433,23,24,0
2893941890237675904,97.38917173374816,-31.295783104524915,-1.281934605627852,0.049764358,5.488603583609491,0.050125934,0.65608597,16.797745,0.19302280800961666,0.0491488,,,239.48959263794575,-18.020741379174677,1.0747873,441,54,50,0
2893941890237679488,97.39393237972142,-31.305740085577913,-1.2769623129114742,0.025036922,5.605219449340359,0.025153881,0.7509794,15.545487,0.24158772847020488,0.02414172,,,239.5009018812097,-18.020569903058025,0.959675,460,55,55,0
2893941890237680384,97.38952494148542,-31.305236589575966,-1.2088253623806726,0.052563533,5.484854791217861,0.05362729,0.68977165,16.80359,0.29288361468471164,0.050759576,,,239.49896967150943,-18.023895312673393,1.132851,456,57,55,0
2893941890237680640,97.38582767722305,-31.302386972439287,-1.274489967034608,0.044160977,5.4782624447142245,0.044811375,0.64793396,16.606747,0.1506276893738085,0.041243147,,,239.49497074343444,-18.025803060414717,1.0193928,466,57,57,0
2893941890238160512,97.39435192814229,-31.30640048782816,-1.2415013616359187,0.041844517,5.385792071328217,0.042888436,0.6772213,16.563288,0.2588096481658833,0.040376645,,,239.50168585420695,-18.02047591590673,1.018353,447,31,32,0
2893941920298929152,97.39883446837315,-31.29170162540546,-1.3397890187764712,0.082484595,5.466603138514711,0.08455294,0.9081154,17.73396,0.2862655189801813,0.07998212,,,239.48874978459347,-18.011565684857494,1.080489,465,56,55,0
2893941920299538944,97.40649240694651,-31.285385100748897,-1.1327825214296305,0.055585116,5.607300447359057,0.055045214,0.7115879,17.067295,0.2319040714267934,0.053467844,,,239.48506377419886,-18.003173030043474,1.0150881,461,54,56,0
2893941924594094848,97.4093018019101,-31.29468578297162,-1.3024409480896089,0.06924186,5.5326291734475985,0.061859906,0.621562,16.71093,0.3412321025155826,0.058310635,,,239.49509186922353,-18.0043177678625,1.1360446,411,40,39,0
2893941924597391232,97.40833056794953,-31.283199675412305,-1.2446540709771088,0.02745661,5.50777403467287,0.026624808,0.73513126,15.591938,0.2130732493107307,0.024927856,,,239.4835236425073,-18.000915078676005,1.0230256,452,52,54,0
2893941924597392256,97.41239590160521,-31.287250043524192,-1.2757438363313405,0.027372207,5.47343393641854,0.026588446,1.0382233,15.689031,0.24132101705141965,0.025582286,,,239.48881916284546,-17.999151310459517,1.0485033,475,56,58,0
2893941924597392384,97.40763209514039,-31.28420050949848,-1.2900095459815772,0.053908467,5.4272056745319865,0.050536048,0.6514549,16.909382,0.22538589561889388,0.04895776,,,239.48427577336946,-18.001835028939528,1.0221156,456,55,56,0
2893941924597394176,97.40131564283263,-31.282737808075865,-1.2601472937634188,0.05270698,5.528651323736267,0.050225817,0.7128029,16.970371,0.20819214792004226,0.048243675,,,239.48077945276728,-18.006331971480677,1.0107942,484,56,54,0
2893941924597394432,97.41310150495048,-31.29131229881509,-1.2090997199612796,0.058438685,5.427411149115886,0.057229947,0.7045021,17.115313,0.21906639760754548,0.05369581,,,239.4930286548953,-18.00006656898026,1.0440688,477,56,58,0
2893941924597394816,97.40327876588553,-31.285101914153213,-1.2748446647439586,0.038670633,5.51090060977571,0.036703356,0.6501827,16.290598,0.2696413847291644,0.035792284,,,239.48373653677413,-18.005628511376802,1.028388,461,53,49,0
2893941924597395712,97.40886149806434,-31.28982322435777,-1.3418553295269797,0.03378696,5.534069727930843,0.034549125,0.6676607,16.12686,0.20251359561161442,0.031709753,,,239.49018498126884,-18.00290052204706,1.000332,474,57,55,0
2893941924597398656,97.4012049646169,-31.286797024147184,-1.1797660019210938,0.028261842,5.472498008543909,0.027173795,0.651494,15.669077,0.17766083804834962,0.02599833,,,239.48471956057432,-18.007895722781754,0.9714079,461,55,54,0
2893941924597399936,97.40938110312496,-31.29436053216128,-1.3154730246121182,0.052131206,5.432768377426584,0.048900012,0.63085747,16.747385,0.255194532542014,0.048079405,,,239.49479917404793,-18.00413640071821,0.9516873,406,18,18,0
2893941924597400960,97.40250502707681,-31.291694068567,-1.191480327322662,0.029641408,5.586476025188608,0.028607117,0.64200115,15.795614,0.1991967993432525,0.027534548,,,239.4899412516935,-18.008640870436476,1.0388764,480,58,57,0
2893941924597402368,97.40475190911305,-31.294774184389016,-1.235172395760347,0.033257082,5.502568658725322,0.03300891,0.66119003,16.168816,0.24809021308665108,0.031352874,,,239.49369235346563,-18.00797183395844,1.0323101,495,58,60,0
2893941924597402752,97.40717517146331,-31.29681989473406,-1.3511675035514683,0.045998108,5.351248713609565,0.045627795,0.66044426,16.781382,0.15849776891232797,0.042794216,,,239.4964877484156,-18.006786440480695,1.0173473,502,60,57,0
2893941924597403648,97.40109659045469,-31.293758803869153,-1.250178154154703,0.046229284,5.442236493119282,0.047482662,0.7133579,16.681837,0.20202973289892764,0.044170078,,,239.4915038336342,-18.0105126037559,1.0892942,488,59,56,0
2893941924597405056,97.40509296646093,-31.2982729400493,-1.2622799563121718,0.03994968,5.545735766292502,0.03945935,0.6307907,16.498508,0.25781641672608296,0.03808307,,,239.497231073566,-18.00897211768451,0.9333687,476,50,53,0
2893941924597406336,97.4026399718014,-31.297722033691716,-1.2558995910925517,0.040527325,5.552938615868037,0.04165418,0.64444923,16.528263,0.21716483311777252,0.038368937,,,239.4958902897408,-18.010724537335726,1.033872,487,59,57,0
2893941954658618112,97.42301163315875,-31.294851637910238,-1.262788394446844,0.100210726,5.541071394311093,0.09902434,0.8231201,18.02205,0.22107113061551098,0.09636733,,,239.49973287945986,-17.993464680642333,1.0354667,443,48,53,0
2893941954658624384,97.43066239998328,-31.292042022487678,-1.2983747142571178,0.06266724,5.45918210414557,0.060186706,0.70365906,17.260357,0.19615067864495722,0.059583355,,,239.49948080897036,-17.986352842568316,1.0240037,450,51,50,0
2893941954660328192,97.4274548360244,-31.27967675840829,-1.2941874244507274,0.07524849,5.426362484117939,0.074300766,0.7647648,17.598667,0.22812784121710622,0.0698244,,,239.48632245763528,-17.98440886204587,1.0044833,458,56,54,0
2893941958953780992,97.43574334860517,-31.29107349257669,-1.4107328048819043,0.09614216,5.444246712521747,0.0919659,0.7983303,17.922401,0.3126760032165967,0.08886646,,,239.5001925682744,-17.981956092999685,1.0405841,445,42,40,0
