ra,dec,pmra,pmra_error,pmdec,pmdec_error,bp_rp,phot_g_mean_mag,parallax,parallax_error,radial_velocity,radial_velocity_error,l,b,labels
141.015576624971,-54.700563977724975,-4.5012716497809855,0.042770475,3.7829809015638993,0.039813634,1.6297741,16.026985,0.10301885457978477,0.03579091,,,275.8634351517266,-3.1197646551469456,0
141.07948918960386,-54.68519347118482,-4.33401480659265,0.052150805,3.7228262336388793,0.046853814,1.0802774,16.564999,0.15943794624871593,0.045206822,,,275.8790502042029,-3.082918834740903,0
141.0242420492539,-54.642552554492035,-4.317940324973513,0.067935914,3.6832301199660886,0.066037975,0.9673786,17.131657,0.16409758383123235,0.061791386,,,275.8263006188098,-3.0748704835429894,0
141.36804771685382,-54.90418311491372,-4.321219221087059,0.08749437,3.5482439986362246,0.08272347,1.123703,17.756449,0.19704645299074672,0.073883295,,,276.15147929408323,-3.123298204963801,0
141.3609772906573,-54.9070101962334,-4.41371756226536,0.035593394,3.7801222552707587,0.033652466,1.0282049,15.982285,0.13908071387706006,0.029709797,,,276.1505368941656,-3.1281593642379253,0
141.36994033495628,-54.911761187674244,-3.8121193889867317,0.05261186,3.40497294211583,0.047747634,1.7731667,16.478981,0.1275350702321603,0.0452561,,,276.157553438712,-3.1279699816288793,0
141.36450228188295,-54.881057288519706,-3.8771092252533252,0.0400458,3.7918922950907947,0.036204364,1.1909399,16.193016,0.34167940894615806,0.033991452,,,276.1338623409113,-3.108148245670289,0
141.2611278121158,-54.91214140652552,-3.966643361674498,0.036206305,3.586830753076514,0.03305032,0.80457497,15.936154,0.2668688978785735,0.031212239,,,276.1129595786191,-3.1719010468401367,0
141.26308158805162,-54.89472690779403,-3.9486784810825406,0.07167077,3.442036940818477,0.06804517,0.79260826,17.32975,0.1322798981972611,0.0604527,,,276.1015817271887,-3.158654694996104,0
141.26483923394682,-54.8849653540029,-3.9480939903204804,0.06927384,3.5339274767663365,0.06465209,0.78515625,17.17567,0.13607453618737808,0.05788812,,,276.0954775217054,-3.1509630500064225,0
141.22637490668376,-54.89780556243918,-3.8934476157082303,0.09630142,3.605214341968715,0.09206719,1.0874424,17.6803,0.22015784875612943,0.07947655,,,276.0886113449419,-3.175605483082045,0
