source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,bp_rp,phot_g_mean_mag,parallax,parallax_error,radial_velocity,radial_velocity_error,l,b,ruwe,phot_g_n_obs,phot_bp_n_obs,phot_rp_n_obs,non_single_star,labels,prob
2893941237402658432,97.40173023460046,-31.32924611289568,-1.2606579027766247,0.040176257,5.438247093623728,0.038842365,0.65645885,16.397417,0.21907693042925613,0.037847076,,,239.52647660038525,-18.02290423883634,0.9957423,435,54,52,0,0,1.0
2893941409198123264,97.38309743580952,-31.33153310117929,-1.249546066345533,0.1064353,5.575648428418356,0.105973944,0.85352135,18.130919,0.22267528051134003,0.100837804,,,239.5226375358247,-18.038563656478477,1.0869827,456,54,57,0,0,1.0
2893941443561562240,97.3959809008018,-31.32216333960194,-1.2115400527317801,0.018131863,5.4696461413264075,0.019123817,1.0973473,14.870835,0.22068350014848498,0.017696077,,,239.51766089889378,-18.02490663609058,0.9883913,464,56,54,0,0,1.0
2893941512280560896,97.38694103006233,-31.308591568338766,-1.267368837679847,0.0291044,5.52555540314287,0.029695775,0.9319048,15.764542,0.22204583928897592,0.028600369,,,239.50141318616915,-18.027171088775766,1.0789412,464,61,59,0,0,1.0
2893941512280564096,97.37875515479072,-31.310138556128763,-1.2853509846439082,0.04711113,5.557946330892847,0.047949903,0.6655712,16.846684,0.2121901056156721,0.046415042,,,239.50025698797467,-18.034249059119894,1.0399115,454,55,53,0,0,1.0
2893941615359768576,97.42120238045258,-31.318305937253296,-1.2890186966321353,0.012134617,5.441114169581199,0.011531858,1.26861,13.499964,0.20223772080938276,0.01083352,56.485943,3.8283231,239.52211549277402,-18.003431818779603,1.0155263,459,56,56,0,0,1.0
2893941615359771648,97.42270465993641,-31.324933855700518,-1.2767150085894963,0.045930494,5.503640315007699,0.039978117,0.6570778,16.496605,0.21850997211742848,0.039951626,,,239.5290984573314,-18.004645421469025,1.0051448,428,52,52,0,0,1.0
2893941645422674176,97.42304811862013,-31.318705394690923,-1.2131914530715333,0.05411951,5.5447110871916365,0.049550924,0.68732834,16.88984,0.18179717099922207,0.046872843,,,239.52310945895977,-18.002108089777124,0.99436617,456,53,51,0,0,1.0
2893941649719494400,97.42694300425404,-31.309426564717324,-1.2849100654332046,0.062907666,5.447312749780757,0.06006177,0.7347832,17.326767,0.2179940119377476,0.05962435,,,239.51529268920405,-17.995634975640357,1.0082749,480,57,55,0,0,1.0
2893941649719497984,97.42060906798083,-31.309267695812142,-1.2705127671725769,0.04702828,5.540264234751831,0.045754343,0.7583542,16.790747,0.20041420121222558,0.044115853,,,239.51306842821734,-18.00061846025643,1.0521157,473,58,54,0,0,1.0
2893941679780691840,97.4445197234081,-31.305101790231422,-1.328426214874977,0.057437632,5.565287779581147,0.055208057,0.707901,17.160044,0.19979180814399522,0.05460183,,,239.51679873175473,-17.98007300685779,0.9553971,465,56,57,0,0,1.0
2893941748500174592,97.44663136744016,-31.30263220494193,-1.3328828534717525,0.039905895,5.580183206598991,0.037837658,0.649848,16.384413,0.19322969467055046,0.038201828,,,239.51507016817027,-17.977494078910354,0.9664837,435,53,52,0,0,1.0
2893941817219635968,97.40468334028863,-31.311486481505003,-1.2832744440385822,0.039061274,5.573503829653114,0.04127143,0.6517124,16.431839,0.23215307464007245,0.03758476,,,239.5100415546418,-18.014100678271113,1.0211968,458,50,51,0,0,1.0
2893941821518196864,97.40866180394273,-31.307304964025437,-1.3169757842716985,0.040832855,5.502438662016735,0.04055793,0.6569443,16.548203,0.24036963128848676,0.038815938,,,239.50724427625448,-18.009414282252234,0.99728197,478,57,60,0,0,1.0
