source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,bp_rp,phot_g_mean_mag,parallax,parallax_error,radial_velocity,radial_velocity_error,l,b,ruwe,phot_g_n_obs,phot_bp_n_obs,phot_rp_n_obs,non_single_star,labels,prob
2893941443561562240,97.3959809008018,-31.32216333960194,-1.2115400527317801,0.018131863,5.4696461413264075,0.019123817,1.0973473,14.870835,0.22068350014848498,0.017696077,,,239.51766089889378,-18.02490663609058,0.9883913,464,56,54,0,0,1.0
2893941507981977856,97.38824115580896,-31.31641325547636,-1.316445281517106,0.043655835,5.388302720457492,0.044087987,0.6493492,16.510792,0.17785235671919156,0.04146831,,,239.50950105029892,-18.02897782999091,1.1227345,473,59,60,0,0,1.0
2893941512280558720,97.38287799506297,-31.301185423393406,-1.1838301130990811,0.026777191,5.46864269582216,0.026800688,0.6713314,15.691406,0.27680574925420165,0.025287298,,,239.49283053898867,-18.02771460014564,0.9752026,476,57,55,0,0,1.0
2893941512280560896,97.38694103006233,-31.308591568338766,-1.267368837679847,0.0291044,5.52555540314287,0.029695775,0.9319048,15.764542,0.22204583928897592,0.028600369,,,239.50141318616915,-18.027171088775766,1.0789412,464,61,59,0,0,1.0
2893941512280564096,97.37875515479072,-31.310138556128763,-1.2853509846439082,0.04711113,5.557946330892847,0.047949903,0.6655712,16.846684,0.2121901056156721,0.046415042,,,239.50025698797467,-18.034249059119894,1.0399115,454,55,53,0,0,1.0
2893941611061193472,97.40867323662981,-31.31896629189079,-1.3710540396901518,0.10733337,5.495196179290524,0.10768845,0.87600136,18.249966,0.23279988275345442,0.10355438,,,239.51867174276757,-18.013643356526774,1.0385416,459,52,52,0,0,1.0
2893941615359768576,97.42120238045258,-31.318305937253296,-1.2890186966321353,0.012134617,5.441114169581199,0.011531858,1.26861,13.499964,0.20223772080938276,0.01083352,56.485943,3.8283231,239.52211549277402,-18.003431818779603,1.0155263,459,56,56,0,0,1.0
2893941645422674176,97.42304811862013,-31.318705394690923,-1.2131914530715333,0.05411951,5.5447110871916365,0.049550924,0.68732834,16.88984,0.18179717099922207,0.046872843,,,239.52310945895977,-18.002108089777124,0.99436617,456,53,51,0,0,1.0
2893941649719494400,97.42694300425404,-31.309426564717324,-1.2849100654332046,0.062907666,5.447312749780757,0.06006177,0.7347832,17.326767,0.2179940119377476,0.05962435,,,239.51529268920405,-17.995634975640357,1.0082749,480,57,55,0,0,1.0
2893941649719497984,97.42060906798083,-31.309267695812142,-1.2705127671725769,0.04702828,5.540264234751831,0.045754343,0.7583542,16.790747,0.20041420121222558,0.044115853,,,239.51306842821734,-18.00061846025643,1.0521157,473,58,54,0,0,1.0
2893941679780691840,97.4445197234081,-31.305101790231422,-1.328426214874977,0.057437632,5.565287779581147,0.055208057,0.707901,17.160044,0.19979180814399522,0.05460183,,,239.51679873175473,-17.98007300685779,0.9553971,465,56,57,0,0,1.0
2893941748500174592,97.44663136744016,-31.30263220494193,-1.3328828534717525,0.039905895,5.580183206598991,0.037837658,0.649848,16.384413,0.19322969467055046,0.038201828,,,239.51507016817027,-17.977494078910354,0.9664837,435,53,52,0,0,1.0
2893941787158426368,97.44880214950041,-31.297793041881377,-1.2242872231019988,0.052491326,5.45463609805578,0.0492952,0.7698078,16.891352,0.28733120633264647,0.048365746,,,239.51104057288367,-17.974005983352118,1.0273098,462,54,54,0,0,1.0
2893941817219623552,97.4089764999009,-31.31720133645026,-1.2489635665140093,0.05905716,5.509611493347595,0.058118515,0.7006912,17.191753,0.2933452779189366,0.055835657,,,239.5170417190882,-18.012760582648355,1.0022124,462,50,51,0,0,1.0
2893941817219635968,97.40468334028863,-31.311486481505003,-1.2832744440385822,0.039061274,5.573503829653114,0.04127143,0.6517124,16.431839,0.23215307464007245,0.03758476,,,239.5100415546418,-18.014100678271113,1.0211968,458,50,51,0,0,1.0
2893941821518196864,97.40866180394273,-31.307304964025437,-1.3169757842716985,0.040832855,5.502438662016735,0.04055793,0.6569443,16.548203,0.24036963128848676,0.038815938,,,239.50724427625448,-18.009414282252234,0.99728197,478,57,60,0,0,1.0
2893941821518201472,97.40168817238906,-31.309253841384656,-1.261790589714265,0.034940396,5.416713904992389,0.03671847,0.66472816,16.216908,0.23159525476123236,0.03472142,,,239.50687643371094,-18.015673307213667,0.9893139,446,52,51,0,0,1.0
2893941821518204544,97.4051958091875,-31.31890059792985,-1.25033116557424,0.022586107,5.548164909384598,0.024098912,0.63880634,15.36983,0.22646601724211904,0.022726122,,,239.51747217776725,-18.01638710854895,0.9899562,459,55,51,0,0,1.0
2893941851579452288,97.40604632459166,-31.30019832346775,-1.2987564221818393,0.06069813,5.568759242847004,0.05915027,0.8230839,17.283737,0.2795218345265723,0.05685698,,,239.49942851662985,-18.008913074816842,1.0126964,486,58,59,0,0,1.0
2893941855877925120,97.41283117109553,-31.299607202773725,-1.254467091634579,0.025932383,5.489212936411478,0.025339121,0.6459789,15.617411,0.20143562859900727,0.024239305,,,239.50106540045,-18.003297413390545,0.9631844,472,61,60,0,0,1.0
2893941855877925504,97.40937115213548,-31.29798871774279,-1.302432005237008,0.038203645,5.529288381762099,0.038565118,0.64238167,16.40536,0.24053819060677242,0.0365866,,,239.4983499195975,-18.005463264327105,1.0435294,471,60,56,0,0,1.0
2893941855877927680,97.41190808030893,-31.302486337492144,-1.2206532934817549,0.046506792,5.434855793989521,0.04542885,0.7358246,16.789536,0.2725847998076597,0.043313403,,,239.50358417089853,-18.005078818511418,1.0285461,494,58,56,0,0,1.0
2893941855878439808,97.416062098249,-31.301791789499717,-1.245288630554217,0.06709502,5.426285355590611,0.06639329,0.74762917,17.45321,0.1847791693817929,0.06339155,,,239.50426055127056,-18.001519809985677,1.028986,473,56,55,0,0,1.0
2893941855878439936,97.41472274916443,-31.301528906823027,-1.2685328162843772,0.040885855,5.64532083213226,0.04075893,0.64969826,16.540693,0.2073674743080628,0.03858689,,,239.50356559922403,-18.00249033829872,0.96473277,467,55,53,0,0,1.0
2893941885939187456,97.39996716145853,-31.296551207117417,-1.3500765841380904,0.033302948,5.467932721903418,0.03449905,0.66078186,16.161043,0.17965089248817454,0.03144281,,,239.49387044133672,-18.01242665530482,1.0166639,494,60,60,0,0,1.0
2893941885940849152,97.39844849051333,-31.2988736376553,-1.2860922188742654,0.037206743,5.527293451147672,0.038848385,0.6587715,16.36622,0.21334353826433378,0.03543325,,,239.49564961852644,-18.01447967278328,0.9859223,485,55,51,0,0,1.0
2893941890236521728,97.3909103514301,-31.30444329612269,-1.2995825520738666,0.0759271,5.499555472782353,0.07906861,0.7347851,17.570576,0.2535402278464681,0.07112979,,,239.49864476291648,-18.022504257043625,1.0542307,443,53,52,0,0,1.0
2893941890237670912,97.39283179307557,-31.293745266378505,-1.3092953812040382,0.060665365,5.580667411613007,0.061208375,0.7005768,17.23605,0.22764493913805706,0.058439527,,,239.488791406623,-18.017087098110405,1.045487,470,57,59,0,0,1.0
2893941890237671936,97.3998599239023,-31.299515500105436,-1.23693219389279,0.020856488,5.478100589986991,0.021467637,0.14510441,15.102605,0.2384164980013383,0.019725667,,,239.49673932420123,-18.013589402430178,1.0002697,478,54,54,0,0,1.0
2893941890237672320,97.39514814313084,-31.296780190037587,-1.2688311333934692,0.042231,5.525187411782993,0.04599504,0.6514206,16.587416,0.15028715552812258,0.041920114,,,239.49252102719765,-18.01634608508647,0.8703493,455,59,56,0,0,1.0
2893941890237672960,97.39233918425668,-31.295069466343296,-1.240028823073418,0.027839804,5.586336981278913,0.028652743,0.65750694,15.7253685,0.18068493801625485,0.027205538,,,239.48992781341386,-18.017960497602267,1.0274717,466,54,55,0,0,1.0
2893941890237674752,97.39183402201323,-31.296516216831634,-1.2920742480109224,0.029436406,5.526757369826915,0.030541783,1.000556,15.793376,0.23400661191448746,0.028556682,,,239.491180198846,-18.01888840912957,0.9988273,448,50,52,0,0,1.0
2893941890237675392,97.39088859569338,-31.29662396490701,-1.2462630400938717,0.03925343,5.472270768212031,0.03971352,0.68635464,16.4016,0.23195635180839017,0.03850664,,,239.49097703886179,-18.019680190992503,0.9920466,433,23,24,0,0,1.0
2893941890237675904,97.38917173374816,-31.295783104524915,-1.281934605627852,0.049764358,5.488603583609491,0.050125934,0.65608597,16.797745,0.19302280800961666,0.0491488,,,239.48959263794575,-18.020741379174677,1.0747873,441,54,50,0,0,1.0
2893941890237679488,97.39393237972142,-31.305740085577913,-1.2769623129114742,0.025036922,5.605219449340359,0.025153881,0.7509794,15.545487,0.24158772847020488,0.02414172,,,239.5009018812097,-18.020569903058025,0.959675,460,55,55,0,0,1.0
