source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,bp_rp,phot_g_mean_mag,parallax,parallax_error,radial_velocity,radial_velocity_error,l,b,ruwe,phot_g_n_obs,phot_bp_n_obs,phot_rp_n_obs,non_single_star,labels,prob
2942691315235410304,93.81765268920572,-18.565360172122872,-0.6302156615362781,0.042748492,1.895935961303433,0.05121334,0.64772797,16.656857,0.1612484646442486,0.04963976,,,225.89090338782233,-16.12697439900089,0.9416147,450,46,47,0,0,1.0
2941922928406484864,93.96837453635689,-18.75560425270444,-0.609590000934534,0.030480068,1.99581576090866,0.03750114,0.40325642,15.948645,0.23313505699247186,0.03560158,,,226.13204735629387,-16.073068995680917,1.003524,415,47,45,0,0,1.0
2941922962766216192,93.97574685170873,-18.744163236564585,-0.5857134722796596,0.030827153,1.9441830050795534,0.03763534,0.56066704,16.003437,0.22389906000788792,0.035454385,,,226.12408292992518,-16.06206630682544,1.0133867,429,49,47,0,0,1.0
2941922997125947136,94.00360175748624,-18.745939619148817,-0.5853374552359649,0.037893277,1.9964991758850155,0.047369808,0.622736,16.58923,0.18427666733247478,0.04482745,,,226.13684720063998,-16.0386472578909,0.9961569,474,51,51,0,0,1.0
2941923031485679872,94.01038330520755,-18.732734619563868,-0.5706261609072651,0.023235943,1.9967292391493574,0.029253392,0.62733364,15.202257,0.21798759293219275,0.025701603,,,226.12697216491324,-16.027442917995813,1.1029975,418,46,45,0,0,1.0
2941923649960954240,94.03378601450223,-18.691011990328086,-0.5583513762646583,0.048513755,2.0000866089629286,0.057549194,0.7051773,16.984562,0.23548278974610304,0.057109147,,,226.09656861461,-15.990321120235238,0.98115313,457,45,42,0,0,1.0
2941932991511094016,93.86048817258937,-18.76743496651819,-0.5622998197993075,0.030702606,1.9584379865241144,0.042876907,0.54710007,16.034609,0.19835801898225336,0.03817814,,,226.10045343934232,-16.171324648889602,0.98305595,410,44,41,0,0,1.0
2941932995809856640,93.86218639797666,-18.773147093449154,-0.575614522099204,0.019039422,1.9650755289047908,0.026074018,0.6350546,14.967374,0.19272894297905757,0.023333268,,,226.1065713474902,-16.17215433868373,0.9348337,415,44,47,0,0,1.0
2941933064529319808,93.93255291956622,-18.780141354576273,-0.5424412370511178,0.038979597,1.969478426766677,0.050071158,0.6011152,16.369915,0.18825678974873097,0.04519245,,,226.14118449572524,-16.114000140853676,1.0204186,403,43,40,0,0,1.0
2941933098889065472,93.90276429213577,-18.781310241203762,-0.5814165756542435,0.010784513,1.9831792405631354,0.015459565,1.9932079,10.775774,0.22237199898798216,0.013819316,92.029526,0.14977275,226.13046592826757,-16.14028188529588,1.0116073,414,39,39,0,0,1.0
