source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,bp_rp,phot_g_mean_mag,parallax,parallax_error,radial_velocity,radial_velocity_error,l,b,ruwe,phot_g_n_obs,phot_bp_n_obs,phot_rp_n_obs,non_single_star,labels,prob,rradec
2941933442486435328,93.916230771162,-18.746297108005162,-0.6242250119747301,0.02169038,2.0194888337481203,0.03029925,0.6317625,15.230216,0.20661368873507593,0.027338048,,,226.10246045718588,-16.11449989422007,1.0393214,394,37,37,0,0,1.0,0.09053413843922282
2941933476846171008,93.91795939398092,-18.73612354998354,-0.6004411791567724,0.030288676,1.892760264971443,0.041953538,0.55277824,16.01041,0.1387793537120848,0.038111527,,,226.09345687511228,-16.108899945606037,0.9680694,399,44,43,0,0,1.0,0.08149592688596329
2941933511205914368,93.89944477685194,-18.740699858310435,-0.5746833054139056,0.03023068,1.9851149265350951,0.040640354,0.63221645,15.869476,0.16617381393358824,0.03680291,,,226.09045782391286,-16.12679006594356,0.996545,385,39,39,0,0,1.0,0.08139253132746563
2941933545565649408,93.91003654493908,-18.73503225720707,-0.5754490015206286,0.027078634,1.909844549100707,0.03798657,0.52587223,15.716668,0.2108973334644809,0.03473268,,,226.08926841646485,-16.115326004296165,1.0665902,410,48,48,0,0,1.0,0.07796399287773913
2941934129680940800,93.86093085315203,-18.74733062578997,-0.6217036355793464,0.04926272,1.9578633629600177,0.06633442,0.6810341,16.915812,0.26971626177191466,0.06011796,,,226.08147163243294,-16.162840225960668,1.0146861,422,45,41,0,0,1.0,0.09169169079417634
2941934198400415488,93.85318014799172,-18.73527787845997,-0.5295600642235789,0.04469274,1.9387681674741444,0.060257796,0.64443207,16.67749,0.12509812411506852,0.057972554,,,226.0669073229314,-16.16470041747874,0.9859322,375,40,39,0,0,1.0,0.08330986360419715
2941934228461726208,93.87142018751635,-18.737100650500565,-0.6032900746677123,0.039061677,1.9629282069329674,0.05310811,0.62423515,16.547,0.17816714331961064,0.05001231,,,226.0758921425394,-16.14962663378216,1.0163605,407,43,42,0,0,1.0,0.07905180639417296
2941934232760150656,93.86528013393344,-18.726646634773374,-0.6050750334932222,0.02474138,1.883449852951138,0.032335,0.5650368,15.43396,0.19015715408080155,0.030341743,,,226.06349179845,-16.15073446958104,1.0074173,383,38,39,0,0,1.0,0.07069891063400302
2941934267119886080,93.88300993857337,-18.727301913607416,-0.5444867596260907,0.058202744,2.1252667038682485,0.07623441,0.70430946,17.176588,0.22860030772658657,0.07443798,,,226.0711626518294,-16.135632159396927,0.9864597,391,40,41,0,0,1.0,0.0675583553271896
2941934297181238400,93.89832887605587,-18.715151139029274,-0.5527719645535538,0.036749557,1.9982962475580572,0.04954484,0.6015787,16.332039,0.1637661021281201,0.046079814,,,226.06567710481687,-16.117456177468757,0.9420106,393,40,38,0,0,1.0,0.05595933312984438
2941934301479618944,93.89907189979975,-18.7198252984379,-0.6378124003047686,0.025040513,1.9931874132501235,0.032638676,0.547204,15.534976,0.1742608112885343,0.029778814,,,226.07042480478594,-16.118696978691766,1.0039858,423,46,44,0,0,1.0,0.06069185194472812
2941934335839359488,93.88718533533897,-18.719948709678842,-0.49330846158923014,0.011751385,2.0614246482722054,0.015385963,1.1263056,13.619987,0.21681178063610915,0.01427075,93.7461,1.8982568,226.06581731445115,-16.12904881683362,1.0311638,393,44,43,0,0,1.0,0.05997445070062681
2941934335839359744,93.88084608196306,-18.71566624125783,-0.6110786436854948,0.0134959705,1.9908728032242633,0.017626325,1.7435694,11.250575,0.24814997836918903,0.016505811,92.936386,0.21779653,226.05921781669997,-16.132816549873777,1.1498908,404,46,47,0,0,1.0,0.056243100333712076
2941934335839360384,93.8788363487262,-18.716626517833063,-0.6384546200646266,0.05734208,2.000996915356745,0.07512458,0.7365551,17.169703,0.20832188369794316,0.073141985,,,226.05933372317537,-16.134945607822306,0.97176594,374,20,20,0,0,1.0,0.05750995908243949
2941934335839360640,93.8778989438037,-18.716576018029507,-0.32349207042626454,0.018873416,1.7020921295576124,0.027003856,0.5982485,14.799926,0.24391872685144572,0.023758866,,,226.05891298912513,-16.135737725886088,1.0526721,315,43,45,0,0,1.0,0.05763124069765124
2941934335839363328,93.87735719467064,-18.72417560880253,-0.5468539004507865,0.032602567,1.9010574144432326,0.039729223,0.5692234,15.7841835,0.1896618502797389,0.037042383,,,226.06593756368656,-16.13927105204091,1.00096,321,41,40,0,0,1.0,0.06520147269093696
2941934370199092864,93.89079221943128,-18.703137880397584,-0.5629326325107566,0.011422615,1.9565933936319664,0.015573026,1.1600533,13.571303,0.20920217231777558,0.013949768,93.37526,3.1378632,226.05123771432434,-16.119144040550673,1.0471536,389,33,27,0,0,1.0,0.043183087811770375
2941934370199093504,93.89950004333186,-18.711453334150704,-0.5323690596069103,0.07031182,2.1902435406132814,0.0926634,0.7607174,17.557676,0.2661394357376613,0.09081928,,,226.06262047071107,-16.11494996269575,0.98764,400,43,38,0,0,1.0,0.05254299393471352
2941934370199096192,93.88283149783685,-18.707985764688246,-0.5649234385660081,0.029855955,1.9654706275370515,0.04125797,0.5502367,15.846712,0.19733775482480748,0.03823686,,,226.0526905692532,-16.12799892878285,1.0310056,379,41,40,0,0,1.0,0.04836583405560977
2941934404558846336,93.84610739174055,-18.730795832855577,-0.5817703571861607,0.01126448,1.9397546143583353,0.013870699,1.258338,13.469462,0.20194908535747144,0.0134646185,95.18011,3.9986193,226.0598259816421,-16.169024211020197,1.0056973,391,45,43,0,0,1.0,0.08270801511029217
2941934404558848384,93.84530467302227,-18.740497635768584,-0.7163323324403661,0.022073038,1.867755035477869,0.029640783,0.6591654,15.250695,0.18193746142093772,0.028025692,,,226.06875199800066,-16.173629559321782,0.98708415,405,47,44,0,0,1.0,0.09153014641337714
2941934507638059392,93.8388932339737,-18.714002266279646,-0.5302229790215092,0.04072428,1.9038870527911642,0.0484681,0.5881567,16.307775,0.1974355877079839,0.04502295,,,226.04095669566942,-16.168508953631004,1.0533738,413,43,42,0,0,1.0,0.07357790322595097
2941934541997789824,93.87472483395173,-18.710430165481252,-0.5096427884877948,0.035681516,1.9841729885619686,0.04769169,0.5727892,16.176332,0.20529890727806194,0.042848837,,,226.05179635217002,-16.136011010682676,1.0223294,386,44,44,0,0,1.0,0.052377299967034226
2941934541997791360,93.86865655482652,-18.710351526218144,-0.46028332779104575,0.043982763,2.1171986344091818,0.05963236,0.64001465,16.617514,0.2529470465832515,0.055763986,,,226.04930909848693,-16.141239055332903,0.9945737,395,37,38,0,0,1.0,0.05425770519928079
2941934541997791488,93.864176941408,-18.707460918386705,-0.18665128185250415,0.049333416,1.5755142238023832,0.06523006,0.7091503,16.924057,0.16299193621173474,0.0615531,,,226.0447744514047,-16.143956484190568,0.96243715,431,48,49,0,0,1.0,0.053500202701225436
2941934541997794176,93.86571139245042,-18.71671220178757,-0.5890168516765988,0.025250241,1.8893981533119615,0.035567697,0.6171608,15.408747,0.1587895082113781,0.031861704,,,226.0541982183004,-16.146356068611766,1.0522382,366,41,40,0,0,1.0,0.061258757199930194
2941934576357523200,93.87808214099574,-18.693466229696025,-0.6175919712310586,0.028026521,1.9302264923710855,0.035737585,0.5764704,15.6840725,0.1698234897316945,0.03455448,,,226.03697121693872,-16.12626067627157,0.99884,417,47,42,0,0,1.0,0.035162711925587564
2941934576357525632,93.87863315007334,-18.701520667217284,-0.6170101402867679,0.025394535,1.9209462177773442,0.0357326,0.5739479,15.561914,0.2665376546234513,0.032808736,,,226.04486278974215,-16.129031016583284,1.07701,405,43,41,0,0,1.0,0.04276504695820581
2941934576357526784,93.87113793500662,-18.700318427563907,-0.5330741825963918,0.047667544,1.9016849235627091,0.06276619,0.6740856,16.846806,0.17706602744484454,0.06000201,,,226.04073748983166,-16.135043012423193,1.0011197,424,47,42,0,0,1.0,0.044045646684955156
2941934984375986688,93.9445031082637,-18.72740829776078,-0.5985776558831418,0.065417506,1.911824472557655,0.087369666,0.711853,17.517748,0.24593993292976954,0.08237572,,,226.09570762627166,-16.082382292320005,0.9898492,420,44,41,0,0,1.0,0.08740549977494656
2941934988674649728,93.93903594467973,-18.72640977149774,-0.5750229710571961,0.010358373,1.9042581436465251,0.01401401,1.197381,13.440134,0.19900344085319538,0.012248723,92.04063,1.549828,226.09258323552316,-16.086717432160516,1.028138,445,49,48,0,0,1.0,0.08323236128682036
2941935023034388608,93.92965480205909,-18.719078502319505,-0.5599953858622367,0.022170873,1.9143882416291802,0.03074242,0.61217594,15.414809,0.18657153377031832,0.02756454,,,226.08187167834558,-16.091890496359845,1.001524,437,44,46,0,0,1.0,0.07179344396135674
2941935057394122880,93.92829980270118,-18.70837826277317,-0.551184315469213,0.032596067,2.047888576676436,0.042158093,0.62671566,16.052254,0.18770960980642273,0.03798729,,,226.07114252562224,-16.088748874410275,0.9790329,402,41,39,0,0,1.0,0.062415826077568994
2941935121817185152,93.96310145953326,-18.70110558610616,-0.5506418404391956,0.033713862,1.8200596086375433,0.04109164,0.66543865,16.125498,0.15515727439735885,0.038947683,,,226.0780572822531,-16.055652965656442,1.0187002,419,44,43,0,0,1.0,0.08485771135142471
2941935190534486400,93.9554466819462,-18.686352207828165,-0.6148750261038002,0.05426439,2.0851121408482127,0.067131676,0.7455406,17.070986,0.20664897395553453,0.063320845,,,226.06096574502456,-16.05633377469433,1.0037838,420,46,46,0,0,1.0,0.07160734326319419
2941935504070704256,93.97516023069572,-18.686181194930818,-0.6405227645602037,0.033975635,1.9417497674470596,0.04258808,0.5842724,16.254354,0.17977153373570665,0.04005636,,,226.06864532407693,-16.039178804437263,0.98092574,433,44,46,0,0,1.0,0.09017956850925826
2941935778948361856,93.9059414795452,-18.70670157666656,-0.6405780253557397,0.0345326,1.9616162694471593,0.04553161,0.57155323,16.21166,0.19962375246653674,0.044145897,,,226.0606555382129,-16.107450723726302,1.0190225,409,47,46,0,0,1.0,0.04972758584179253
2941935778948633088,93.91447966341572,-18.70749988116328,-0.6315449367745978,0.025768748,2.110029353298546,0.034597203,0.5434561,15.575649,0.23615214981341623,0.030409452,,,226.06481075197811,-16.100372492000563,1.0020163,409,46,44,0,0,1.0,0.05396790172952128
