source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,bp_rp,phot_g_mean_mag,parallax,parallax_error,radial_velocity,radial_velocity_error,l,b,ruwe,phot_g_n_obs,phot_bp_n_obs,phot_rp_n_obs,labels,prob,rs
2941938905684567168,93.75966199266121,-18.629633146664847,-0.6034310954804558,0.025122741,1.9707221595495366,0.032359198,0.5980339,15.529215,0.22543925310257695,0.0304695,,,225.9290533160589,-16.20319309723185,0.9753947,433,49,47,0,1.0,0.03183127398601165
2941938905684568576,93.74975661726265,-18.630584554207733,-0.6240253442618021,0.048189744,1.9159623891159623,0.06150534,0.75997734,16.842415,0.19632910744392784,0.056753594,,,225.92601957775616,-16.21216650368759,0.9846598,417,47,48,0,1.0,0.06148008658609042
2941939043123513856,93.77646094361309,-18.618890881608824,-0.6328047144302674,0.09397539,1.9767716001717481,0.12344507,0.8629093,18.027716,0.3124895070903481,0.1125717,,,225.92550044392607,-16.184293957405913,0.965745,444,42,46,0,1.0,0.06096352204960304
2941939111842978560,93.8788557650285,-18.670891387425502,-0.5449500626970801,0.029794723,1.966924937503098,0.039007425,0.56908226,15.846757,0.23844761925740435,0.036480963,,,226.01577593937537,-16.1164852874073,0.93882036,396,42,38,0,1.0,0.03353645841480242
2941939146202721792,93.84898193987694,-18.659502803999796,-0.5014535690269455,0.038916647,1.9521190592877655,0.049214534,0.5936527,16.349693,0.2742258205921935,0.046917066,,,225.99304475901954,-16.13779016575454,1.040724,430,46,47,0,1.0,0.0746599093898646
2941939180562449792,93.87234422169851,-18.652886859754105,-0.6421316768400479,0.029313035,1.9163114966010344,0.03646197,0.54058456,15.80959,0.25588793599232873,0.034481525,,,225.99603702800448,-16.114867396456884,0.99585885,424,46,48,0,1.0,0.07627070902163001
2941939180562450816,93.87068631865071,-18.652754420894002,-0.5945017678991146,0.010970478,1.9414440995993871,0.01432044,1.1626177,13.49888,0.20301094493943225,0.013001167,92.61655,2.0213404,225.99525127341232,-16.11625129511092,1.0773691,445,48,47,0,1.0,0.022548662139430138
2941939214922181632,93.88961537982172,-18.646581268011047,-0.6096585660686674,0.04096174,1.9198889858931412,0.05170109,0.6030464,16.320158,0.14226597903152627,0.047424708,,,225.99690378765402,-16.097350080171978,1.0597252,404,41,42,0,1.0,0.04818409369136172
2941939214922183296,93.89304962575642,-18.654340064123296,-0.5779319475626071,0.03565297,1.8855387837926065,0.045217115,0.58852196,16.170572,0.1873933751236181,0.041756198,,,226.00565916391454,-16.097503425789668,1.0370992,439,50,47,0,1.0,0.0689295319233495
2941939214922185344,93.88492674957018,-18.65454448585559,-0.5967422521903799,0.04153226,1.924766100074392,0.053166438,0.6214695,16.527777,0.16320847524195667,0.0498758,,,226.0026219279643,-16.10462782536475,0.9556421,434,48,47,0,1.0,0.03616324689406539
2941939249281912448,93.90030361850873,-18.636777252554065,-0.5220530663140815,0.02191889,2.00452804844363,0.027630165,1.1069403,15.159233,0.20781159167073898,0.025142657,,,225.99182123782276,-16.084127490537995,1.0451245,436,45,47,0,1.0,0.07366880439270491
2941939249281915008,93.89983340585675,-18.64241713322172,-0.541025517739772,0.030734101,1.9036138733117869,0.039644863,0.55790424,15.912602,0.19715090963858956,0.03744542,,,225.99700456832224,-16.086811215736812,0.9298118,410,43,42,0,1.0,0.06174352949118489
2941939283641659904,93.87681509738282,-18.640003236060522,-0.5534168173133,0.011174802,1.9588183154375736,0.01463553,1.2651663,13.373675,0.224511249397681,0.013508847,93.82532,1.6010219,225.98554560690133,-16.105793337713763,1.0668209,446,51,50,0,1.0,0.023078935139225244
2941939283641663104,93.86776586863806,-18.642879620537638,-0.5945699286807435,0.021334244,1.9739661706036926,0.027144196,0.59076977,15.189748,0.19110621956590756,0.025374562,,,225.9846841356711,-16.114799466815953,1.0123571,435,48,45,0,1.0,0.026890850300792083
2941939313703193472,93.88179080229607,-18.632701360581642,-0.5576770552845576,0.061070126,1.9535332991815326,0.07703383,0.71367455,17.260157,0.15409119611923627,0.072707996,,,225.98057193082806,-16.098533018213182,0.99067444,402,42,43,0,1.0,0.01842272616838144
2941939318001389568,93.89085966375278,-18.63074650347615,-0.5668943329145215,0.028584264,1.9437362280041652,0.036166877,0.5937929,15.742387,0.22192212263509203,0.03323452,,,225.98231980270623,-16.08988138461139,1.0349914,436,46,47,0,1.0,0.014105650322487244
2941939352361148672,93.85096807760344,-18.652714878051995,-0.5590527634818667,0.05153329,2.001802361471185,0.06686446,0.7108822,17.021725,0.2070912397617097,0.06229709,,,225.9873688199741,-16.133330463059437,0.978832,464,51,50,0,1.0,0.050326032230433006
2941939386717322624,93.85897212246734,-18.643037942085883,-0.5231271683659167,0.031589203,1.93508909246343,0.03948081,0.57042027,15.974694,0.1999804536227678,0.03782193,,,225.9813358633737,-16.122487506653773,0.9874561,437,46,46,0,1.0,0.05637644034511013
2941939386720879616,93.86242042096099,-18.64377555761144,-0.554043051671586,0.04147353,1.8884225099111227,0.054435246,0.63718796,16.587017,0.14106513103090754,0.051861003,,,225.98341048789007,-16.11979539643303,1.0125273,447,45,44,0,1.0,0.0696007204583171
2941939386720881536,93.85714343934099,-18.643782017067597,-0.5454067543202252,0.028471578,1.9635492415798534,0.036839534,0.49648666,15.846999,0.1769117158960297,0.034355737,,,225.9813169628132,-16.124373151423004,1.0287671,457,49,48,0,1.0,0.03199373102019989
2941939386720881920,93.8514726245047,-18.640137507421624,-0.5929112253228633,0.027392974,1.9642000545698821,0.032847904,0.58278084,15.529348,0.19023373029439342,0.029837525,,,225.97558917498384,-16.12781962168314,0.9123255,431,49,47,0,1.0,0.01945699042258357
