Chi,Age,Av,ModDist
33.45650504613593,9.2,0.29000000000000015,12.0
25.572148190720505,9.3,0.15,12.0
25.992914210026335,9.3,0.16,12.0
26.429813948053585,9.3,0.17,12.0
26.900966856296524,9.3,0.18000000000000002,12.0
27.4533947734287,9.3,0.19000000000000003,12.0
27.943211020954003,9.3,0.20000000000000004,12.0
28.54270139464679,9.3,0.21000000000000005,12.0
29.078713992703243,9.3,0.22000000000000006,12.0
29.662156058421445,9.3,0.23000000000000007,12.0
30.262881456619493,9.3,0.24000000000000007,12.0
30.865693337789647,9.3,0.2500000000000001,12.0
31.600165464558547,9.3,0.2600000000000001,12.0
32.33288288047089,9.3,0.27000000000000013,12.0
33.15348526609112,9.3,0.28000000000000014,12.0
33.98081693335017,9.3,0.29000000000000015,12.0
25.372477402752704,9.4,0.15,12.0
25.938697246775163,9.4,0.16,12.0
26.532103148496194,9.4,0.17,12.0
26.865022609729557,9.4,0.18000000000000002,12.0
27.336381845028995,9.4,0.19000000000000003,12.0
28.202136744133888,9.4,0.20000000000000004,12.0
28.86681413155079,9.4,0.21000000000000005,12.0
29.460483727631143,9.4,0.22000000000000006,12.0
30.134410055956312,9.4,0.23000000000000007,12.0
30.942841339941833,9.4,0.24000000000000007,12.0
31.875839070001064,9.4,0.2500000000000001,12.0
32.76487231188784,9.4,0.2600000000000001,12.0
33.57445257311199,9.4,0.27000000000000013,12.0
34.41331797501708,9.4,0.28000000000000014,12.0
35.46945484690744,9.4,0.29000000000000015,12.0
58.44718678966041,8.9,0.15,12.01
57.93968416766768,8.9,0.16,12.01
57.473181394700916,8.9,0.17,12.01
56.969698448020566,8.9,0.18000000000000002,12.01
56.63835921171875,8.9,0.19000000000000003,12.01
56.28097437784361,8.9,0.20000000000000004,12.01
55.90816722929538,8.9,0.21000000000000005,12.01
55.48077223980728,8.9,0.22000000000000006,12.01
55.18107251991808,8.9,0.23000000000000007,12.01
55.00127176172087,8.9,0.24000000000000007,12.01
54.75051502588296,8.9,0.2500000000000001,12.01
54.56150367805498,8.9,0.2600000000000001,12.01
54.381665725699214,8.9,0.27000000000000013,12.01
54.23779373586998,8.9,0.28000000000000014,12.01
54.1387659435309,8.9,0.29000000000000015,12.01
37.5481315082385,9.0,0.15,12.01
37.38116648479871,9.0,0.16,12.01
37.2600311444116,9.0,0.17,12.01
36.85748425380913,9.0,0.18000000000000002,12.01
36.799433780183264,9.0,0.19000000000000003,12.01
36.77545080205851,9.0,0.20000000000000004,12.01
35.86120913383887,9.0,0.21000000000000005,12.01
35.92738885472184,9.0,0.22000000000000006,12.01
36.06238476627378,9.0,0.23000000000000007,12.01
36.202774820488145,9.0,0.24000000000000007,12.01
36.371107720326286,9.0,0.2500000000000001,12.01
36.572095149817905,9.0,0.2600000000000001,12.01
36.79647084687378,9.0,0.27000000000000013,12.01
37.05781563659913,9.0,0.28000000000000014,12.01
37.34454574891961,9.0,0.29000000000000015,12.01
28.42635865443842,9.1,0.15,12.01
28.611006534670967,9.1,0.16,12.01
28.821321335002448,9.1,0.17,12.01
29.055089492283447,9.1,0.18000000000000002,12.01
29.45395286643404,9.1,0.19000000000000003,12.01
29.75662748807379,9.1,0.20000000000000004,12.01
30.066294745665534,9.1,0.21000000000000005,12.01
30.417944083042105,9.1,0.22000000000000006,12.01
30.78161851545976,9.1,0.23000000000000007,12.01
31.163346060600247,9.1,0.24000000000000007,12.01
31.60051542564001,9.1,0.2500000000000001,12.01
32.084443708729204,9.1,0.2600000000000001,12.01
32.5565365540649,9.1,0.27000000000000013,12.01
33.06873725261603,9.1,0.28000000000000014,12.01
33.59816066419127,9.1,0.29000000000000015,12.01
26.22632944180854,9.2,0.15,12.01
26.53694936296511,9.2,0.16,12.01
26.864278061216158,9.2,0.17,12.01
27.21821058791041,9.2,0.18000000000000002,12.01
27.596949284426948,9.2,0.19000000000000003,12.01
28.001295919127713,9.2,0.20000000000000004,12.01
28.427234327510526,9.2,0.21000000000000005,12.01
28.892541755459433,9.2,0.22000000000000006,12.01
29.38927493269784,9.2,0.23000000000000007,12.01
29.916394564888538,9.2,0.24000000000000007,12.01
30.46999449280153,9.2,0.2500000000000001,12.01
31.05174308027962,9.2,0.2600000000000001,12.01
31.670521101043658,9.2,0.27000000000000013,12.01
32.306415527825415,9.2,0.28000000000000014,12.01
32.95148181109922,9.2,0.29000000000000015,12.01
25.183842860972195,9.3,0.15,12.01
25.57597430094975,9.3,0.16,12.01
26.035830098148747,9.3,0.17,12.01
26.52590062103565,9.3,0.18000000000000002,12.01
26.98060338640636,9.3,0.19000000000000003,12.01
27.54140928251197,9.3,0.20000000000000004,12.01
28.043004871644797,9.3,0.21000000000000005,12.01
28.59113235065087,9.3,0.22000000000000006,12.01
29.15567444950476,9.3,0.23000000000000007,12.01
29.76765334774296,9.3,0.24000000000000007,12.01
30.421094902610903,9.3,0.2500000000000001,12.01
31.21276600844254,9.3,0.2600000000000001,12.01
31.912867515316513,9.3,0.27000000000000013,12.01
32.72522259565114,9.3,0.28000000000000014,12.01
33.48890943239449,9.3,0.29000000000000015,12.01
24.968417990725804,9.4,0.15,12.01
25.52265611248119,9.4,0.16,12.01
25.809905563948004,9.4,0.17,12.01
26.269991208499537,9.4,0.18000000000000002,12.01
27.095877667423842,9.4,0.19000000000000003,12.01
27.727280448946384,9.4,0.20000000000000004,12.01
28.28783543364855,9.4,0.21000000000000005,12.01
28.929871091447275,9.4,0.22000000000000006,12.01
29.70045743043671,9.4,0.23000000000000007,12.01
30.59165405745624,9.4,0.24000000000000007,12.01
31.44002230867308,9.4,0.2500000000000001,12.01
32.21597650708571,9.4,0.2600000000000001,12.01
33.02228656161363,9.4,0.27000000000000013,12.01
33.986309280719404,9.4,0.28000000000000014,12.01
35.018742983318575,9.4,0.29000000000000015,12.01
57.63103209379606,8.9,0.15,12.02
57.07782661374815,8.9,0.16,12.02
56.59185153660171,8.9,0.17,12.02
56.22994161142739,8.9,0.18000000000000002,12.02
55.83338182886534,8.9,0.19000000000000003,12.02
55.43709243747548,8.9,0.20000000000000004,12.02
54.97693055105616,8.9,0.21000000000000005,12.02
54.72224497626106,8.9,0.22000000000000006,12.02
54.446890867077144,8.9,0.23000000000000007,12.02
54.154258142132896,8.9,0.24000000000000007,12.02
53.919959500631705,8.9,0.2500000000000001,12.02
53.72333290667303,8.9,0.2600000000000001,12.02
53.54844836419571,8.9,0.27000000000000013,12.02
53.41713683276246,8.9,0.28000000000000014,12.02
53.30987312734751,8.9,0.29000000000000015,12.02
36.90839433197042,9.0,0.15,12.02
36.75602637312304,9.0,0.16,12.02
36.607888083748584,9.0,0.17,12.02
36.50125755753014,9.0,0.18000000000000002,12.02
36.15522170675768,9.0,0.19000000000000003,12.02
36.14380931216048,9.0,0.20000000000000004,12.02
36.163206559431536,9.0,0.21000000000000005,12.02
35.3193134732157,9.0,0.22000000000000006,12.02
35.431038679907914,9.0,0.23000000000000007,12.02
35.56708437678741,9.0,0.24000000000000007,12.02
35.735551359840954,9.0,0.2500000000000001,12.02
35.927918032975,9.0,0.2600000000000001,12.02
36.15664937853001,9.0,0.27000000000000013,12.02
36.41307578883435,9.0,0.28000000000000014,12.02
36.702323937720884,9.0,0.29000000000000015,12.02
28.008155169409925,9.1,0.15,12.02
28.185869679128448,9.1,0.16,12.02
28.36888631807162,9.1,0.17,12.02
28.758670809523977,9.1,0.18000000000000002,12.02
29.026669124632654,9.1,0.19000000000000003,12.02
29.306740701891638,9.1,0.20000000000000004,12.02
29.636155860345735,9.1,0.21000000000000005,12.02
29.956573531401308,9.1,0.22000000000000006,12.02
30.3043876371232,9.1,0.23000000000000007,12.02
30.707990792132847,9.1,0.24000000000000007,12.02
31.1609961571453,9.1,0.2500000000000001,12.02
31.599072982965755,9.1,0.2600000000000001,12.02
32.07894658751782,9.1,0.27000000000000013,12.02
32.57222714768669,9.1,0.28000000000000014,12.02
33.11417650637696,9.1,0.29000000000000015,12.02
25.864668623830383,9.2,0.15,12.02
26.15094321374395,9.2,0.16,12.02
26.46663985912121,9.2,0.17,12.02
26.815225947056213,9.2,0.18000000000000002,12.02
27.19244439216294,9.2,0.19000000000000003,12.02
27.597500593587355,9.2,0.20000000000000004,12.02
28.023852956922894,9.2,0.21000000000000005,12.02
28.48197715881676,9.2,0.22000000000000006,12.02
28.972527345284092,9.2,0.23000000000000007,12.02
29.485872637656172,9.2,0.24000000000000007,12.02
30.033059269768813,9.2,0.2500000000000001,12.02
30.607919912460122,9.2,0.2600000000000001,12.02
31.196525150425916,9.2,0.27000000000000013,12.02
31.81857875846567,9.2,0.28000000000000014,12.02
32.47721798314672,9.2,0.29000000000000015,12.02
24.774424077471473,9.3,0.15,12.02
25.220930163136583,9.3,0.16,12.02
25.64968894336551,9.3,0.17,12.02
26.091753302207128,9.3,0.18000000000000002,12.02
26.59218465649743,9.3,0.19000000000000003,12.02
27.058931982230916,9.3,0.20000000000000004,12.02
27.572150651791222,9.3,0.21000000000000005,12.02
28.097725605897885,9.3,0.22000000000000006,12.02
28.67750180832926,9.3,0.23000000000000007,12.02
29.294526830067664,9.3,0.24000000000000007,12.02
30.048362424551126,9.3,0.2500000000000001,12.02
30.720686081493646,9.3,0.2600000000000001,12.02
31.487030086708163,9.3,0.27000000000000013,12.02
32.21373947054981,9.3,0.28000000000000014,12.02
32.97997728144937,9.3,0.29000000000000015,12.02
24.56322222027459,9.4,0.15,12.02
24.77039022692566,9.4,0.16,12.02
25.255073724824385,9.4,0.17,12.02
26.039272366986914,9.4,0.18000000000000002,12.02
26.6241739456559,9.4,0.19000000000000003,12.02
27.160953934786406,9.4,0.20000000000000004,12.02
27.774169517250858,9.4,0.21000000000000005,12.02
28.50723068089476,9.4,0.22000000000000006,12.02
29.36241489401198,9.4,0.23000000000000007,12.02
30.09485212993543,9.4,0.24000000000000007,12.02
30.901874596371872,9.4,0.2500000000000001,12.02
31.690250337137503,9.4,0.2600000000000001,12.02
32.6122089712042,9.4,0.27000000000000013,12.02
33.58656458714329,9.4,0.28000000000000014,12.02
34.58581611193319,9.4,0.29000000000000015,12.02
56.7808771941687,8.9,0.15,12.03
56.342574976674676,8.9,0.16,12.03
55.87214223879058,8.9,0.17,12.03
55.43056433518142,8.9,0.18000000000000002,12.03
55.01659305436103,8.9,0.19000000000000003,12.03
54.52192563459778,8.9,0.20000000000000004,12.03
54.24023411416608,8.9,0.21000000000000005,12.03
53.93547049438211,8.9,0.22000000000000006,12.03
53.608161136769496,8.9,0.23000000000000007,12.03
53.3428391632974,8.9,0.24000000000000007,12.03
53.11520381035062,8.9,0.2500000000000001,12.03
52.90744704634411,8.9,0.2600000000000001,12.03
52.74158915254727,8.9,0.27000000000000013,12.03
52.604655812970776,8.9,0.28000000000000014,12.03
52.49729372929991,8.9,0.29000000000000015,12.03
36.3021275212968,9.0,0.15,12.03
36.12068835221783,9.0,0.16,12.03
35.98048502976021,9.0,0.17,12.03
35.868080520580634,9.0,0.18000000000000002,12.03
35.54407434891465,9.0,0.19000000000000003,12.03
35.53525382111578,9.0,0.20000000000000004,12.03
35.54059062427559,9.0,0.21000000000000005,12.03
34.70967418469531,9.0,0.22000000000000006,12.03
34.8118055957039,9.0,0.23000000000000007,12.03
34.94951517051548,9.0,0.24000000000000007,12.03
35.109673748247765,9.0,0.2500000000000001,12.03
35.304691926132094,9.0,0.2600000000000001,12.03
35.531957388603615,9.0,0.27000000000000013,12.03
35.78513258313963,9.0,0.28000000000000014,12.03
36.065511796333865,9.0,0.29000000000000015,12.03
27.60169270185222,9.1,0.15,12.03
27.924739920410627,9.1,0.16,12.03
28.123120342833857,9.1,0.17,12.03
28.348710417759502,9.1,0.18000000000000002,12.03
28.60399031836248,9.1,0.19000000000000003,12.03
28.892807819258916,9.1,0.20000000000000004,12.03
29.161712307653147,9.1,0.21000000000000005,12.03
29.497312855533597,9.1,0.22000000000000006,12.03
29.866954068917295,9.1,0.23000000000000007,12.03
30.285550734920914,9.1,0.24000000000000007,12.03
30.68898028299254,9.1,0.2500000000000001,12.03
31.134273026713778,9.1,0.2600000000000001,12.03
31.58728177571353,9.1,0.27000000000000013,12.03
32.11267840373831,9.1,0.28000000000000014,12.03
32.62807105111853,9.1,0.29000000000000015,12.03
25.487916068499977,9.2,0.15,12.03
25.771249759841144,9.2,0.16,12.03
26.08079176763923,9.2,0.17,12.03
26.43047829124419,9.2,0.18000000000000002,12.03
26.798303205330413,9.2,0.19000000000000003,12.03
27.189367848209788,9.2,0.20000000000000004,12.03
27.612192005984955,9.2,0.21000000000000005,12.03
28.066919139598223,9.2,0.22000000000000006,12.03
28.547314538281952,9.2,0.23000000000000007,12.03
29.060840687113092,9.2,0.24000000000000007,12.03
29.596391694798207,9.2,0.2500000000000001,12.03
30.150960037065317,9.2,0.2600000000000001,12.03
30.737075708318024,9.2,0.27000000000000013,12.03
31.36637715119315,9.2,0.28000000000000014,12.03
32.017342073746036,9.2,0.29000000000000015,12.03
24.454164188289713,9.3,0.15,12.03
24.824977700582956,9.3,0.16,12.03
25.243249885210158,9.3,0.17,12.03
25.694459087244773,9.3,0.18000000000000002,12.03
26.1286561515746,9.3,0.19000000000000003,12.03
26.60340614560798,9.3,0.20000000000000004,12.03
27.096683663873314,9.3,0.21000000000000005,12.03
27.637561528123808,9.3,0.22000000000000006,12.03
28.21950118987109,9.3,0.23000000000000007,12.03
28.93495337231746,9.3,0.24000000000000007,12.03
29.573200115189167,9.3,0.2500000000000001,12.03
30.301673261662067,9.3,0.2600000000000001,12.03
30.991556164812422,9.3,0.27000000000000013,12.03
31.72091319093317,9.3,0.28000000000000014,12.03
32.525812442594024,9.3,0.29000000000000015,12.03
23.793076297629774,9.4,0.15,12.03
24.289605653341827,9.4,0.16,12.03
25.032159288524014,9.4,0.17,12.03
25.581994205855164,9.4,0.18000000000000002,12.03
26.08691896166656,9.4,0.19000000000000003,12.03
26.667744844911034,9.4,0.20000000000000004,12.03
27.367694242786456,9.4,0.21000000000000005,12.03
28.176650408131504,9.4,0.22000000000000006,12.03
28.87064062068326,9.4,0.23000000000000007,12.03
29.63999064704239,9.4,0.24000000000000007,12.03
30.389548061989686,9.4,0.2500000000000001,12.03
31.268765765922048,9.4,0.2600000000000001,12.03
32.208954830102755,9.4,0.27000000000000013,12.03
33.16800662905812,9.4,0.28000000000000014,12.03
34.2051304662957,9.4,0.29000000000000015,12.03
56.066870585546184,8.9,0.15,12.04
55.56460913580588,8.9,0.16,12.04
55.09033121019454,8.9,0.17,12.04
54.64459116924506,8.9,0.18000000000000002,12.04
54.10363711104962,8.9,0.19000000000000003,12.04
53.81899743014167,8.9,0.20000000000000004,12.04
53.4633972328267,8.9,0.21000000000000005,12.04
53.11135197622212,8.9,0.22000000000000006,12.04
52.81611687739408,8.9,0.23000000000000007,12.04
52.55611601241119,8.9,0.24000000000000007,12.04
52.31728608351265,8.9,0.2500000000000001,12.04
52.12033499550811,8.9,0.2600000000000001,12.04
51.95018085584753,8.9,0.27000000000000013,12.04
51.83622266631397,8.9,0.28000000000000014,12.04
51.69286450311216,8.9,0.29000000000000015,12.04
35.684428640565265,9.0,0.15,12.04
35.510053802668025,9.0,0.16,12.04
35.36733973477934,9.0,0.17,12.04
35.26787009880295,9.0,0.18000000000000002,12.04
35.209277124822684,9.0,0.19000000000000003,12.04
34.92855709651065,9.0,0.20000000000000004,12.04
34.9393644408384,9.0,0.21000000000000005,12.04
34.9719728016357,9.0,0.22000000000000006,12.04
34.2100034236162,9.0,0.23000000000000007,12.04
34.34623446520607,9.0,0.24000000000000007,12.04
34.50571146839728,9.0,0.2500000000000001,12.04
34.69921377205454,9.0,0.2600000000000001,12.04
34.92193027463733,9.0,0.27000000000000013,12.04
35.17295206933438,9.0,0.28000000000000014,12.04
35.452073850082314,9.0,0.29000000000000015,12.04
27.36441133262189,9.1,0.15,12.04
27.529101765106308,9.1,0.16,12.04
27.72434896561382,9.1,0.17,12.04
27.95905927985377,9.1,0.18000000000000002,12.04
28.208853463543687,9.1,0.19000000000000003,12.04
28.438604916962404,9.1,0.20000000000000004,12.04
28.741929044666527,9.1,0.21000000000000005,12.04
29.082554589697082,9.1,0.22000000000000006,12.04
29.463505876050842,9.1,0.23000000000000007,12.04
29.83373001005905,9.1,0.24000000000000007,12.04
30.25830207477177,9.1,0.2500000000000001,12.04
30.680582631782194,9.1,0.2600000000000001,12.04
31.158038340668924,9.1,0.27000000000000013,12.04
31.640378935022884,9.1,0.28000000000000014,12.04
32.17519107052582,9.1,0.29000000000000015,12.04
25.128446924275007,9.2,0.15,12.04
25.40103184205141,9.2,0.16,12.04
25.716740383903986,9.2,0.17,12.04
26.04903388636956,9.2,0.18000000000000002,12.04
26.405935240872402,9.2,0.19000000000000003,12.04
26.794497061761152,9.2,0.20000000000000004,12.04
27.214044967557932,9.2,0.21000000000000005,12.04
27.659300356946794,9.2,0.22000000000000006,12.04
28.136575233276403,9.2,0.23000000000000007,12.04
28.636232828998427,9.2,0.24000000000000007,12.04
29.157519225844663,9.2,0.2500000000000001,12.04
29.70699694383523,9.2,0.2600000000000001,12.04
30.300130918020063,9.2,0.27000000000000013,12.04
30.917814537019147,9.2,0.28000000000000014,12.04
31.535282218016587,9.2,0.29000000000000015,12.04
24.05103361515263,9.3,0.15,12.04
24.432887779464703,9.3,0.16,12.04
24.847379548135542,9.3,0.17,12.04
25.247576904207534,9.3,0.18000000000000002,12.04
25.68684466714466,9.3,0.19000000000000003,12.04
26.14888628317898,9.3,0.20000000000000004,12.04
26.650605772133027,9.3,0.21000000000000005,12.04
27.195060020072674,9.3,0.22000000000000006,12.04
27.873293288701262,9.3,0.23000000000000007,12.04
28.50336429770109,9.3,0.24000000000000007,12.04
29.198067578008853,9.3,0.2500000000000001,12.04
29.824843719498176,9.3,0.2600000000000001,12.04
30.51944718466357,9.3,0.27000000000000013,12.04
31.281850240781576,9.3,0.28000000000000014,12.04
32.025581400952035,9.3,0.29000000000000015,12.04
23.374867038711216,9.4,0.15,12.04
24.074576364961644,9.4,0.16,12.04
24.52936435196257,9.4,0.17,12.04
25.061943412796513,9.4,0.18000000000000002,12.04
25.609344662580327,9.4,0.19000000000000003,12.04
26.272698040463027,9.4,0.20000000000000004,12.04
26.97923132829573,9.4,0.21000000000000005,12.04
27.691339270017234,9.4,0.22000000000000006,12.04
28.430187026200713,9.4,0.23000000000000007,12.04
29.145273547940004,9.4,0.24000000000000007,12.04
29.978837011772736,9.4,0.2500000000000001,12.04
30.875953770249318,9.4,0.2600000000000001,12.04
31.7999730190253,9.4,0.27000000000000013,12.04
32.79318462761074,9.4,0.28000000000000014,12.04
33.760755731525265,9.4,0.29000000000000015,12.04
55.303010862388625,8.9,0.15,12.049999999999999
54.80082124069692,8.9,0.16,12.049999999999999
54.18483478222702,8.9,0.17,12.049999999999999
53.835379675968,8.9,0.18000000000000002,12.049999999999999
53.439700641974675,8.9,0.19000000000000003,12.049999999999999
53.049527321541774,8.9,0.20000000000000004,12.049999999999999
52.6655885722777,8.9,0.21000000000000005,12.049999999999999
52.3378779303103,8.9,0.22000000000000006,12.049999999999999
52.04852363340005,8.9,0.23000000000000007,12.049999999999999
51.77746127844167,8.9,0.24000000000000007,12.049999999999999
51.54303533654308,8.9,0.2500000000000001,12.049999999999999
51.34418573840182,8.9,0.2600000000000001,12.049999999999999
51.20013326441478,8.9,0.27000000000000013,12.049999999999999
51.024491427029155,8.9,0.28000000000000014,12.049999999999999
50.96990283826721,8.9,0.29000000000000015,12.049999999999999
35.091595386196296,9.0,0.15,12.049999999999999
34.92298406350702,9.0,0.16,12.049999999999999
34.78217861738644,9.0,0.17,12.049999999999999
34.69334470998353,9.0,0.18000000000000002,12.049999999999999
34.61358605585305,9.0,0.19000000000000003,12.049999999999999
34.575025437315844,9.0,0.20000000000000004,12.049999999999999
34.345239751507165,9.0,0.21000000000000005,12.049999999999999
34.377963709512294,9.0,0.22000000000000006,12.049999999999999
34.44576097513428,9.0,0.23000000000000007,12.049999999999999
33.75741218723387,9.0,0.24000000000000007,12.049999999999999
33.91684418628035,9.0,0.2500000000000001,12.049999999999999
34.109010291755645,9.0,0.2600000000000001,12.049999999999999
34.33013586545378,9.0,0.27000000000000013,12.049999999999999
34.57341243124947,9.0,0.28000000000000014,12.049999999999999
34.849299179939344,9.0,0.29000000000000015,12.049999999999999
26.98616439235076,9.1,0.15,12.049999999999999
27.149111995640204,9.1,0.16,12.049999999999999
27.350220869880513,9.1,0.17,12.049999999999999
27.562230316061058,9.1,0.18000000000000002,12.049999999999999
27.770366959279293,9.1,0.19000000000000003,12.049999999999999
28.035533232990606,9.1,0.20000000000000004,12.049999999999999
28.351472896373316,9.1,0.21000000000000005,12.049999999999999
28.712895809935624,9.1,0.22000000000000006,12.049999999999999
29.04937376577745,9.1,0.23000000000000007,12.049999999999999
29.412248952577226,9.1,0.24000000000000007,12.049999999999999
29.81392624110922,9.1,0.2500000000000001,12.049999999999999
30.25467465472627,9.1,0.2600000000000001,12.049999999999999
30.704064061456773,9.1,0.27000000000000013,12.049999999999999
31.205744427595818,9.1,0.28000000000000014,12.049999999999999
31.710894000614445,9.1,0.29000000000000015,12.049999999999999
24.77376901213768,9.2,0.15,12.049999999999999
25.047999167861885,9.2,0.16,12.049999999999999
25.352499926252882,9.2,0.17,12.049999999999999
25.67566524406527,9.2,0.18000000000000002,12.049999999999999
26.02808462965435,9.2,0.19000000000000003,12.049999999999999
26.41460149969423,9.2,0.20000000000000004,12.049999999999999
26.823127684952134,9.2,0.21000000000000005,12.049999999999999
27.263440304697536,9.2,0.22000000000000006,12.049999999999999
27.72146607589004,9.2,0.23000000000000007,12.049999999999999
28.213206893000667,9.2,0.24000000000000007,12.049999999999999
28.731279473703843,9.2,0.2500000000000001,12.049999999999999
29.286077849140536,9.2,0.2600000000000001,12.049999999999999
29.86531134123081,9.2,0.27000000000000013,12.049999999999999
30.452163431020292,9.2,0.28000000000000014,12.049999999999999
31.073929751549343,9.2,0.29000000000000015,12.049999999999999
23.673911894515506,9.3,0.15,12.049999999999999
24.052224615179085,9.3,0.16,12.049999999999999
24.411632867181673,9.3,0.17,12.049999999999999
24.837835731592573,9.3,0.18000000000000002,12.049999999999999
25.24170280085809,9.3,0.19000000000000003,12.049999999999999
25.739545783482075,9.3,0.20000000000000004,12.049999999999999
26.25622140135632,9.3,0.21000000000000005,12.049999999999999
26.885595184625366,9.3,0.22000000000000006,12.049999999999999
27.483285396802778,9.3,0.23000000000000007,12.049999999999999
28.1132565135034,9.3,0.24000000000000007,12.049999999999999
28.704877472023856,9.3,0.2500000000000001,12.049999999999999
29.38560473261878,9.3,0.2600000000000001,12.049999999999999
30.09046903085116,9.3,0.27000000000000013,12.049999999999999
30.796774720271838,9.3,0.28000000000000014,12.049999999999999
31.529085028411227,9.3,0.29000000000000015,12.049999999999999
23.167391611863252,9.4,0.15,12.049999999999999
23.58899788910174,9.4,0.16,12.049999999999999
24.08621509236627,9.4,0.17,12.049999999999999
24.602982366533475,9.4,0.18000000000000002,12.049999999999999
25.243258005279408,9.4,0.19000000000000003,12.049999999999999
25.89440417435786,9.4,0.20000000000000004,12.049999999999999
26.50132995420232,9.4,0.21000000000000005,12.049999999999999
27.204582118136877,9.4,0.22000000000000006,12.049999999999999
27.95159762112001,9.4,0.23000000000000007,12.049999999999999
28.746015267023452,9.4,0.24000000000000007,12.049999999999999
29.597839722191935,9.4,0.2500000000000001,12.049999999999999
30.481152450097543,9.4,0.2600000000000001,12.049999999999999
31.42304330700482,9.4,0.27000000000000013,12.049999999999999
32.27696625521989,9.4,0.28000000000000014,12.049999999999999
33.26944864250979,9.4,0.29000000000000015,12.049999999999999
54.56136123657165,8.9,0.15,12.059999999999999
53.91378475618744,8.9,0.16,12.059999999999999
53.54776332853963,8.9,0.17,12.059999999999999
53.11064945259637,8.9,0.18000000000000002,12.059999999999999
52.68605233743722,8.9,0.19000000000000003,12.059999999999999
52.254636221317654,8.9,0.20000000000000004,12.059999999999999
51.91001057722595,8.9,0.21000000000000005,12.059999999999999
51.59131681502658,8.9,0.22000000000000006,12.059999999999999
51.28785153996915,8.9,0.23000000000000007,12.059999999999999
51.06746348131398,8.9,0.24000000000000007,12.059999999999999
50.788258743713406,8.9,0.2500000000000001,12.059999999999999
50.61390298813178,8.9,0.2600000000000001,12.059999999999999
50.40629166993881,8.9,0.27000000000000013,12.059999999999999
50.31657400567609,8.9,0.28000000000000014,12.059999999999999
50.186732332898266,8.9,0.29000000000000015,12.059999999999999
34.5218468692715,9.0,0.15,12.059999999999999
34.34901909876933,9.0,0.16,12.059999999999999
34.22788605089206,9.0,0.17,12.059999999999999
34.11539535396904,9.0,0.18000000000000002,12.059999999999999
34.0419098808193,9.0,0.19000000000000003,12.059999999999999
33.99340816714903,9.0,0.20000000000000004,12.059999999999999
33.76764929142242,9.0,0.21000000000000005,12.059999999999999
33.805242665708114,9.0,0.22000000000000006,12.059999999999999
