source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,bp_rp,phot_g_mean_mag,parallax,parallax_error,radial_velocity,radial_velocity_error,l,b,ruwe,phot_g_n_obs,phot_bp_n_obs,phot_rp_n_obs,non_single_star,labels,prob,rradec
865400008514465664,114.58261446204979,21.553576001340065,-1.1857550302855813,0.09890269,-1.9496147294452362,0.07892069,1.0941143,17.322487,0.3885880624388144,0.08766812,,,198.121574148474,19.615156050061575,1.0322255,212,19,20,0,0,1.0,0.03155103683279401
865400077233950976,114.55773613671843,21.54831142611454,-1.2252030506139338,0.07469717,-2.034768537423029,0.06659661,0.80521965,16.875397,0.36647381037379956,0.066775784,,,198.1174158875863,19.59175114376885,1.0329416,232,24,25,0,0,1.0,0.054895345636190515
865400176016601344,114.5609173253132,21.554861708589616,-1.03090299968461,0.15730992,-1.6440452805917394,0.1362776,1.3710575,18.168804,0.4358122886994763,0.15129709,,,198.1121767965345,19.596976034691902,0.9795429,205,21,20,0,0,1.0,0.04909081593173446
865400180313162624,114.56400255174023,21.557876491030093,-1.0586131299453987,0.14918403,-2.07263757906154,0.124415785,1.1312008,18.120077,0.3635765434824443,0.14232183,,,198.1103730856218,19.600775409891956,0.9767266,221,21,22,0,0,1.0,0.04505816177738009
865400180313163392,114.56414717343048,21.551780881800724,-1.1832088583093492,0.031230966,-1.9324110417364377,0.025727851,0.59046936,15.047582,0.4143875025789326,0.028483754,,,198.1164130664537,19.59858492739114,1.0525831,238,25,24,0,0,1.0,0.04760674361001961
865400210376347264,114.58110149216864,21.56778017659535,-1.3890798948847842,0.20019384,-1.9294579973669697,0.18755877,1.3202839,18.615606,0.4384503064747885,0.18785013,,,198.1070566608548,19.61924715788532,1.016394,217,20,21,0,0,1.0,0.025596579024795098
865400214672892544,114.58201328057726,21.56414693319558,-1.2102119288060074,0.07326651,-1.9722369377446427,0.064585865,0.79712296,16.749895,0.43456000554758545,0.06653025,,,198.1109668164514,19.618652309581652,1.0549116,228,24,23,0,0,1.0,0.026045098815814186
865400214672894336,114.57737406352683,21.563407123905456,-1.2016582571315984,0.045989145,-2.0177656485056437,0.040243518,0.6980314,15.978321,0.41962792681652855,0.041770183,,,198.1099544326818,19.614379963070995,1.0124991,229,20,21,0,0,1.0,0.030588059320588442
865400214672894976,114.57818899805508,21.559964022236944,-1.1441159421336493,0.030040795,-2.0600231158945324,0.025107024,0.6188936,15.081453,0.4373640163484856,0.027577737,,,198.11364140835198,19.613773849810116,1.0392826,226,24,22,0,0,1.0,0.03135677740395206
865400214672895744,114.56969309719707,21.565867419542634,-1.2387750368498207,0.038867388,-2.0351993389014926,0.031153696,0.6253643,15.509393,0.4367431906820301,0.035901267,,,198.10465901412147,19.608705660269543,1.016872,219,24,21,0,0,1.0,0.03709959320107909
865400214672897920,114.57438172881604,21.55652958044033,-1.1657094128730117,0.022426479,-2.0615779444185782,0.018476246,0.59648037,14.271953,0.42843882393381183,0.020435013,87.43679,11.30392,198.1155870090831,19.609194040836307,1.0600742,243,27,25,0,0,1.0,0.036370891509991315
865400249032669952,114.55113609635404,21.56520466669404,-1.2572040589595668,0.10307603,-2.0494650097174865,0.0904999,0.94142723,17.431486,0.3533062489367793,0.08934228,,,198.09835346855309,19.59248865730908,1.042296,236,26,26,0,0,1.0,0.055374255655758604
865400283392369920,114.56819667517162,21.57568568427226,-1.4339268860729364,0.10154283,-2.0628866738581677,0.0808256,0.9211273,17.293232,0.4350356354645821,0.08744606,,,198.09445575235983,19.611145875893627,1.1146032,200,18,18,0,0,1.0,0.03741007974895417
865400283392370432,114.56330088564486,21.579579760359746,-1.2144339583328567,0.018095223,-2.088275355383384,0.015229116,0.66827774,13.8569,0.36287333176552267,0.016233707,70.03812,13.401928,198.08879659610724,19.608412367257586,1.0401951,243,25,25,0,0,1.0,0.04253013252969007
865400283392370944,114.57208916903359,21.569312124138303,-1.4535588152936771,0.033532675,-2.5172148074051344,0.027305078,0.6052389,15.109389,0.3946604164558025,0.030847693,,,198.1021741439771,19.61207497686472,1.116716,206,19,19,0,0,1.0,0.03402502911275414
865400283392372352,114.56563479571437,21.569858317352352,-1.2511041375047152,0.049542103,-2.0266776698863445,0.04144973,0.7143345,16.133547,0.45050440799497343,0.04478181,,,198.099218502168,19.606729412142588,1.0092329,236,25,25,0,0,1.0,0.040322085881187075
865401004946882560,114.55111513422088,21.57171985307571,-1.1473029061538569,0.069769345,-2.073618222052838,0.059128128,0.8392658,16.849316,0.4619527327775085,0.06290688,,,198.09194801220704,19.594944735175233,1.0919894,249,27,25,0,0,1.0,0.05459838922199315
865401039306612352,114.56237738758351,21.584398765921424,-1.261560278163352,0.031582423,-1.94040038823711,0.026336296,0.6804056,14.875681,0.37704162557886767,0.02878067,,,198.08371779339532,19.609447328280883,1.1574103,220,16,16,0,0,1.0,0.044196958176927356
865401039306614784,114.56244847315712,21.579682615669757,-1.2143627016225875,0.02216987,-2.096591041409957,0.018615842,0.5962839,14.40947,0.3971844035997713,0.019928021,52.673954,9.338374,198.08837613123265,19.60771809407461,1.0077801,242,21,20,0,0,1.0,0.043388612366553905
865401417263724160,114.61235160614585,21.558685341089245,-1.0424205087272118,0.022117676,-2.0811299105864025,0.01839178,1.0534039,11.534285,0.46564761698142054,0.020484367,72.68335,0.7269674,198.12770299415303,19.642682511494503,1.0879725,219,25,25,0,0,1.0,0.017826880424733058
865401417263725952,114.61352724495565,21.55459514619589,-1.2071872554263372,0.016473377,-1.9696088873746243,0.0136682335,1.1409197,13.268084,0.4117853101389824,0.015270225,73.045,2.3434181,198.132161567323,19.64214159040865,0.9857572,207,18,21,0,0,1.0,0.02206252845484026
865401417263726336,114.6072958843258,21.559842400103413,-1.3812805904587147,0.056659155,-1.9077651276014604,0.04846976,0.83990383,16.216478,0.37699731209868814,0.052038096,,,198.1246714220963,19.63877155298902,1.0708262,217,25,24,0,0,1.0,0.015436294228591666
865401417263727616,114.61166847902419,21.55208513615133,-1.2562451300373225,0.020184333,-2.1030616680621415,0.016782284,0.61965084,13.838055,0.42239716259703697,0.01851195,73.31096,10.014479,198.1339304081409,19.639589421160096,1.0016629,203,22,21,0,0,1.0,0.02388342247412856
865401417263731072,114.60751017551854,21.549843887469258,-1.2824100462830295,0.028301533,-2.0431081692095403,0.025825119,0.58076,14.748164,0.4249106920069166,0.024530482,,,198.13457308877335,19.635160522060712,1.0182863,190,22,22,0,0,1.0,0.025413376099971494
865401417263732352,114.60148998616974,21.552936876268298,-1.3757578072940624,0.035634004,-2.2455237163908626,0.029055191,0.62531376,14.947181,0.399489516441211,0.03212782,,,198.12927815867843,19.63115456714541,1.1264681,206,22,21,0,0,1.0,0.022625811437815998
865401417263732736,114.60902715041107,21.544850460409926,-1.212662227668239,0.08955595,-1.9115069380032272,0.07782889,0.8949146,17.246897,0.3483500475530788,0.081467666,,,198.14004660747568,19.634570173678807,0.94738054,217,23,20,0,0,1.0,0.030527766457921626
865401447326926208,114.61210444897705,21.562312488410893,-1.1275897917659643,0.13279584,-1.8275941873250223,0.11716143,1.3324757,17.96471,0.3318854945225805,0.119897984,,,198.12404726711523,19.64384652955262,0.91582125,230,25,25,0,0,1.0,0.014421555398223295
865401451623455232,114.62553390941304,21.559911174010548,-1.2663208642400543,0.05409343,-2.0697614405396667,0.049638152,0.7201977,16.19272,0.4253074450543288,0.049906157,,,198.13143949221546,19.654490490229296,0.9091053,218,25,24,0,0,1.0,0.025110430508371855
865401451623462016,114.61630756172165,21.556235775725128,-1.101843763494171,0.05182235,-2.0516232878386655,0.043648966,0.6807146,15.845318,0.3141383917910833,0.049511366,,,198.13159207927572,19.64515667200272,1.196558,206,23,24,0,0,1.0,0.021764094341788377
865401481686303104,114.59906833342897,21.55427171718884,-1.1724761978897131,0.027642345,-2.05930211110224,0.02265532,0.59952164,14.50468,0.42164981024913106,0.024976764,,,198.12705922927245,19.62957761394131,1.1960065,235,23,25,0,0,1.0,0.021911162260564578
865401481686671232,114.59341396871164,21.559218900496255,-1.1535456913246946,0.11985323,-1.87906155207774,0.09463196,0.9659538,17.570541,0.4609992044187076,0.10392186,,,198.12008045539577,19.626590546785536,1.0761701,219,20,22,0,0,1.0,0.020087782662029284
865401481686952960,114.60078427155966,21.564198907530283,-0.8670330737891372,0.1488004,-0.25321046048975526,0.11837349,0.9213257,17.862944,0.3475282355836679,0.12894088,,,198.11795145812374,19.634822449621947,1.0688258,218,21,22,0,0,1.0,0.01199717480281859
865401485982172288,114.5995920349788,21.565151527491967,-1.1479256367460726,0.17420115,-1.8365886886818088,0.1422532,1.1346893,18.230814,0.3624798762618125,0.1684923,,,198.11656887558775,19.634158235356818,0.9182183,208,22,21,0,0,1.0,0.011697003273709717
865401485983201792,114.60539518174883,21.56382585316601,-1.2431650391757287,0.026685009,-1.9916481049895942,0.02158409,0.6211939,14.446467,0.3729646269075345,0.023294432,48.683823,18.701212,198.12004606110378,19.638648124048398,1.0397708,189,23,22,0,0,1.0,0.011361685678353778
865401485983201920,114.59853655438296,21.569918885564277,-1.1043395343040703,0.041801833,-2.0331551314058554,0.03488027,0.72681904,15.520304,0.452116428343412,0.039154414,,,198.1114904181529,19.63505962362196,0.95285815,212,24,26,0,0,1.0,0.008813574127811565
865401485983202816,114.59870090354922,21.56861883511453,-1.1454047982991855,0.03539502,-2.0673428430133653,0.029289225,0.6909342,15.247293,0.3805411443238915,0.032136563,,,198.11282903217963,19.63470758531817,1.0082191,203,21,19,0,0,1.0,0.009527194469105901
865401485983202944,114.60007249589226,21.56702464346259,-1.239142540286183,0.023086462,-2.1161248984362944,0.01940239,0.62179565,14.393635,0.40372320646119514,0.02264836,,,198.11490902330243,19.635282597166245,0.9765298,225,24,23,0,0,1.0,0.009858638365113373
865401485983204096,114.5952443811336,21.568590690326683,-1.2557877020923527,0.020286882,-1.9410841780244026,0.016658416,1.1133013,13.440823,0.372403134912768,0.01823051,74.53582,3.9752955,198.1115612559153,19.63172296946304,1.279943,222,24,24,0,0,1.0,0.012280177978143946
865401485983204864,114.60423742540542,21.557870074737615,-1.2255890189791325,0.023973253,-1.961180076715283,0.020160588,1.0508747,14.258432,0.3756216781088038,0.021683807,76.24647,6.52749,198.12546241678655,19.63539128891853,1.0795268,227,25,24,0,0,1.0,0.017369352119196876
