  ID     REF  V        B-V
   0884    88  17.122   0.862
   0885    88  19.032   0.807
   0885    96  19.010   0.800
   0886    88  20.605   0.867
   0887    88  13.473   0.913
   0888    88  18.638   1.021
   0888    96  18.660   1.090
   0889    88  19.014   0.948
   0889    96  18.880   0.880
   0890    88  19.127   0.733
   0890    96  19.140   0.660
   0891    88  18.778   0.815
   0891    96  18.740   0.810
   0892    88  17.468   1.198
   0892    96  17.480   1.290
   0893    88  19.092   0.525
   0894    88  19.121   0.798
   0894    96  19.120   0.780
   0895    88  18.463   0.796
   0895    96  18.330   0.830
   0896    88  19.302   0.834
   0896    96  19.230   0.850
   0897    88  20.499   0.936
   0898    88  17.944   1.071
   0899    88  19.252   1.357
   0900    88  19.830   0.877
   0901    88  16.967   1.220
   0901    96  16.990   1.380
   0902    88  19.530   0.805
   0903    88  20.098   1.011
   0904    88  18.109   1.273
   0904    96  18.050   1.440
   0905    88  19.424   0.876
   0905    96  19.350   0.820
   0906    88  19.520   0.803
   0907    88  19.695   0.926
   0907    96  19.730   0.850
   0908    88  18.831   0.573
   0908    96  18.750   0.610
   0909    88  19.619   0.881
   0910    88  19.895   1.209
   0911    88  16.592   1.128
   0911    96  16.590   1.260
   0912    88  19.325   1.119
   0913    88  18.219   0.947
   0913    96  18.210   0.960
   0914    88  19.251   1.378
   0915    88  19.908   0.890
   0916    88  18.662   0.998
   0917    88  19.649   0.888
   0918    88  18.584   0.879
   0918    96  18.540   0.880
   0919    88  19.296   0.817
   0920    88  17.507   1.299
   0920    96  17.450   1.460
   0921    88  18.737   0.808
   0921    96  18.650   0.830
   0922    88  20.774   1.053
   0923    88  13.543   1.064
   0924    88  19.093   0.869
   0924    96  19.110   0.800
   0925    88  18.661   1.089
   0926    88  18.959   0.773
   0926    96  18.920   0.810
   0927    88  20.423   1.039
   0928    88  19.316   0.862
   0928    96  19.290   0.840
   0929    88  19.390   0.991
   0930    88  20.421   0.831
   0930    96  20.430   1.010
   0931    88  18.014   0.979
   0931    96  17.990   0.920
   0932    88  18.637   0.688
   0932    96  18.610   0.770
   0933    88  18.371   0.919
   0934    88  18.187   1.012
   0934    96  18.200   0.940
   0935    88  18.470   0.782
   0936    88  18.734   0.803
   0936    96  18.710   0.860
   0937    88  18.453   0.776
   0937    96  18.620   0.860
   0938    88  16.446   0.956
   0938    96  16.420   1.050
   0939    88  19.436   0.858
   0940    88  18.881   1.038
   0941    88  18.732   1.046
   0941    96  18.720   0.840
   0942    88  17.385   1.039
   0942    96  17.380   1.130
   0943    88  19.336   1.074
   0944    88  18.993   2.621
   0944    96  18.990   2.100
   0945    88  20.716   0.958
   0946    88  17.584   1.080
   0947    88  17.012   0.948
   0947    96  16.890   0.930
   0948    88  18.268   1.057
   0949    88  14.165   1.577
   0949    96  14.150   1.870
   0950    88  19.048   0.799
   0950    96  19.030   0.860
   0951    88  18.187   0.796
   0951    96  18.150   0.870
   0952    88  20.148   2.620
   0952    96  20.240   2.210
   0953    88  15.361   0.814
   0954    88  20.085   1.291
   0955    88  20.435   0.641
   0956    88  15.331   1.389
   0956    96  15.350   1.660
   0957    88  17.380   1.225
   0957    96  17.350   1.410
   0958    88  14.824   1.360
   0959    88  18.224   0.959
   0959    96  18.270   0.940
   0960    88  17.786   0.980
   0961    88  19.428   0.762
   0962    88  19.172   0.736
   0962    96  19.160   0.790
   0963    88  18.829   0.883
   0963    96  18.890   1.050
   0964    88  17.293   0.432
   0964    96  17.320   0.380
   0965    88  14.819   1.157
   0966    88  18.920   0.885
   0967    88  18.461   0.928
   0968    88  18.357   0.947
   0968    96  18.360   1.030
   0969    88  19.942   0.957
   0969    96  19.910   0.900
   0970    88  21.037   2.206
   0971    88  20.848   1.326
   0972    88  19.154   0.804
   0972    96  19.120   0.880
   0973    88  15.020   0.278
   0974    88  18.543   0.945
   0975    88  18.655   0.882
   0976    88  18.611   1.205
   0977    88  16.661   1.015
   0978    88  19.201   1.041
   0979    88  20.366   0.512
   0979    96  20.380   0.910
   0980    88  19.374   1.245
   0980    96  19.450   0.880
   0981    88  19.082   0.833
   0981    96  18.980   0.850
   0982    88  19.800   0.785
   0983    88  19.922   0.921
   0984    88  19.016   0.944
   0985    88  18.718   0.905
   0986    88  19.521   0.775
   0987    88  19.931   0.936
   0988    88  19.479   1.195
   0988    96  19.650   1.150
   0989    88  19.513   0.835
   0990    88  18.321   0.795
   0991    88  16.342   1.283
   0992    88  18.594   0.975
   0992    96  18.600   1.060
   0993    88  15.651   0.790
   0993    96  15.620   0.890
   0994    88  17.983   0.785
   0994    96  18.030   0.920
   0995    88  19.415   0.767
   0995    96  19.330   0.800
   0996    88  19.299   0.817
   0996    96  19.180   0.830
   0997    88  17.955   0.842
   0997    96  17.950   0.860
   0998    88  19.994   1.245
   0998    96  20.030   1.350
   0999    88  19.449   1.061
   1000    88  20.044   2.559
   1001    88  15.899   1.356
   1002    88  19.681   0.707
   1003    88  17.862   1.184
   1003    96  17.850   1.490
   1004    88  18.714   0.778
   1005    88  19.208   0.768
   1006    88  14.038   0.679
   1007    88  18.021   0.871
   1007    96  18.010   0.820
   1008    88  19.920   1.172
   1009    88  15.844   0.814
   1010    88  19.769   1.608
   1011    88  15.592   1.213
   1012    88  19.591   0.923
   1013    88  18.461   0.984
   1014    88  19.137   0.526
   1015    88  19.101   0.820
   1015    96  19.120   0.820
   1016    88  17.460   1.038
   1017    88  18.566   0.519
   1018    88  17.918   1.123
   1018    96  17.940   1.100
   1019    88  18.438   1.048
   1020    88  18.776   0.912
   1020    96  18.730   1.070
   1021    88  16.492   0.271
   1021    96  16.460   0.240
   1022    88  20.398   1.578
   1023    88  19.226   0.762
   1023    96  19.260   0.770
   1024    88  18.972   1.209
   1024    96  18.870   0.870
   1025    88  20.128   0.856
   1026    88  18.567   0.844
   1026    96  18.700   0.870
   1027    88  18.501   0.645
   1027    96  18.380   0.720
   1028    88  19.689   0.965
   1029    88  19.149   0.718
   1029    96  19.250   0.830
   1030    88  17.266   1.032
   1031    88  18.506   0.778
   1032    88  19.441   1.411
   1033    88  19.477   0.915
   1033    96  19.500   0.810
   1034    88  18.382   0.888
   1034    96  18.350   0.980
   1035    88  17.791   0.864
   1035    96  17.760   0.880
   1036    88  19.373   1.200
   1037    88  20.104   2.156
   1038    88  20.480   2.369
   1039    88  20.214   0.999
   1040    88  19.747   1.051
   1041    88  19.715   0.973
   1042    88  18.615   0.953
   1042    96  18.540   0.840
   1043    88  19.285   0.714
   1043    96  19.500   1.140
   1044    88  19.064   0.602
   1044    96  19.140   0.810
   1045    88  19.185   0.961
   1046    88  18.614   1.057
   1047    88  18.565   1.041
   1047    96  18.590   1.420
   1048    88  19.580   0.821
   1049    88  20.133   1.696
   1050    88  19.373   1.072
   1051    88  20.073   1.258
   1052    88  19.562   1.069
   1053    88  16.835   1.212
   1053    96  16.800   1.390
   1054    88  21.325   0.896
   1055    88  20.362   0.891
   1055    96  20.330   0.970
   1056    88  20.641   0.966
   1056    96  20.540   1.100
   1057    88  18.602   0.544
   1057    96  18.590   0.630
   1058    88  17.921   1.159
   1058    96  18.020   1.290
   1059    88  18.656   1.051
   1060    88  17.629   0.938
   1061    88  19.391   0.745
   1061    96  19.320   0.820
   1062    88  20.519   2.257
   1063    88  19.498   0.938
   1063    96  19.500   0.860
   1064    88  18.789   1.334
   1065    88  19.253   1.015
   1066    88  19.265   0.987
   1066    96  19.250   1.010
   1067    88  19.953   0.828
   1067    96  19.910   0.870
   1068    88  20.242   0.923
   1069    88  18.619   1.019
   1069    96  18.740   1.230
   1070    88  18.339   0.898
   1070    96  18.390   1.010
   1071    88  20.231   2.659
   1072    88  18.753   1.049
   1073    88  18.698   0.886
   1074    88  16.398   0.930
   1075    88  19.813   1.339
   1075    96  19.260   0.810
   1076    88  19.771   1.179
   1077    88  18.650   0.946
   1078    88  19.876   0.904
   1079    88  18.491   0.779
   1079    96  18.530   0.840
   1080    88  19.895   1.837
   1081    88  16.120   1.350
   1081    96  16.150   1.590
   1082    88  19.323   0.829
   1082    96  19.210   0.820
   1083    88  20.621   0.867
   1084    88  19.198   0.785
   1084    96  19.190   0.840
   1085    88  18.361   0.790
   1085    96  18.440   0.910
   1086    88  21.445   2.709
   1087    88  19.522   0.764
   1087    96  19.530   0.820
   1088    88  18.891   0.797
   1088    96  18.810   0.870
   1089    88  16.993   1.161
   1089    96  17.010   1.270
   1090    88  19.091   1.576
   1091    88  18.425   0.890
   1092    88  14.463   0.647
   1093    88  18.725   0.959
   1094    88  16.220   1.390
   1095    88  19.170   1.089
   1095    96  19.170   1.210
   1096    88  19.281   0.772
   1097    88  19.447   0.910
   1097    96  19.450   0.870
   1098    88  18.917   1.133
   1099    88  19.085   0.885
   1099    96  19.020   0.830
   1100    88  17.483   0.880
   1101    88  18.323   0.897
   1101    96  18.250   1.030
   1102    88  17.461   0.875
   1103    88  19.498   0.893
   1104    88  19.349   1.060
   1105    88  19.527   1.198
   1106    88  20.535   1.535
   1107    88  18.614   0.820
   1107    96  18.620   0.820
   1108    88  17.959   1.267
   1108    96  18.010   1.610
   1109    88  18.673   0.842
   1109    96  18.690   0.780
   1110    88  19.147   0.894
   1111    88  16.620   1.067
   1112    88  18.099   1.130
   1113    88  20.211   1.145
   1114    88  19.620   1.145
   1114    96  19.780   1.350
   1115    88  19.713   0.820
   1116    88  16.914   1.268
   1116    96  16.950   1.470
   1117    88  17.869   0.855
   1117    96  17.910   0.830
   1118    88  20.075   1.089
   1118    96  20.060   1.200
   1119    88  20.543   0.868
   1120    88  20.292   1.451
   1121    88  20.002   1.013
   1122    88  22.283   2.111
   1123    88  16.096   1.196
   1123    96  16.110   1.290
   1124    88  17.603   1.200
   1124    96  17.630   1.460
   1125    88  21.550   1.999
   1126    88  16.981   0.963
   1126    96  16.980   1.040
   1127    88  18.701   1.251
   1128    88  20.362   1.431
   1129    88  19.426   0.846
   1129    96  19.380   0.770
   1130    88  15.407   1.007
   1131    88  16.560   1.433
   1132    88  19.239   1.383
   1133    88  18.732   1.151
   1133    96  18.750   1.200
   1134    88  19.131   0.873
   1135    88  20.230   1.114
   1136    88  16.883   1.215
   1136    96  16.910   1.390
   1137    88  19.274   1.094
   1138    88  18.723   0.932
   1138    96  18.760   0.950
   1139    88  18.728   1.127
   1140    88  19.460   0.675
   1140    96  19.310   0.820
   1141    88  17.146   1.050
   1142    88  18.491   0.919
   1142    96  18.470   0.930
   1143    88  18.814   1.199
   1143    96  18.800   1.260
   1144    88  15.603   0.996
   1145    88  20.018   0.917
   1145    96  19.970   0.970
   1146    88  19.655   0.841
   1147    88  16.834   0.929
   1147    96  16.850   0.960
   1148    88  17.086   0.787
   1148    96  17.080   0.820
   1149    88  19.384   0.805
   1150    88  19.607   1.557
   1151    88  19.515   0.889
   1151    96  19.410   0.760
   1152    88  19.147   1.320
   1153    88  18.386   1.046
   1154    88  19.690   1.248
   1155    88  18.378   0.723
   1156    88  19.917   0.718
   1157    88  18.817   1.052
   1157    96  18.720   1.120
   1158    88  18.989   0.531
   1159    88  15.481   0.820
   1159    96  15.450   0.900
   1160    88  19.230   0.709
   1160    96  19.230   0.810
   1161    88  17.374   0.949
   1162    88  18.066   1.042
   1163    88  18.299   1.247
   1164    88  19.851   0.821
   1164    96  19.790   0.870
   1165    88  18.570   1.095
   1165    96  18.660   1.270
   1166    88  19.621   0.663
   1166    96  19.590   1.030
   1167    88  21.032   1.838
   1168    88  19.233   0.826
   1169    88  20.274   1.563
   1169    96  20.380   1.840
   1170    88  18.156   0.657
   1170    96  18.160   0.700
   1171    88  18.580   0.921
   1172    88  16.516   0.990
   1172    96  16.520   1.060
   1173    88  18.483   1.159
   1173    96  18.480   1.290
   1174    88  18.449   0.796
   1175    88  19.453   0.924
   1175    96  19.410   0.990
   1176    88  18.552   1.403
   1176    96  18.630   1.300
   1177    88  18.753   1.064
   1177    96  18.890   0.840
   1178    88  19.038   0.746
   1178    96  19.030   0.840
   1179    88  18.146   0.920
   1179    96  18.460   1.290
   1180    88  19.523   1.061
   1181    88  20.412   1.029
   1182    88  18.388   0.933
   1183    88  15.976   1.387
   1183    96  15.960   1.640
   1184    88  17.540   1.263
   1185    88  17.568   1.013
   1186    88  19.683   1.077
   1187    88  19.583   1.294
   1188    88  18.910   0.805
   1188    96  18.850   0.850
   1189    88  17.985   1.187
   1190    88  20.472   1.188
   1191    88  21.214   0.987
   1192    88  16.969   0.262
   1192    96  16.970   0.290
   1193    88  21.206   1.574
   1193    96  20.900   1.140
   1194    88  19.513   0.915
   1195    88  19.120   1.666
   1196    88  18.679   0.801
   1196    96  18.740   0.800
   1197    88  19.767   1.549
   1197    96  19.870   1.140
   1198    88  18.583   1.132
   1199    88  18.978   0.862
   1199    96  18.950   0.900
   1200    88  18.541   0.910
   1200    96  18.560   0.890
   1201    88  20.706   0.898
   1202    88  18.234   0.920
   1203    88  18.872   1.095
   1203    96  18.860   1.170
   1204    88  18.427   0.936
   1205    88  20.132   1.182
   1206    88  19.014   1.021
   1207    88  20.758   1.228
   1208    88  19.838   0.984
   1209    88  14.357   2.979
   1209    96  14.480   2.460
   1210    88  18.935   0.647
   1210    96  19.080   0.810
   1211    88  19.908   1.150
   1212    88  18.227   0.870
   1213    88  19.305   1.101
   1213    96  19.240   1.130
   1214    88  20.307   0.668
   1214    96  20.250   0.770
   1215    88  20.508   1.466
   1216    88  20.579   1.133
   1217    88  18.874   1.313
   1217    96  18.880   1.370
   1218    88  19.275   1.069
   1219    88  19.626   0.829
   1219    96  19.630   0.740
   1220    88  17.948   1.059
   1221    88  19.456   0.837
   1222    88  21.647   0.924
   1223    88  20.349   0.749
   1224    88  19.630   1.200
   1224    96  19.740   1.560
   1225    88  21.288   1.167
   1226    88  19.551   0.898
   1227    88  18.554   1.007
   1228    88  14.925   1.648
   1228    96  14.910   2.030
   1229    88  19.363   0.821
   1230    88  15.936   0.901
   1230    96  15.850   0.890
   1231    88  19.502   0.866
   1232    88  19.079   0.767
   1233    88  20.314   1.137
   1234    88  18.781   0.918
   1234    96  18.720   0.910
   1235    88  19.061   0.994
   1236    88  19.441   1.140
   1237    88  17.796   1.422
   1238    88  20.081   2.400
   1238    96  20.090   2.220
   1239    88  19.180   1.964
   1239    96  19.160   1.980
   1240    88  17.105   0.941
   1240    96  17.090   1.020
   1241    88  16.067   0.924
   1242    88  19.748   0.909
   1243    88  19.263   0.760
   1243    96  19.250   0.840
   1244    88  19.828   1.265
   1245    88  15.574   0.685
   1246    88  19.248   0.946
   1247    88  19.316   0.903
   1247    96  19.310   0.870
   1248    88  17.465   1.436
   1249    88  19.436   0.942
   1249    96  19.390   0.820
   1250    88  19.529   0.904
   1250    96  19.520   0.910
   1251    88  17.860   1.137
   1252    88  19.167   0.793
   1252    96  19.170   0.820
   1253    88  21.388   1.571
   1254    88  16.545   1.299
   1255    88  18.836   1.016
   1255    96  18.840   1.180
   1256    88  16.878   1.327
   1257    88  18.968   1.143
   1258    88  17.180   0.918
   1259    88  18.070   1.048
   1259    96  18.070   1.170
   1260    88  18.501   1.177
   1261    88  19.553   1.903
   1262    88  17.969   1.197
   1262    96  17.960   1.370
   1263    88  18.082   0.845
   1263    96  18.120   0.910
   1264    88  19.482   1.477
   1265    88  17.164   1.020
   1266    88  20.808   2.038
   1267    88  17.371   1.005
   1268    88  18.802   0.876
   1268    96  18.780   0.800
   1269    88  19.539   1.238
   1270    88  20.711   1.421
   1271    88  18.538   0.973
   1271    96  18.570   0.990
   1272    88  19.410   1.121
   1273    88  16.244   0.925
   1274    88  17.206   0.910
   1274    96  17.210   0.950
   1275    88  18.443   0.912
   1276    88  19.360   0.920
   1276    96  19.420   0.850
   1277    88  18.574   0.621
   1278    88  19.881   0.780
   1278    96  19.840   0.890
   1279    88  19.206   0.809
   1279    96  19.210   0.830
   1280    88  19.892   0.856
   1281    88  18.586   1.150
   1281    96  18.540   1.300
   1282    88  18.638   0.750
   1283    88  19.895   0.941
   1283    96  19.870   0.800
   1284    88  19.476   0.880
   1284    96  19.380   0.800
   1285    88  18.904   0.783
   1285    96  18.920   0.840
   1286    88  20.451   1.193
   1287    88  18.695   0.918
   1287    96  18.700   0.940
   1288    88  18.868   1.058
   1289    88  19.819   0.676
   1289    96  19.830   0.770
   1290    88  17.212   1.263
   1290    96  17.120   1.470
   1291    88  17.241   1.283
   1292    88  15.773   1.177
   1293    88  20.521   1.077
   1293    96  20.440   0.880
   1294    88  20.092   0.987
   1295    88  21.613   1.398
   1296    88  16.687   1.335
   1297    88  19.451   1.136
   1297    96  19.530   1.140
   1298    88  21.808   1.983
   1299    88  20.475   0.968
   1300    88  14.678   1.364
   1300    96  14.700   1.550
   1301    88  20.032   0.995
   1302    88  18.641   0.896
   1302    96  18.600   0.840
   1303    88  19.781   0.909
   1304    88  16.871   1.285
   1305    88  20.724   0.886
   1306    88  18.050   1.303
   1306    96  18.030   1.410
   1307    88  16.595   0.872
   1307    96  16.550   0.960
   1308    88  18.552   0.938
   1308    96  18.520   0.990
   1309    88  19.518   0.876
   1309    96  19.480   0.910
   1310    88  16.842   0.828
   1311    88  20.431   1.481
   1312    88  18.689   1.022
   1313    88  18.598   1.133
   1313    96  18.600   1.320
   1314    88  21.735   1.778
   1315    88  19.575   0.860
   1315    96  19.560   0.830
   1316    88  16.534   1.209
   1317    88  19.226   0.777
   1318    88  19.294   1.198
   1319    88  15.493   0.439
   1320    88  18.197   0.967
   1321    88  17.039   0.873
   1322    88  18.797   1.041
   1322    96  18.760   1.140
   1323    88  20.444   0.935
   1324    88  20.141   1.091
   1325    88  18.562   0.971
   1325    96  18.530   0.980
   1326    88  20.739   0.972
   1327    88  17.968   0.968
   1327    96  17.930   1.080
   1328    88  18.793   0.865
   1329    88  20.001   0.846
   1330    88  18.556   0.917
   1330    96  18.510   0.980
   1331    88  18.433   0.984
   1332    88  18.158   0.835
   1333    88  19.662   1.087
   1333    96  19.660   1.170
   1334    88  20.399   0.925
   1334    96  20.330   1.050
   1335    88  18.091   1.256
   1336    88  19.781   1.655
   1337    88  19.330   0.935
   1337    96  19.300   0.980
   1338    88  13.814   1.422
   1339    88  20.850   0.966
   1340    88  18.769   1.309
   1340    96  18.950   1.280
   1341    88  17.921   0.927
   1342    88  17.876   1.101
   1343    88  19.268   0.978
   1343    96  19.220   1.180
   1344    88  19.783   1.663
   1345    88  19.125   0.805
   1345    96  19.220   0.850
   1346    88  19.533   0.835
   1346    96  19.480   0.820
   1347    88  20.537   1.610
   1348    88  18.524   1.261
   1349    88  19.261   0.833
   1349    96  19.300   0.830
   1350    88  19.592   0.860
   1351    88  19.715   1.388
   1352    88  20.844   0.947
   1353    88  19.851   1.280
   1354    88  19.818   0.742
   1355    88  16.485   0.889
   1356    88  18.893   1.588
   1357    88  18.044   1.075
   1358    88  21.134   1.205
   1359    88  18.087   0.822
   1359    96  18.070   0.910
   1360    88  21.764   1.684
   1361    88  19.477   0.932
   1361    96  19.460   0.900
   1362    88  19.480   0.873
   1363    88  21.406   1.590
   1364    88  19.800   0.961
   1365    88  18.397   1.072
   1366    88  20.763   1.407
   1367    88  19.508   1.019
   1368    88  17.197   0.987
   1368    96  17.160   1.130
   1369    88  18.382   0.866
   1369    96  18.340   0.970
   1370    88  19.834   0.740
   1370    96  19.830   0.860
   1371    88  19.117   0.998
   1372    88  19.783   0.799
   1372    96  19.750   0.810
   1373    88  19.400   0.838
   1373    96  19.330   0.810
   1374    88  19.843   1.015
   1375    88  19.046   1.221
   1376    88  19.579   0.981
   1377    88  19.910   1.130
   1378    88  17.968   0.811
   1378    96  17.940   0.870
   1379    88  19.502   0.811
   1380    88  17.420   1.321
   1381    88  18.496   0.994
   1381    96  18.510   1.010
   1382    88  20.224   0.997
   1382    96  20.100   0.840
   1383    88  19.964   0.639
   1383    96  19.950   0.900
   1384    88  20.074   1.157
   1385    88  18.692   0.962
   1386    88  16.448   1.231
   1387    88  19.763   0.825
   1388    88  17.273   1.126
   1389    88  19.200   0.963
   1390    88  20.398   0.904
   1391    88  19.928   1.564
   1392    88  18.309   0.892
   1393    88  18.732   1.210
   1394    88  17.982   1.271
   1395    88  19.118   0.824
   1396    88  18.750   1.134
   1397    88  17.680   0.871
   1398    88  17.505   1.050
   1399    88  17.278   1.674
   1400    88  19.485   1.029
   1401    88  19.685   0.687
   1402    88  20.637   0.983
   1403    88  19.266   0.875
   1404    88  18.659   1.142
   1405    88  19.388   1.023
   1406    88  18.876   1.033
   1407    88  18.334   0.818
   1408    88  19.217   0.859
   1409    88  18.268   0.905
   1410    88  20.438   0.791
   1411    88  20.233   1.129
   1412    88  21.323   1.507
   1413    88  18.529   1.204
   1414    88  19.333   0.806
   1415    88  19.578   0.931
   1416    88  18.317   1.171
   1417    88  18.635   1.025
   1418    88  15.184   0.916
   1419    88  15.397   1.015
   1420    88  19.857   1.009
   1421    88  19.954   0.970
   1422    88  18.169   1.025
   1423    88  19.916   1.149
   1424    88  19.855   2.090
   1425    88  17.677   1.137
   1426    88  21.488   1.112
   1427    88  16.853   1.145
   1428    88  19.765   0.800
   1429    88  21.279   1.797
   1430    88  19.989   1.107
   1431    88  18.325   1.331
   1432    88  19.424   0.722
   1433    88  17.001   0.921
   1434    88  20.016   0.987
   1435    88  20.145   1.516
   1436    88  19.052   0.943
   1437    88  19.592   0.901
   1438    88  18.162   1.168
   1439    88  18.514   0.815
   1440    88  19.614   0.871
   1441    88  16.376   0.784
   1442    88  18.435   1.073
   1443    88  18.614   0.985
   1444    88  18.942   0.935
   1445    88  19.295   0.861
   1446    88  21.296   0.970
   1447    88  17.743   0.972
   1448    88  12.801   1.566
   1449    88  19.156   2.518
   1450    88  20.443   0.545
   1451    88  19.450   1.073
   1452    88  17.431   0.821
   1453    88  19.632   0.963
   1454    88  16.856   0.888
   1455    88  21.244   1.726
   1456    88  19.386   0.897
   1457    88  21.203   0.986
   1458    88  16.262   1.384
   1459    88  19.540   1.355
   1460    88  20.636   1.790
   1461    88  21.933   2.854
   1462    88  19.010   0.848
   1463    88  17.182   1.069
   1464    88  13.314   1.540
   1465    88  17.888   1.080
   1466    88  18.833   1.121
   1467    88  19.114   1.652
   1468    88  21.344   1.250
   1469    88  16.609   0.978
   1470    88  17.641   1.082
   1471    88  16.348   1.392
   1472    88  19.724   0.911
   1473    88  19.571   0.855
   1474    88  20.330   1.596
   1475    88  19.272   1.294
   1476    88  20.683   1.012
   1477    88  18.720   1.166
   1478    88  19.230   1.375
   1479    88  19.676   1.630
   1480    88  19.855   0.939
   1481    88  18.948   0.956
   1482    88  18.147   0.970
   1483    88  18.939   1.149
   1484    88  19.073   0.862
   1485    88  19.289   0.844
   1486    88  18.483   1.018
   1487    88  21.571   1.359
   1488    88  20.665   0.682
   1489    88  19.804   0.849
   1490    88  19.045   1.347
   1491    88  18.036   0.949
   1492    88  18.609   0.991
   1493    88  19.023   1.039
   1494    88  16.273   0.964
   1495    88  18.453   1.191
   1496    88  20.706   0.916
   1497    88  19.668   0.759
   1498    88  20.043   0.881
   1499    88  20.434   1.283
   1500    88  20.676   1.067
   1501    88  21.393   1.186
   1502    88  19.015   0.997
   1503    88  19.980   0.968
   1504    88  20.287   0.838
   1505    88  18.644   0.876
   1506    88  17.482   1.015
   1507    88  18.587   0.781
   1508    88  21.221   1.436
   1509    88  17.556   0.825
   1510    88  17.529   1.241
   1511    88  18.479   1.114
   1512    88  18.513   1.051
   1513    88  17.872   1.209
   1514    88  16.788   1.295
   1515    88  20.087   0.950
   1516    88  19.823   1.081
   1517    88  20.466   1.366
   1518    88  17.723   1.221
   1519    88  20.096   1.134
   1520    88  19.399   1.191
   1521    88  19.462   0.811
   1522    88  21.343   1.561
   1523    88  18.064   1.009
   1524    88  18.318   0.929
   1525    88  19.279   0.862
   1526    88  19.861   0.872
   1527    88  16.239   0.787
   1528    88  19.322   1.039
   1529    88  18.543   0.932
   1530    88  20.037   1.050
   1531    88  17.940   1.008
   1532    88  21.840   1.211
   1533    88  16.802   0.847
   1534    88  21.558   1.920
   1535    88  19.111   1.101
   1536    88  19.429   0.898
   1537    88  20.206   1.466
   1538    88  18.068   1.050
   1539    88  18.772   0.959
   1540    88  19.790   0.915
   1541    88  18.592   1.278
   1542    88  19.082   0.804
   1543    88  19.156   1.097
   1544    88  17.305   0.807
   1545    88  18.077   1.416
   1546    88  19.677   0.936
   1547    88  15.328   1.050
   1548    88  19.036   0.954
   1549    88  18.039   0.986
   1550    88  17.816   0.972
   1551    88  18.458   0.845
   1552    88  17.933   0.939
   1553    88  17.038   0.708
   1554    88  19.564   0.863
   1555    88  16.098   0.916
   1556    88  19.150   1.032
   1557    88  19.066   0.799
   1558    88  19.544   0.677
   1559    88  15.098   1.730
   1560    88  20.030   1.639
   1561    88  18.623   0.849
   1562    88  20.020   1.267
   1563    88  18.042   1.047
   1564    88  14.783   1.408
   1565    88  17.255   0.782
   1566    88  19.756   0.854
   1567    88  17.576   1.205
   1568    88  18.366   0.784
   1569    88  17.648   1.230
   1570    88  18.386   0.810
   1571    88  17.569   0.850
   1572    88  16.642   0.827
   1573    88  18.121   1.011
   1574    88  19.439   0.973
   1575    88  17.374   1.319
   1576    88  20.937   1.463
   1577    88  16.090   1.340
   1578    88  18.356   1.429
   1579    88  18.728   2.203
   1580    88  18.731   0.849
   1581    88  16.385   1.052
   1582    88  20.152   1.185
   1583    88  16.755   0.974
   1584    88  20.949   0.952
   1585    88  18.998   1.270
   1586    88  15.672   1.427
   1587    88  19.660   0.808
   1588    88  19.091   1.296
   1589    88  20.890   1.335
   1590    88  21.332   1.388
   1591    88  17.100   0.914
   1592    88  19.827   1.194
   1593    88  19.183   1.140
   1594    88  19.020   0.988
   1595    88  20.039   0.908
   1596    88  18.676   1.090
   1597    88  17.593   0.965
   1598    88  18.615   1.250
   1599    88  20.089   0.820
   1600    88  18.443   1.088
   1601    88  20.365   1.261
   1602    88  16.047   1.379
   1603    88  19.841   0.760
   1604    88  15.711   0.859
   1605    88  15.635   1.350
   1606    88  17.800   0.903
   1607    88  18.745   0.976
   1608    88  16.861   1.237
   1609    88  20.793   1.103
   1610    88  19.930   1.041
   1611    88  20.387   0.813
   1612    88  14.836   0.833
   1613    88  19.711   0.976
   1614    88  17.260   1.025
   1615    88  18.606   1.046
   1616    88  18.301   0.961
   1617    88  18.265   1.035
   1618    88  18.613   0.976
   1619    88  18.389   1.238
   1620    88  18.698   1.059
   1621    88  19.877   1.023
   1622    88  20.266   2.218
   1623    88  18.554   1.205
   1624    88  18.545   0.790
   1625    88  19.432   1.233
   1626    88  19.964   1.106
   1627    88  18.605   1.201
   1628    88  19.438   1.054
   1629    88  19.305   0.623
   1630    88  18.017   1.074
   1631    88  18.947   1.028
   1632    88  19.426   0.991
   1633    88  20.091   0.825
   1634    88  18.935   0.971
   1635    88  21.024   2.233
   1636    88  20.684   1.826
   1637    88  20.169   0.889
   1638    88  17.322   0.905
   1639    88  19.876   0.818
   1640    88  20.576   1.019
   1641    88  18.967   0.855
   1642    88  18.407   0.864
   1643    88  13.518   1.637
   1644    88  17.976   0.963
   1645    88  19.708   0.751
   1646    88  19.507   1.034
   1647    88  18.526   0.746
   1648    88  17.994   0.898
   1649    88  18.832   1.088
   1650    88  18.858   1.260
   1651    88  19.761   0.835
   1652    88  19.520   1.124
   1653    88  17.377   0.870
   1654    88  19.492   0.838
   1655    88  19.246   1.392
   1656    88  18.948   0.830
   1657    88  21.073   1.227
   1658    88  21.053   1.651
   1659    88  20.998   0.910
   1660    88  18.876   1.092
   1661    88  19.871   1.604
   1662    88  18.553   0.920
   1663    88  20.406   1.150
   1664    88  19.469   1.035
   1665    88  19.736   1.103
   1666    88  18.169   1.234
   1667    88  17.221   1.220
   1668    88  18.194   0.925
   1669    88  19.010   0.788
   1670    88  18.982   1.092
