Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,p0,p1,p2,p3,p4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag,BP-RP,mainseq
0.0152,0.01508,8.6,3.1580770016,2.5978271961,2.407,4.138,3.4639,-0.511,8,0.725,0.684,493.2,268.46,164.05,128.93,106.17,1,-5.92E-6,0.22,0.6689,0.3144,0.003064,0.002585,0.005969,-1.0,0.01675,-5.575,-2.237,1.201,-3.656,4.857,false
0.0152,0.01508,8.6,3.1580905914,2.5978274345,2.382,4.143,3.4621,-0.528,8,0.725,0.682,502.53,276.35,168.61,132.63,109.21,1,-6.52E-6,0.3,0.6689,0.3143,0.003053,0.002585,0.005969,-1.0,0.01674,-5.589,-2.095,1.435,-3.533,4.968,false
0.0152,0.01508,8.6,3.1581063271,2.597827673,2.353,4.146,3.4606,-0.542,8,0.726,0.679,509.22,282.38,172.08,135.46,111.54,1,-6.97E-6,0.33,0.669,0.3143,0.003039,0.002585,0.005969,-1.0,0.01673,-5.594,-2.038,1.53,-3.483,5.013,false
0.0152,0.01508,8.6,3.1581065655,2.597827673,2.352,4.307,3.4363,-0.8,8,0.726,0.745,596.06,-1.0,-1.0,-1.0,-1.0,1,-3.76E-5,1.97,0.668,0.315,0.003332,0.002581,0.005966,-1.0,0.01703,-5.996,0.354,5.663,-1.402,7.065,false
0.0152,0.01508,8.6,3.1581072807,2.597827673,2.35,4.209,3.4508,-0.645,8,0.726,0.745,582.78,340.12,205.53,162.24,133.65,1,-1.37E-5,0.66,0.668,0.315,0.003332,0.002581,0.005966,-1.0,0.01703,-5.754,-1.581,2.392,-3.099,5.491,false
0.0152,0.01508,8.6,3.1581089497,2.597827673,2.345,4.104,3.4665,-0.478,8,0.726,0.744,467.78,251.49,154.04,121.07,99.66,1,-4.57E-6,0.15,0.668,0.315,0.003331,0.002581,0.005966,-1.0,0.01703,-5.491,-2.299,1.051,-3.701,4.752,false
0.0152,0.01508,8.6,3.1581118107,2.597827673,2.337,3.971,3.4863,-0.267,8,0.726,0.744,334.38,171.54,106.89,83.54,68.71,2,-1.14E-6,0.02,0.668,0.315,0.003329,0.002581,0.005966,-1.0,0.01703,-5.158,-2.5,0.59,-3.86,4.45,false
0.0152,0.01508,8.6,3.1581161022,2.5978279114,2.326,3.995,3.4823,-0.309,8,0.726,0.743,362.41,184.64,114.66,89.73,73.81,2,-1.49E-6,0.03,0.668,0.315,0.003327,0.002581,0.005966,-1.0,0.01703,-5.216,-2.465,0.664,-3.83,4.494,false
0.0152,0.01508,8.6,3.1581218243,2.5978279114,2.31,4.05,3.4734,-0.403,8,0.727,0.743,420.71,218.47,134.63,105.64,86.93,1,-2.72E-6,0.07,0.668,0.315,0.003323,0.002581,0.005966,-1.0,0.01703,-5.355,-2.387,0.842,-3.767,4.609,false
0.0152,0.01508,8.6,3.1581294537,2.5978279114,2.291,4.099,3.4652,-0.488,8,0.727,0.742,469.24,254.31,155.61,122.42,100.76,1,-4.68E-6,0.15,0.668,0.3149,0.003319,0.002581,0.005966,-1.0,0.01702,-5.477,-2.259,1.106,-3.662,4.7679996,false
0.0152,0.01508,8.6,3.158138752,2.5978281498,2.266,4.13,3.4596,-0.546,8,0.727,0.74,504.77,281.7,171.54,135.21,111.31,1,-6.72E-6,0.31,0.6681,0.3149,0.003312,0.002581,0.005966,-1.0,0.01701,-5.554,-2.017,1.54,-3.459,4.999,false
0.0152,0.01508,8.6,3.1581499577,2.5978283882,2.237,4.144,3.4562,-0.58,8,0.728,0.738,525.57,298.49,181.24,143.05,117.76,1,-8.19E-6,0.39,0.6681,0.3149,0.003304,0.002582,0.005967,-1.0,0.01701,-5.59,-1.896,1.772,-3.357,5.129,false
0.0152,0.01508,8.6,3.1581633091,2.5978286266,2.203,4.15,3.4539,-0.601,8,0.728,0.736,537.8,308.94,187.23,147.94,121.78,1,-9.16E-6,0.43,0.6681,0.3149,0.003294,0.002582,0.005967,-1.0,0.01699,-5.604,-1.812,1.925,-3.283,5.208,false
0.0152,0.01508,8.6,3.1581790447,2.5978288651,2.163,4.152,3.4519,-0.619,8,0.729,0.733,547.74,317.78,192.26,152.08,125.18,1,-1.0E-5,0.47,0.6682,0.3149,0.00328,0.002582,0.005967,-1.0,0.01698,-5.61,-1.737,2.055,-3.217,5.2720003,false
0.0152,0.01508,8.6,3.1581792831,2.5978288651,2.162,4.314,3.4271,-0.881,8,0.729,0.802,571.38,-1.0,-1.0,-1.0,-1.0,0,-5.48E-5,2.96,0.6671,0.3156,0.003587,0.002578,0.005964,-1.0,0.0173,-6.014,1.897,8.106,-0.0,8.106,false
0.0152,0.01508,8.6,3.1581799984,2.5978288651,2.158,4.217,3.4417,-0.727,8,0.729,0.802,570.91,-1.0,-1.0,-1.0,-1.0,1,-2.01E-5,1.0,0.6671,0.3156,0.003586,0.002578,0.005964,-1.0,0.0173,-5.774,-0.991,3.414,-2.579,5.993,false
0.0152,0.01508,8.6,3.1581816673,2.5978288651,2.151,4.113,3.4573,-0.561,8,0.729,0.801,505.69,285.85,173.75,137.25,112.94,1,-6.8E-6,0.24,0.6672,0.3155,0.003583,0.002578,0.005964,-1.0,0.0173,-5.513,-2.072,1.439,-3.5,4.939,false
0.0152,0.01508,8.6,3.1581842899,2.5978288651,2.138,3.98,3.4772,-0.351,8,0.729,0.8,379.58,195.04,120.59,94.74,77.89,1,-1.71E-6,0.03,0.6672,0.3155,0.00358,0.002578,0.005964,-1.0,0.0173,-5.179,-2.333,0.832,-3.701,4.533,false
0.0152,0.01508,8.6,3.158188343,2.5978288651,2.119,4.003,3.4729,-0.396,8,0.729,0.799,401.77,210.99,129.97,102.26,84.08,1,-2.26E-6,0.05,0.6672,0.3155,0.003575,0.002578,0.005964,-1.0,0.01729,-5.238,-2.299,0.907,-3.674,4.581,false
0.0152,0.01508,8.6,3.1581940651,2.5978288651,2.094,4.058,3.4634,-0.493,8,0.729,0.798,456.65,251.03,153.38,121.05,99.56,1,-4.18E-6,0.12,0.6672,0.3155,0.003568,0.002578,0.005964,-1.0,0.01728,-5.375,-2.182,1.162,-3.58,4.7419996,false
0.0152,0.01508,8.6,3.1582012177,2.5978291035,2.061,4.106,3.4546,-0.583,8,0.729,0.796,513.21,294.1,178.36,141.17,116.14,1,-7.3E-6,0.35,0.6672,0.3155,0.00356,0.002578,0.005964,-1.0,0.01728,-5.495,-1.848,1.796,-3.301,5.097,false
0.0152,0.01508,8.6,3.1582100391,2.5978291035,2.022,4.136,3.4483,-0.647,8,0.73,0.794,552.51,-1.0,-1.0,-1.0,-1.0,1,-1.07E-5,0.51,0.6673,0.3155,0.003552,0.002578,0.005964,-1.0,0.01727,-5.57,-1.604,2.267,-3.094,5.361,false
0.0152,0.01508,8.6,3.158220768,2.5978293419,1.975,4.15,3.444,-0.689,8,0.73,0.792,546.02,-1.0,-1.0,-1.0,-1.0,1,-1.35E-5,0.71,0.6673,0.3155,0.003544,0.002579,0.005964,-1.0,0.01726,-5.605,-1.296,2.815,-2.828,5.643,false
0.0152,0.01508,8.6,3.1582336426,2.5978295803,1.921,4.155,3.4408,-0.719,8,0.731,0.791,538.41,-1.0,-1.0,-1.0,-1.0,0,-1.58E-5,0.85,0.6673,0.3154,0.003536,0.002579,0.005964,-1.0,0.01725,-5.619,-1.065,3.217,-2.625,5.842,false
0.0152,0.01508,8.6,3.1582486629,2.5978298187,1.859,4.158,3.4378,-0.747,8,0.731,0.789,529.68,-1.0,-1.0,-1.0,-1.0,0,-1.81E-5,1.01,0.6673,0.3154,0.003531,0.002579,0.005964,-1.0,0.01725,-5.624,-0.797,3.673,-2.388,6.061,false
0.0152,0.01508,8.6,3.1582489014,2.5978298187,1.857,4.321,3.4121,-1.013,8,0.731,0.849,529.44,-1.0,-1.0,-1.0,-1.0,0,-1.01E-4,5.64,0.6665,0.316,0.003797,0.002575,0.005962,-1.0,0.01753,-6.032,5.769,13.89,3.602,10.288,false
0.0152,0.01508,8.6,3.1582496166,2.5978298187,1.851,4.225,3.4269,-0.86,8,0.731,0.849,528.57,-1.0,-1.0,-1.0,-1.0,0,-3.72E-5,2.14,0.6665,0.316,0.003795,0.002575,0.005962,-1.0,0.01753,-5.793,0.867,6.456,-0.914,7.37,false
0.0152,0.01508,8.6,3.1582510471,2.5978298187,1.838,4.122,3.4426,-0.697,8,0.731,0.848,526.7,-1.0,-1.0,-1.0,-1.0,0,-1.28E-5,0.66,0.6665,0.316,0.00379,0.002575,0.005962,-1.0,0.01752,-5.534,-1.29,2.796,-2.813,5.609,false
0.0152,0.01508,8.6,3.1582539082,2.5978298187,1.817,3.988,3.4628,-0.487,8,0.731,0.846,429.94,239.4,146.13,115.84,95.16,1,-3.28E-6,0.08,0.6665,0.316,0.003783,0.002575,0.005962,-1.0,0.01751,-5.2,-2.067,1.239,-3.456,4.695,false
0.0152,0.01508,8.6,3.1582577229,2.5978298187,1.785,4.011,3.458,-0.537,8,0.732,0.844,458.66,260.97,158.61,125.98,103.5,1,-4.45E-6,0.13,0.6665,0.316,0.003774,0.002576,0.005962,-1.0,0.0175,-5.258,-1.994,1.402,-3.397,4.799,false
0.0152,0.01508,8.6,3.1582632065,2.5978300571,1.743,4.065,3.448,-0.642,8,0.732,0.842,512.87,-1.0,-1.0,-1.0,-1.0,0,-8.53E-6,0.43,0.6666,0.3159,0.003764,0.002576,0.005962,-1.0,0.01749,-5.394,-1.562,2.231,-3.034,5.265,false
0.0152,0.01508,8.6,3.1582701206,2.5978300571,1.691,4.113,3.4388,-0.739,8,0.732,0.84,505.03,-1.0,-1.0,-1.0,-1.0,0,-1.55E-5,0.86,0.6666,0.3159,0.003754,0.002576,0.005962,-1.0,0.01748,-5.511,-0.923,3.4,-2.487,5.887,false
0.0152,0.01508,8.6,3.1582787037,2.5978302956,1.627,4.142,3.432,-0.812,8,0.732,0.838,495.44,-1.0,-1.0,-1.0,-1.0,0,-2.41E-5,1.47,0.6666,0.3159,0.003747,0.002576,0.005962,-1.0,0.01747,-5.585,0.016,4.984,-1.659,6.643,false
0.0152,0.01508,8.6,3.1582891941,2.5978302956,1.554,4.156,3.4276,-0.864,8,0.733,0.838,484.06,-1.0,-1.0,-1.0,-1.0,0,-3.24E-5,2.09,0.6666,0.3159,0.003748,0.002576,0.005962,-1.0,0.01748,-5.62,0.966,6.508,-0.808,7.316,false
0.0152,0.01508,8.6,3.1583015919,2.597830534,1.471,4.161,3.4245,-0.906,8,0.733,0.841,470.88,-1.0,-1.0,-1.0,-1.0,0,-4.1E-5,2.77,0.6666,0.3159,0.00376,0.002576,0.005962,-1.0,0.01749,-5.633,1.997,8.116,0.129,7.987,false
0.0152,0.01508,8.6,3.1583161354,2.5978307724,1.379,4.163,3.422,-0.945,8,0.734,0.848,455.96,-1.0,-1.0,-1.0,-1.0,0,-5.17E-5,3.56,0.6665,0.316,0.003791,0.002575,0.005962,-1.0,0.01752,-5.638,3.187,9.926,1.221,8.705,false
0.0152,0.01508,8.6,3.1583161354,2.5978307724,1.379,4.327,3.3953,-1.217,8,0.734,0.865,455.94,-1.0,-1.0,-1.0,-1.0,0,-2.92E-4,24.19,0.6662,0.3162,0.003866,0.002574,0.005961,-1.0,0.0176,-6.048,22.101,35.361,19.36,16.001,false
0.0152,0.01508,8.6,3.1583163738,2.5978307724,1.378,4.232,3.4113,-1.058,8,0.734,0.865,455.84,-1.0,-1.0,-1.0,-1.0,0,-1.07E-4,10.15,0.6662,0.3162,0.003866,0.002574,0.005961,-1.0,0.0176,-5.811,11.586,21.594,9.156,12.438,false
0.0152,0.01508,8.6,3.1583168507,2.5978307724,1.377,4.129,3.4298,-0.881,8,0.734,0.865,455.6,-1.0,-1.0,-1.0,-1.0,0,-3.6E-5,3.57,0.6662,0.3162,0.003865,0.002574,0.005961,-1.0,0.0176,-5.554,3.247,9.82,1.276,8.544,false
0.0152,0.01508,8.6,3.1583175659,2.5978307724,1.375,3.995,3.4553,-0.646,8,0.734,0.864,455.2,-1.0,-1.0,-1.0,-1.0,0,-8.66E-6,0.72,0.6662,0.3162,0.003865,0.002574,0.005961,-1.0,0.0176,-5.218,-0.979,3.016,-2.51,5.526,false
0.0152,0.01508,8.6,3.1583185196,2.5978307724,1.371,4.018,3.4559,-0.667,8,0.734,0.864,454.62,-1.0,-1.0,-1.0,-1.0,0,-1.09E-5,0.9,0.6662,0.3162,0.003864,0.002574,0.005961,-1.0,0.0176,-5.275,-0.75,3.408,-2.319,5.727,false
0.0152,0.01508,8.6,3.1583199501,2.5978307724,1.366,4.071,3.4523,-0.736,8,0.734,0.864,453.82,-1.0,-1.0,-1.0,-1.0,0,-1.88E-5,1.68,0.6662,0.3162,0.003863,0.002574,0.005961,-1.0,0.0176,-5.407,0.379,5.242,-1.331,6.573,false
0.0152,0.01508,8.6,3.1583218575,2.5978307724,1.36,4.116,3.4511,-0.789,8,0.734,0.864,452.79,-1.0,-1.0,-1.0,-1.0,0,-2.99E-5,2.79,0.6662,0.3162,0.003863,0.002574,0.005961,-1.0,0.0176,-5.521,1.998,7.733,0.12,7.613,false
0.0152,0.01508,8.6,3.1583242416,2.5978310108,1.353,4.144,3.4547,-0.804,8,0.734,0.864,451.52,-1.0,-1.0,-1.0,-1.0,0,-3.93E-5,3.61,0.6662,0.3162,0.003863,0.002574,0.005961,-1.0,0.0176,-5.591,3.13,9.404,1.147,8.257,false
0.0152,0.01508,8.6,3.1583271027,2.5978310108,1.343,4.157,3.4638,-0.783,8,0.735,0.864,449.98,-1.0,-1.0,-1.0,-1.0,0,-4.35E-5,3.91,0.6662,0.3162,0.003864,0.002574,0.005961,-1.0,0.0176,-5.622,3.479,9.892,1.463,8.429,false
0.0152,0.01508,8.6,3.1583304405,2.5978310108,1.333,4.16,3.4778,-0.734,8,0.735,0.865,448.15,-1.0,-1.0,-1.0,-1.0,0,-4.33E-5,3.71,0.6662,0.3162,0.003867,0.002574,0.005961,-1.0,0.0176,-5.631,3.039,9.312,1.062,8.25,false
0.0152,0.01508,8.6,3.1583342552,2.5978310108,1.32,4.161,3.4965,-0.664,8,0.735,0.866,446.04,-1.0,-1.0,-1.0,-1.0,0,-4.11E-5,3.17,0.6662,0.3162,0.003873,0.002574,0.005961,-1.0,0.01761,-5.632,1.898,7.746,0.002,7.744,false
0.0152,0.01508,8.6,3.1583342552,2.5978310108,1.32,4.325,3.4501,-1.014,8,0.735,0.877,446.02,-1.0,-1.0,-1.0,-1.0,0,-2.55E-4,19.12,0.666,0.3163,0.003922,0.002574,0.005961,-1.0,0.01766,-6.043,19.166,31.086,16.449,14.637001,false
0.0152,0.01508,8.6,3.1583344936,2.5978310108,1.319,4.231,3.4752,-0.819,8,0.735,0.877,445.92,-1.0,-1.0,-1.0,-1.0,0,-9.0E-5,7.29,0.666,0.3163,0.003923,0.002574,0.005961,-1.0,0.01766,-5.807,8.018,16.44,5.701,10.739,false
0.0152,0.01508,8.6,3.1583349705,2.5978310108,1.318,4.128,3.5012,-0.613,8,0.735,0.878,445.7,-1.0,-1.0,-1.0,-1.0,0,-2.93E-5,2.3,0.666,0.3163,0.003923,0.002574,0.005961,-1.0,0.01766,-5.55,0.483,5.513,-1.284,6.797,false
0.0152,0.01508,8.6,3.1583356857,2.5978310108,1.316,3.994,3.5347,-0.346,8,0.735,0.878,312.52,170.6,104.97,83.78,68.61,0,-6.77E-6,0.39,0.666,0.3163,0.003924,0.002574,0.005961,-1.0,0.01766,-5.214,-3.221,-1.056,-4.524,3.4680002,false
0.0152,0.01508,8.6,3.1583366394,2.5978310108,1.313,4.016,3.5214,-0.423,8,0.735,0.878,350.14,196.01,119.85,95.86,78.52,0,-9.07E-6,0.58,0.666,0.3163,0.003926,0.002574,0.005961,-1.0,0.01766,-5.271,-2.637,0.156,-4.04,4.196,false
0.0152,0.01508,8.6,3.1583378315,2.5978310108,1.309,4.069,3.4965,-0.576,8,0.735,0.879,439.4,258.55,156.12,125.4,102.78,0,-1.72E-5,1.36,0.666,0.3163,0.003928,0.002574,0.005961,-1.0,0.01767,-5.403,-0.762,3.553,-2.382,5.935,false
0.0152,0.01508,8.6,3.1583397388,2.5978312492,1.303,4.114,3.4702,-0.729,8,0.735,0.879,443.15,-1.0,-1.0,-1.0,-1.0,0,-3.06E-5,2.75,0.666,0.3163,0.003931,0.002574,0.005961,-1.0,0.01767,-5.516,1.785,7.377,-0.08,7.457,false
0.0152,0.01508,8.6,3.1583418846,2.5978312492,1.296,4.142,3.4452,-0.858,8,0.735,0.88,441.99,-1.0,-1.0,-1.0,-1.0,0,-4.58E-5,4.5,0.666,0.3163,0.003934,0.002574,0.005961,-1.0,0.01767,-5.585,4.474,11.405,2.401,9.004,false
0.0152,0.01508,8.6,3.1583445072,2.5978312492,1.288,4.154,3.4209,-0.971,8,0.735,0.881,440.58,-1.0,-1.0,-1.0,-1.0,0,-5.89E-5,6.04,0.666,0.3163,0.003939,0.002574,0.00596,-1.0,0.01768,-5.616,6.731,14.96,4.523,10.437,false
0.0152,0.01508,8.6,3.1583478451,2.5978312492,1.278,4.158,3.395,-1.081,8,0.735,0.883,438.92,-1.0,-1.0,-1.0,-1.0,0,-7.04E-5,7.45,0.666,0.3163,0.003946,0.002573,0.00596,-1.0,0.01769,-5.625,8.55,17.519,6.257,11.261999,false
0.0152,0.01508,8.6,3.1583514214,2.5978312492,1.267,4.158,3.3654,-1.204,8,0.736,0.884,436.99,-1.0,-1.0,-1.0,-1.0,0,-8.32E-5,8.89,0.666,0.3164,0.003954,0.002573,0.00596,-1.0,0.01769,-5.626,10.315,19.866,7.943,11.922999,false
0.0152,0.01508,8.6,3.1583516598,2.5978312492,1.267,4.229,3.3407,-1.373,8,0.736,0.894,436.86,-1.0,-1.0,-1.0,-1.0,0,-1.86E-4,18.25,0.6658,0.3164,0.003996,0.002573,0.00596,-1.0,0.01774,-5.802,18.557,30.672,15.917,14.755001,false
0.0152,0.01508,8.6,3.1583521366,2.5978312492,1.265,4.126,3.3773,-1.125,8,0.736,0.894,436.64,-1.0,-1.0,-1.0,-1.0,0,-5.78E-5,6.36,0.6658,0.3164,0.003997,0.002573,0.00596,-1.0,0.01774,-5.545,7.212,15.682,4.992,10.690001,false
0.0152,0.01508,8.6,3.1583526134,2.5978312492,1.263,3.992,3.4262,-0.796,8,0.736,0.895,436.27,-1.0,-1.0,-1.0,-1.0,0,-1.25E-5,1.28,0.6658,0.3165,0.003998,0.002573,0.00596,-1.0,0.01774,-5.209,0.121,5.013,-1.521,6.534,false
0.0152,0.01508,8.6,3.1583535671,2.5978312492,1.26,4.015,3.4197,-0.845,8,0.736,0.895,435.73,-1.0,-1.0,-1.0,-1.0,0,-1.62E-5,1.7,0.6658,0.3165,0.004001,0.002573,0.00596,-1.0,0.01774,-5.267,0.751,6.133,-0.962,7.095,false
0.0152,0.01508,8.6,3.1583549976,2.5978312492,1.256,4.067,3.4026,-0.968,8,0.736,0.896,434.99,-1.0,-1.0,-1.0,-1.0,0,-2.95E-5,3.25,0.6658,0.3165,0.004003,0.002573,0.00596,-1.0,0.01775,-5.398,2.997,9.674,1.07,8.604,false
0.0152,0.01508,8.6,3.1583566666,2.5978314877,1.25,4.112,3.3882,-1.072,8,0.736,0.896,434.04,-1.0,-1.0,-1.0,-1.0,0,-4.97E-5,5.53,0.6658,0.3165,0.004007,0.002573,0.00596,-1.0,0.01775,-5.51,6.131,14.185,3.975,10.210001,false
0.0152,0.01508,8.6,3.1583588123,2.5978314877,1.243,4.14,3.3804,-1.134,8,0.736,0.898,432.86,-1.0,-1.0,-1.0,-1.0,0,-6.87E-5,7.49,0.6658,0.3165,0.004012,0.002573,0.00596,-1.0,0.01776,-5.579,8.647,17.635,6.352,11.283,false
0.0152,0.01508,8.6,3.1583611965,2.5978314877,1.235,4.152,3.379,-1.154,8,0.736,0.899,431.43,-1.0,-1.0,-1.0,-1.0,0,-7.94E-5,8.55,0.6657,0.3165,0.004018,0.002573,0.00596,-1.0,0.01776,-5.61,9.931,19.356,7.575,11.781001,false
0.0152,0.01508,8.6,3.158364296,2.5978314877,1.226,4.155,3.3819,-1.149,8,0.736,0.9,429.74,-1.0,-1.0,-1.0,-1.0,0,-8.31E-5,8.93,0.6657,0.3165,0.004024,0.002573,0.00596,-1.0,0.01777,-5.619,10.367,19.932,7.993,11.938999,false
0.0152,0.01508,8.6,3.1583678722,2.5978314877,1.215,4.156,3.3873,-1.132,8,0.736,0.902,427.78,-1.0,-1.0,-1.0,-1.0,0,-8.37E-5,8.99,0.6657,0.3165,0.004032,0.002572,0.00596,-1.0,0.01778,-5.619,10.432,20.019,8.056,11.962999,false
0.0152,0.01508,8.6,3.1583681107,2.5978314877,1.214,4.227,3.355,-1.333,8,0.736,0.912,427.63,-1.0,-1.0,-1.0,-1.0,0,-1.95E-4,19.03,0.6656,0.3166,0.004074,0.002572,0.005959,-1.0,0.01782,-5.797,19.194,31.5,16.536,14.964001,false
0.0152,0.01508,8.6,3.1583683491,2.5978314877,1.213,4.124,3.3989,-1.055,8,0.736,0.912,427.42,-1.0,-1.0,-1.0,-1.0,0,-5.86E-5,6.49,0.6656,0.3166,0.004075,0.002572,0.005959,-1.0,0.01782,-5.541,7.391,15.922,5.162,10.76,false
0.0152,0.01508,8.6,3.1583690643,2.5978314877,1.211,3.99,3.4566,-0.69,8,0.736,0.912,427.07,-1.0,-1.0,-1.0,-1.0,0,-1.21E-5,1.14,0.6656,0.3166,0.004077,0.002572,0.005959,-1.0,0.01783,-5.205,-0.319,4.034,-1.931,5.965,false
0.0152,0.01508,8.6,3.158370018,2.5978314877,1.208,4.013,3.4431,-0.768,8,0.736,0.913,426.56,-1.0,-1.0,-1.0,-1.0,0,-1.63E-5,1.62,0.6656,0.3166,0.004079,0.002572,0.005959,-1.0,0.01783,-5.262,0.499,5.426,-1.201,6.627,false
0.0152,0.01508,8.6,3.1583712101,2.5978314877,1.204,4.065,3.4147,-0.936,8,0.737,0.913,425.86,-1.0,-1.0,-1.0,-1.0,0,-3.13E-5,3.56,0.6655,0.3166,0.004081,0.002572,0.005959,-1.0,0.01783,-5.393,3.438,10.284,1.481,8.803,false
0.0152,0.01508,8.6,3.158372879,2.5978317261,1.199,4.11,3.3876,-1.091,8,0.737,0.914,424.96,-1.0,-1.0,-1.0,-1.0,0,-5.57E-5,6.29,0.6655,0.3166,0.004085,0.002572,0.005959,-1.0,0.01784,-5.505,7.158,15.594,4.943,10.651,false
0.0152,0.01508,8.6,3.1583747864,2.5978317261,1.192,4.138,3.3665,-1.205,8,0.737,0.915,423.85,-1.0,-1.0,-1.0,-1.0,0,-8.17E-5,9.05,0.6655,0.3166,0.004089,0.002572,0.005959,-1.0,0.01784,-5.574,10.547,20.156,8.168,11.988,false
0.0152,0.01508,8.6,3.1583771706,2.5978317261,1.185,4.15,3.3504,-1.285,8,0.737,0.916,422.5,-1.0,-1.0,-1.0,-1.0,0,-1.01E-4,11.07,0.6655,0.3166,0.004095,0.002572,0.005959,-1.0,0.01785,-5.605,12.756,23.053,10.294,12.759,false
0.0152,0.01508,8.6,3.1583800316,2.5978317261,1.176,4.153,3.3362,-1.348,8,0.737,0.918,420.9,-1.0,-1.0,-1.0,-1.0,0,-1.14E-4,12.62,0.6655,0.3167,0.004101,0.002572,0.005959,-1.0,0.01785,-5.614,14.199,24.935,11.691,13.2439995,false
0.0152,0.01508,8.6,3.1583833694,2.5978317261,1.166,4.154,3.3215,-1.412,8,0.737,0.919,419.04,-1.0,-1.0,-1.0,-1.0,0,-1.26E-4,14.18,0.6655,0.3167,0.004108,0.002572,0.005959,-1.0,0.01786,-5.615,15.459,26.577,12.914,13.663,false
0.0152,0.01508,8.6,3.1583838463,2.5978317261,1.164,4.123,3.3372,-1.319,8,0.737,0.929,418.65,-1.0,-1.0,-1.0,-1.0,0,-8.76E-5,9.95,0.6653,0.3168,0.004151,0.002571,0.005959,-1.0,0.01791,-5.538,11.639,21.581,9.218,12.362999,false
0.0152,0.01508,8.6,3.1583845615,2.5978317261,1.161,3.989,3.4071,-0.906,8,0.737,0.929,418.27,-1.0,-1.0,-1.0,-1.0,0,-1.71E-5,1.97,0.6653,0.3168,0.004152,0.002571,0.005959,-1.0,0.01791,-5.202,1.253,6.932,-0.497,7.4290004,false
0.0152,0.01508,8.6,3.1583855152,2.5978317261,1.158,4.012,3.3955,-0.976,8,0.737,0.929,417.72,-1.0,-1.0,-1.0,-1.0,0,-2.28E-5,2.73,0.6653,0.3168,0.004154,0.002571,0.005959,-1.0,0.01791,-5.259,2.35,8.639,0.494,8.1449995,false
0.0152,0.01508,8.6,3.1583867073,2.5978317261,1.154,4.064,3.3682,-1.139,8,0.737,0.93,416.98,-1.0,-1.0,-1.0,-1.0,0,-4.35E-5,5.25,0.6653,0.3168,0.004157,0.002571,0.005959,-1.0,0.01791,-5.39,5.866,13.758,3.737,10.021,false
0.0152,0.01508,8.6,3.1583883762,2.5978319645,1.149,4.108,3.3443,-1.281,8,0.737,0.931,416.01,-1.0,-1.0,-1.0,-1.0,0,-7.63E-5,8.86,0.6653,0.3168,0.00416,0.002571,0.005959,-1.0,0.01792,-5.501,10.404,19.945,8.034,11.910999,false
0.0152,0.01508,8.6,3.158390522,2.5978319645,1.142,4.136,3.3292,-1.371,8,0.737,0.932,414.81,-1.0,-1.0,-1.0,-1.0,0,-1.09E-4,12.28,0.6653,0.3168,0.004165,0.002571,0.005959,-1.0,0.01792,-5.569,13.97,24.622,11.469,13.153,false
0.0152,0.01508,8.6,3.1583929062,2.5978319645,1.134,4.148,3.3221,-1.414,8,0.738,0.933,413.36,-1.0,-1.0,-1.0,-1.0,0,-1.29E-4,14.66,0.6653,0.3168,0.00417,0.002571,0.005959,-1.0,0.01793,-5.599,15.862,27.097,13.305,13.792,false
0.0152,0.01508,8.6,3.1583960056,2.5978319645,1.125,4.151,3.3198,-1.431,8,0.738,0.935,411.65,-1.0,-1.0,-1.0,-1.0,0,-1.38E-4,15.68,0.6652,0.3168,0.004177,0.002571,0.005959,-1.0,0.01793,-5.608,16.675,28.16,14.095,14.065,false
0.0152,0.01508,8.6,3.1583993435,2.5978319645,1.114,4.152,3.3194,-1.437,8,0.738,0.936,409.66,-1.0,-1.0,-1.0,-1.0,0,-1.43E-4,16.22,0.6652,0.3168,0.004185,0.002571,0.005959,-1.0,0.01794,-5.609,17.111,28.729,14.518,14.211,false
0.0152,0.01508,8.6,3.1583998203,2.5978319645,1.112,4.122,3.3373,-1.336,8,0.738,0.945,409.25,-1.0,-1.0,-1.0,-1.0,0,-9.91E-5,11.39,0.6651,0.3169,0.004224,0.00257,0.005958,-1.0,0.01798,-5.534,13.165,23.564,10.691,12.872999,false
0.0152,0.01508,8.6,3.1584005356,2.5978319645,1.11,3.987,3.418,-0.88,8,0.738,0.945,408.85,-1.0,-1.0,-1.0,-1.0,0,-1.85E-5,2.19,0.6651,0.3169,0.004224,0.00257,0.005958,-1.0,0.01798,-5.198,1.572,7.365,-0.21,7.575,false
0.0152,0.01508,8.6,3.1584014893,2.5978319645,1.107,4.01,3.4047,-0.957,8,0.738,0.945,408.26,-1.0,-1.0,-1.0,-1.0,0,-2.48E-5,2.99,0.6651,0.3169,0.004224,0.00257,0.005958,-1.0,0.01798,-5.255,2.741,9.215,0.849,8.366,false
0.0152,0.01508,8.6,3.1584026814,2.5978319645,1.102,4.062,3.3736,-1.135,8,0.738,0.945,407.47,-1.0,-1.0,-1.0,-1.0,0,-4.81E-5,5.78,0.6651,0.3169,0.004225,0.00257,0.005958,-1.0,0.01799,-5.385,6.616,14.819,4.435,10.384001,false
