Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,p0,p1,p2,p3,p4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag,BP-RP,mainseq
0.0152,0.01508,8.6,3.1584041119,2.5978322029,1.097,4.106,3.3467,-1.29,8,0.738,0.946,406.45,-1.0,-1.0,-1.0,-1.0,0,-8.54E-5,9.97,0.6651,0.3169,0.004226,0.00257,0.005958,-1.0,0.01799,-5.496,11.714,21.666,9.291,12.375,false
0.0152,0.01508,8.6,3.1584060192,2.5978322029,1.09,4.133,3.33,-1.386,8,0.738,0.946,405.18,-1.0,-1.0,-1.0,-1.0,0,-1.23E-4,14.23,0.6651,0.3169,0.004229,0.00257,0.005958,-1.0,0.01799,-5.564,15.549,26.678,13.002,13.676,false
0.0152,0.01508,8.6,3.1584084034,2.5978322029,1.082,4.145,3.3225,-1.431,8,0.738,0.948,403.65,-1.0,-1.0,-1.0,-1.0,0,-1.46E-4,16.65,0.6651,0.3169,0.004234,0.00257,0.005958,-1.0,0.018,-5.594,17.477,29.201,14.874,14.327001,false
0.0152,0.01508,8.6,3.158411026,2.5978322029,1.072,4.149,3.3204,-1.447,8,0.739,0.949,401.84,-1.0,-1.0,-1.0,-1.0,0,-1.57E-4,17.68,0.665,0.317,0.004243,0.00257,0.005958,-1.0,0.01801,-5.602,18.302,30.278,15.675,14.603,false
0.0152,0.01508,8.6,3.1584143639,2.5978322029,1.061,4.149,3.3205,-1.452,8,0.739,0.953,399.73,-1.0,-1.0,-1.0,-1.0,0,-1.62E-4,18.23,0.665,0.317,0.004256,0.00257,0.005958,-1.0,0.01802,-5.603,18.743,30.854,16.103,14.750999,false
0.0152,0.01508,8.6,3.1584148407,2.5978322029,1.059,4.12,3.3405,-1.343,8,0.739,0.953,399.27,-1.0,-1.0,-1.0,-1.0,0,-1.12E-4,13.19,0.665,0.317,0.004259,0.00257,0.005958,-1.0,0.01802,-5.53,14.741,25.616,12.219,13.396999,false
0.0152,0.01508,8.6,3.158415556,2.5978322029,1.056,3.986,3.4314,-0.846,8,0.739,0.954,398.81,-1.0,-1.0,-1.0,-1.0,0,-1.99E-5,2.34,0.665,0.317,0.004262,0.00257,0.005958,-1.0,0.01803,-5.194,1.74,7.401,-0.069,7.47,false
0.0152,0.01508,8.6,3.1584162712,2.5978322029,1.053,4.008,3.4172,-0.927,8,0.739,0.955,398.15,-1.0,-1.0,-1.0,-1.0,0,-2.69E-5,3.23,0.665,0.317,0.004266,0.00257,0.005958,-1.0,0.01803,-5.251,3.103,9.715,1.176,8.5390005,false
0.0152,0.01508,8.6,3.1584174633,2.5978322029,1.048,4.06,3.3834,-1.116,8,0.739,0.956,397.24,-1.0,-1.0,-1.0,-1.0,0,-5.29E-5,6.52,0.665,0.317,0.004271,0.00257,0.005958,-1.0,0.01804,-5.381,7.586,16.131,5.356,10.775001,false
0.0152,0.01508,8.6,3.1584188938,2.5978322029,1.042,4.105,3.3548,-1.278,8,0.739,0.957,396.07,-1.0,-1.0,-1.0,-1.0,0,-9.48E-5,11.2,0.6649,0.317,0.004278,0.002569,0.005958,-1.0,0.01804,-5.491,13.01,23.35,10.543,12.807,false
0.0152,0.01508,8.6,3.1584205627,2.5978324413,1.034,4.131,3.3379,-1.375,8,0.739,0.959,394.62,-1.0,-1.0,-1.0,-1.0,0,-1.36E-4,0.0,0.6649,0.317,0.004286,0.002569,0.005958,-1.0,0.01805,-5.559,-2.157,1.772,-3.562,5.334,false
0.0152,0.01508,8.6,3.1584227085,2.5978324413,1.025,4.143,3.3317,-1.416,8,0.739,0.962,392.87,-1.0,-1.0,-1.0,-1.0,0,-1.62E-4,0.0,0.6649,0.3171,0.004297,0.002569,0.005958,-1.0,0.01806,-5.588,-2.186,1.742,-3.592,5.334,false
0.0152,0.01508,8.6,3.1584253311,2.5978324413,1.014,4.147,3.3317,-1.424,8,0.739,0.964,390.81,-1.0,-1.0,-1.0,-1.0,0,-1.73E-4,0.0,0.6648,0.3171,0.004309,0.002569,0.005958,-1.0,0.01808,-5.597,-2.195,1.733,-3.6,5.333,false
0.0152,0.01508,8.6,3.1584284306,2.5978324413,1.002,4.147,3.3346,-1.418,8,0.74,0.968,388.41,-1.0,-1.0,-1.0,-1.0,0,-1.78E-4,0.0,0.6648,0.3171,0.004323,0.002569,0.005958,-1.0,0.01809,-5.598,-2.196,1.732,-3.601,5.333,false
0.0152,0.01508,8.6,3.1584284306,2.5978324413,1.002,4.314,3.2117,-2.076,8,0.74,0.968,388.39,-1.0,-1.0,-1.0,-1.0,0,-0.0016,0.0,0.6648,0.3171,0.004324,0.002569,0.005958,-1.0,0.01809,-6.014,-2.612,1.316,-4.017,5.333,false
0.0152,0.01508,8.6,3.158428669,2.5978324413,1.001,4.22,3.2808,-1.707,8,0.74,0.968,388.25,-1.0,-1.0,-1.0,-1.0,0,-4.68E-4,0.0,0.6648,0.3171,0.004324,0.002569,0.005958,-1.0,0.01809,-5.781,-2.379,1.549,-3.784,5.333,false
0.0152,0.01508,8.6,3.1584289074,2.5978324413,1.0,4.119,3.3564,-1.303,8,0.74,0.968,387.79,-1.0,-1.0,-1.0,-1.0,0,-1.23E-4,0.0,0.6648,0.3171,0.004325,0.002569,0.005958,-1.0,0.01809,-5.527,-2.125,1.803,-3.53,5.333,false
0.0152,0.01508,8.6,3.1584293842,2.5978324413,0.997,3.984,3.4572,-0.767,8,0.74,0.969,385.94,-1.0,-1.0,-1.0,-1.0,0,-2.09E-5,0.0,0.6648,0.3171,0.004328,0.002569,0.005957,-1.0,0.0181,-5.191,-2.136,1.166,-3.51,4.676,false
0.0152,0.01508,8.6,3.1584303379,2.5978324413,0.993,4.007,3.4419,-0.852,8,0.74,0.969,383.23,-1.0,-1.0,-1.0,-1.0,0,-2.84E-5,0.0,0.6648,0.3171,0.004331,0.002569,0.005957,-1.0,0.0181,-5.248,-2.053,1.421,-3.437,4.858,false
0.0152,0.01508,8.6,3.1584312916,2.5978324413,0.988,4.059,3.4054,-1.052,8,0.74,0.97,379.58,-1.0,-1.0,-1.0,-1.0,0,-5.66E-5,0.0,0.6648,0.3171,0.004335,0.002569,0.005957,-1.0,0.0181,-5.377,-1.975,1.953,-3.381,5.334,false
0.0152,0.01508,8.6,3.1584327221,2.5978324413,0.981,4.103,3.3749,-1.221,8,0.74,0.972,374.92,-1.0,-1.0,-1.0,-1.0,0,-1.02E-4,0.0,0.6647,0.3171,0.004341,0.002569,0.005957,-1.0,0.01811,-5.487,-2.085,1.843,-3.49,5.333,false
0.0152,0.01508,8.6,3.158434391,2.5978324413,0.973,4.13,3.3577,-1.321,8,0.74,0.973,369.19,-1.0,-1.0,-1.0,-1.0,0,-1.48E-4,0.0,0.6647,0.3172,0.004348,0.002569,0.005957,-1.0,0.01812,-5.554,-2.152,1.776,-3.557,5.333,false
0.0152,0.01508,8.6,3.1584365368,2.5978326797,0.963,4.141,3.3524,-1.358,8,0.74,0.975,362.36,-1.0,-1.0,-1.0,-1.0,0,-1.76E-4,0.0,0.6647,0.3172,0.004357,0.002569,0.005957,-1.0,0.01813,-5.584,-2.182,1.747,-3.587,5.3339996,false
0.0152,0.01508,8.6,3.1584391594,2.5978326797,0.951,4.145,3.3542,-1.36,8,0.74,0.977,354.42,-1.0,-1.0,-1.0,-1.0,0,-1.87E-4,0.0,0.6647,0.3172,0.004367,0.002568,0.005957,-1.0,0.01814,-5.592,-2.19,1.738,-3.596,5.334,false
0.0152,0.01508,8.6,3.1584420204,2.5978326797,0.938,4.145,3.3593,-1.346,8,0.74,0.98,345.39,-1.0,-1.0,-1.0,-1.0,0,-1.92E-4,0.0,0.6646,0.3172,0.004379,0.002568,0.005957,-1.0,0.01815,-5.593,-2.191,1.737,-3.597,5.3339996,false
0.0152,0.01508,8.6,3.1584420204,2.5978326797,0.937,4.312,3.2265,-2.044,8,0.74,0.98,345.16,-1.0,-1.0,-1.0,-1.0,0,-0.00181,0.0,0.6646,0.3172,0.004379,0.002568,0.005957,-1.0,0.01815,-6.01,-2.608,1.32,-4.013,5.333,false
0.0152,0.01508,8.6,3.1584422588,2.5978326797,0.937,4.219,3.301,-1.654,8,0.74,0.98,344.67,-1.0,-1.0,-1.0,-1.0,0,-5.18E-4,0.0,0.6646,0.3172,0.00438,0.002568,0.005957,-1.0,0.01815,-5.778,-2.376,1.553,-3.781,5.3339996,false
0.0152,0.01508,8.6,3.1584424973,2.5978326797,0.935,4.118,3.3827,-1.226,8,0.74,0.98,343.6,-1.0,-1.0,-1.0,-1.0,0,-1.32E-4,0.0,0.6646,0.3172,0.00438,0.002568,0.005957,-1.0,0.01815,-5.524,-2.122,1.806,-3.527,5.333,false
0.0152,0.01508,8.6,3.1584429741,2.5978326797,0.932,3.983,3.4921,-0.655,8,0.74,0.981,341.81,-1.0,-1.0,-1.0,-1.0,0,-2.16E-5,0.0,0.6646,0.3172,0.004381,0.002568,0.005957,-1.0,0.01815,-5.187,-2.657,0.447,-4.012,4.459,false
0.0152,0.01508,8.6,3.1584436893,2.5978326797,0.928,4.006,3.4764,-0.742,8,0.741,0.981,339.21,-1.0,-1.0,-1.0,-1.0,0,-2.94E-5,0.0,0.6646,0.3172,0.004383,0.002568,0.005957,-1.0,0.01816,-5.244,-2.419,0.769,-3.784,4.553,false
0.0152,0.01508,8.6,3.1584448814,2.5978326797,0.923,4.057,3.4382,-0.949,8,0.741,0.981,335.7,-1.0,-1.0,-1.0,-1.0,0,-5.89E-5,0.0,0.6646,0.3172,0.004385,0.002568,0.005957,-1.0,0.01816,-5.372,-2.145,1.385,-3.532,4.917,false
0.0152,0.01508,8.6,3.1584460735,2.5978326797,0.916,4.1,3.4068,-1.121,8,0.741,0.982,331.21,-1.0,-1.0,-1.0,-1.0,0,-1.06E-4,0.0,0.6646,0.3172,0.004388,0.002568,0.005957,-1.0,0.01816,-5.48,-2.078,1.85,-3.484,5.334,false
0.0152,0.01508,8.6,3.1584477425,2.5978326797,0.908,4.126,3.3901,-1.218,8,0.741,0.983,325.71,-1.0,-1.0,-1.0,-1.0,0,-1.53E-4,0.0,0.6646,0.3172,0.004391,0.002568,0.005957,-1.0,0.01817,-5.545,-2.144,1.785,-3.549,5.334,false
0.0152,0.01508,8.6,3.1584498882,2.5978326797,0.898,4.137,3.3866,-1.248,8,0.741,0.984,319.16,-1.0,-1.0,-1.0,-1.0,0,-1.79E-4,0.0,0.6646,0.3173,0.004395,0.002568,0.005957,-1.0,0.01817,-5.573,-2.171,1.757,-3.576,5.333,false
0.0152,0.01508,8.6,3.1584522724,2.5978329182,0.886,4.14,3.3913,-1.237,8,0.741,0.985,311.56,-1.0,-1.0,-1.0,-1.0,0,-1.87E-4,0.0,0.6646,0.3173,0.0044,0.002568,0.005957,-1.0,0.01817,-5.58,-2.178,1.75,-3.583,5.333,false
0.0152,0.01508,8.6,3.1584551334,2.5978329182,0.872,4.14,3.4002,-1.208,8,0.741,0.986,302.92,-1.0,-1.0,-1.0,-1.0,0,-1.88E-4,0.0,0.6645,0.3173,0.004406,0.002568,0.005957,-1.0,0.01818,-5.579,-2.177,1.751,-3.582,5.333,false
0.0152,0.01508,8.6,3.1584551334,2.5978329182,0.872,4.307,3.2559,-1.953,8,0.741,0.986,302.73,-1.0,-1.0,-1.0,-1.0,0,-0.00188,0.0,0.6645,0.3173,0.004406,0.002568,0.005957,-1.0,0.01818,-5.997,-2.595,1.333,-4.0,5.333,false
0.0152,0.01508,8.6,3.1584553719,2.5978329182,0.871,4.214,3.3364,-1.538,8,0.741,0.986,302.41,-1.0,-1.0,-1.0,-1.0,0,-5.24E-4,0.0,0.6645,0.3173,0.004406,0.002568,0.005957,-1.0,0.01818,-5.765,-2.363,1.565,-3.768,5.333,false
0.0152,0.01508,8.6,3.1584556103,2.5978329182,0.87,4.113,3.4246,-1.085,8,0.741,0.986,301.71,-1.0,-1.0,-1.0,-1.0,0,-1.3E-4,0.0,0.6645,0.3173,0.004406,0.002568,0.005957,-1.0,0.01818,-5.512,-2.17,1.605,-3.568,5.1730003,false
0.0152,0.01508,8.6,3.1584560871,2.5978329182,0.868,3.978,3.5428,-0.478,8,0.741,0.986,300.54,-1.0,-1.0,-1.0,-1.0,0,-2.03E-5,0.0,0.6645,0.3173,0.004407,0.002568,0.005957,-1.0,0.01818,-5.174,-4.032,-2.39,-5.188,2.798,false
0.0152,0.01508,8.6,3.1584568024,2.5978329182,0.866,4.0,3.5253,-0.572,8,0.741,0.986,298.82,-1.0,-1.0,-1.0,-1.0,0,-2.77E-5,0.0,0.6645,0.3173,0.004407,0.002568,0.005957,-1.0,0.01818,-5.23,-3.703,-1.538,-4.954,3.416,false
0.0152,0.01508,8.6,3.158457756,2.5978329182,0.862,4.051,3.4837,-0.791,8,0.741,0.987,296.5,-1.0,-1.0,-1.0,-1.0,0,-5.58E-5,0.0,0.6645,0.3173,0.004408,0.002568,0.005957,-1.0,0.01818,-5.357,-2.651,0.505,-4.012,4.517,false
0.0152,0.01508,8.6,3.1584589481,2.5978329182,0.857,4.094,3.4496,-0.972,8,0.742,0.987,293.53,-1.0,-1.0,-1.0,-1.0,0,-1.01E-4,0.0,0.6645,0.3173,0.004409,0.002568,0.005957,-1.0,0.01818,-5.464,-2.336,1.039,-3.715,4.7539997,false
0.0152,0.01508,8.6,3.1584606171,2.5978329182,0.851,4.119,3.4314,-1.073,8,0.742,0.987,289.87,-1.0,-1.0,-1.0,-1.0,0,-1.44E-4,0.0,0.6645,0.3173,0.00441,0.002568,0.005957,-1.0,0.01819,-5.527,-2.243,1.395,-3.635,5.0299997,false
0.0152,0.01508,8.6,3.1584625244,2.5978329182,0.844,4.129,3.4273,-1.104,8,0.742,0.987,285.5,-1.0,-1.0,-1.0,-1.0,0,-1.66E-4,0.0,0.6645,0.3173,0.004411,0.002568,0.005957,-1.0,0.01819,-5.553,-2.234,1.483,-3.63,5.113,false
0.0152,0.01508,8.6,3.1584646702,2.5978329182,0.836,4.131,3.432,-1.091,8,0.742,0.988,280.39,-1.0,-1.0,-1.0,-1.0,0,-1.71E-4,0.0,0.6645,0.3173,0.004413,0.002568,0.005957,-1.0,0.01819,-5.559,-2.279,1.35,-3.671,5.021,false
0.0152,0.01508,8.6,3.1584672928,2.5978329182,0.826,4.13,3.4412,-1.058,8,0.742,0.988,274.55,-1.0,-1.0,-1.0,-1.0,0,-1.68E-4,0.0,0.6645,0.3173,0.004415,0.002568,0.005957,-1.0,0.01819,-5.556,-2.354,1.133,-3.739,4.872,false
0.0152,0.01508,8.6,3.1584672928,2.5978329182,0.826,4.298,3.2887,-1.836,8,0.742,0.988,274.45,-1.0,-1.0,-1.0,-1.0,0,-0.00175,0.0,0.6645,0.3173,0.004415,0.002568,0.005957,-1.0,0.01819,-5.974,-2.572,1.356,-3.977,5.333,false
0.0152,0.01508,8.6,3.1584675312,2.5978329182,0.825,4.205,3.3732,-1.406,8,0.742,0.988,274.25,-1.0,-1.0,-1.0,-1.0,0,-4.8E-4,0.0,0.6645,0.3173,0.004415,0.002568,0.005957,-1.0,0.01819,-5.743,-2.341,1.587,-3.746,5.333,false
0.0152,0.01508,8.6,3.1584677696,2.5978331566,0.825,4.104,3.4657,-0.935,8,0.742,0.988,273.84,-1.0,-1.0,-1.0,-1.0,0,-1.17E-4,0.0,0.6645,0.3173,0.004415,0.002568,0.005957,-1.0,0.01819,-5.491,-2.528,0.716,-3.898,4.614,false
0.0152,0.01508,8.6,3.1584682465,2.5978331566,0.824,3.97,3.5896,-0.305,8,0.742,0.988,249.72,140.69,86.41,69.96,57.06,0,-1.78E-5,0.0,0.6645,0.3173,0.004416,0.002568,0.005957,-1.0,0.01819,-5.154,-4.618,-3.679,-5.543,1.8640003,false
0.0152,0.01508,8.6,3.1584689617,2.5978331566,0.822,3.992,3.5702,-0.407,8,0.742,0.988,272.12,-1.0,-1.0,-1.0,-1.0,0,-2.45E-5,0.0,0.6645,0.3173,0.004416,0.002568,0.005957,-1.0,0.01819,-5.211,-4.479,-3.34,-5.491,2.1510003,false
0.0152,0.01508,8.6,3.1584699154,2.5978331566,0.82,4.043,3.5253,-0.639,8,0.742,0.989,270.74,-1.0,-1.0,-1.0,-1.0,0,-5.0E-5,0.0,0.6645,0.3173,0.004417,0.002568,0.005957,-1.0,0.01819,-5.339,-3.812,-1.637,-5.065,3.428,false
0.0152,0.01508,8.6,3.1584711075,2.5978331566,0.817,4.087,3.488,-0.832,8,0.742,0.989,268.96,-1.0,-1.0,-1.0,-1.0,0,-9.16E-5,0.0,0.6645,0.3173,0.004418,0.002568,0.005957,-1.0,0.01819,-5.446,-2.821,0.317,-4.179,4.496,false
0.0152,0.01508,8.6,3.158472538,2.5978331566,0.813,4.113,3.467,-0.945,8,0.742,0.989,266.77,-1.0,-1.0,-1.0,-1.0,0,-1.32E-4,0.0,0.6645,0.3173,0.004419,0.002568,0.005957,-1.0,0.01819,-5.511,-2.564,0.673,-3.933,4.606,false
0.0152,0.01508,8.6,3.1584742069,2.5978331566,0.808,4.124,3.4602,-0.985,8,0.743,0.989,264.13,-1.0,-1.0,-1.0,-1.0,0,-1.55E-4,0.0,0.6645,0.3173,0.00442,0.002568,0.005957,-1.0,0.0182,-5.54,-2.515,0.762,-3.888,4.65,false
0.0152,0.01508,8.6,3.1584763527,2.5978331566,0.803,4.127,3.462,-0.984,8,0.743,0.99,261.03,-1.0,-1.0,-1.0,-1.0,0,-1.62E-4,0.0,0.6645,0.3173,0.004422,0.002568,0.005957,-1.0,0.0182,-5.548,-2.544,0.722,-3.916,4.638,false
0.0152,0.01508,8.6,3.1584789753,2.5978331566,0.797,4.127,3.4679,-0.964,8,0.743,0.99,257.46,-1.0,-1.0,-1.0,-1.0,0,-1.62E-4,0.0,0.6645,0.3173,0.004423,0.002568,0.005957,-1.0,0.0182,-5.549,-2.611,0.62,-3.98,4.6,false
0.0152,0.01508,8.6,3.1584789753,2.5978331566,0.797,4.295,3.309,-1.768,8,0.743,0.99,257.4,-1.0,-1.0,-1.0,-1.0,0,-0.00173,0.0,0.6645,0.3173,0.004423,0.002568,0.005957,-1.0,0.0182,-5.968,-2.566,1.362,-3.971,5.333,false
0.0152,0.01508,8.6,3.1584792137,2.5978331566,0.797,4.203,3.3966,-1.325,8,0.743,0.99,257.24,-1.0,-1.0,-1.0,-1.0,0,-4.7E-4,0.0,0.6645,0.3173,0.004423,0.002568,0.005957,-1.0,0.0182,-5.737,-2.335,1.593,-3.74,5.333,false
0.0152,0.01508,8.6,3.1584794521,2.5978331566,0.796,4.102,3.4928,-0.84,8,0.743,0.99,256.89,-1.0,-1.0,-1.0,-1.0,0,-1.13E-4,0.0,0.6645,0.3173,0.004424,0.002568,0.005957,-1.0,0.0182,-5.485,-2.973,0.129,-4.328,4.4570003,false
0.0152,0.01508,8.6,3.158479929,2.5978331566,0.795,3.968,3.6219,-0.189,8,0.743,0.99,206.29,113.05,70.06,56.62,46.14,0,-1.67E-5,0.0,0.6645,0.3173,0.004424,0.002568,0.005957,-1.0,0.0182,-5.149,-4.841,-4.062,-5.678,1.6160002,false
0.0152,0.01508,8.6,3.1584804058,2.5978331566,0.794,3.99,3.6019,-0.293,8,0.743,0.99,241.83,136.28,83.75,67.87,55.34,0,-2.31E-5,0.0,0.6645,0.3173,0.004424,0.002568,0.005957,-1.0,0.0182,-5.206,-4.766,-3.898,-5.653,1.7549999,false
0.0152,0.01508,8.6,3.1584813595,2.5978331566,0.792,4.041,3.5555,-0.531,8,0.743,0.991,254.31,-1.0,-1.0,-1.0,-1.0,0,-4.75E-5,0.0,0.6645,0.3173,0.004425,0.002568,0.005957,-1.0,0.0182,-5.333,-4.404,-3.034,-5.491,2.4570003,false
0.0152,0.01508,8.6,3.1584825516,2.5978331566,0.789,4.084,3.5172,-0.728,8,0.743,0.991,252.83,-1.0,-1.0,-1.0,-1.0,0,-8.71E-5,0.0,0.6645,0.3173,0.004426,0.002568,0.005957,-1.0,0.0182,-5.441,-3.691,-1.196,-4.984,3.788,false
0.0152,0.01508,8.6,3.1584839821,2.597833395,0.786,4.11,3.4957,-0.842,8,0.743,0.991,251.0,-1.0,-1.0,-1.0,-1.0,0,-1.26E-4,0.0,0.6645,0.3173,0.004427,0.002568,0.005957,-1.0,0.0182,-5.506,-3.073,0.001,-4.425,4.426,false
0.0152,0.01508,8.6,3.1584858894,2.597833395,0.782,4.122,3.489,-0.882,8,0.743,0.991,248.79,-1.0,-1.0,-1.0,-1.0,0,-1.47E-4,0.0,0.6645,0.3173,0.004428,0.002568,0.005957,-1.0,0.0182,-5.534,-2.927,0.207,-4.285,4.4919996,false
0.0152,0.01508,8.6,3.1584880352,2.597833395,0.778,4.125,3.4912,-0.879,8,0.744,0.992,246.21,-1.0,-1.0,-1.0,-1.0,0,-1.53E-4,0.0,0.6645,0.3173,0.00443,0.002568,0.005957,-1.0,0.01821,-5.543,-2.987,0.13,-4.344,4.474,false
0.0152,0.01508,8.6,3.1584904194,2.597833395,0.772,4.125,3.4977,-0.857,8,0.744,0.992,243.21,-1.0,-1.0,-1.0,-1.0,0,-1.52E-4,0.0,0.6645,0.3173,0.004432,0.002568,0.005957,-1.0,0.01821,-5.544,-3.167,-0.113,-4.517,4.4040003,false
