B-V,V,mainseq
0.86929587,11.25634,true
1.2953783,13.677697,true
1.5951198,15.299996,true
1.1800771,12.859239,true
0.94045606,11.76952,true
0.91077498,11.26392,true
0.88114535,11.058357,true
1.5081735,15.009843,true
0.6248901,9.8372918,true
0.58710726,9.3091068,true
1.2870628,13.559385,true
1.53622,15.280527,true
1.7146871,15.996858,true
0.80026648,11.244705,true
1.4291639,14.699244,true
1.3542758,15.55553,true
1.3610944,14.949324,true
0.88673101,11.374595,true
1.367364,14.071815,true
1.4812791,15.148209,true
1.6193962,16.118042,true
1.3230575,14.012399,true
0.64687463,9.3240746,true
1.1640316,13.479935,true
1.4119147,15.543886,true
1.5527226,14.990214,true
1.1491779,12.41516,true
1.1524829,12.73216,true
0.52390337,9.2509275,true
1.4667215,16.267265,true
1.5682622,15.799188,true
1.0436387,12.909389,true
1.1306431,13.190755,true
1.4526645,16.067982,true
0.89328392,11.31431,true
1.4340134,15.482401,true
1.6310286,15.984664,true
1.4025399,15.597889,true
1.0916853,12.392548,true
1.5075005,14.470009,true
1.4488045,16.091315,true
1.3222378,16.187144,true
1.5001587,15.628498,true
1.0897944,12.406075,true
1.4312317,15.28772,true
0.67635116,8.2133151,false
1.3680533,16.008525,true
0.94899454,12.10006,true
1.505413,16.205778,true
1.103589,13.008932,true
0.50479719,8.915021,true
1.5852468,15.974665,true
1.4690151,15.011889,true
1.6854714,16.031045,true
1.2607328,13.234999,true
1.0367648,12.591369,true
1.537985,15.556109,true
0.53459292,9.71127,true
1.3689347,14.487178,true
1.3438007,13.301638,true
0.77036935,9.9807383,true
1.4127179,15.635668,true
1.363916,8.2699266,false
1.2079261,13.736525,true
1.4850066,15.181323,true
1.5969301,14.944837,true
1.5596408,15.097504,true
0.74486889,10.552402,true
1.3805874,14.915694,true
1.0640246,12.00575,true
0.64156467,9.6722708,true
1.0183276,12.643658,true
0.87058226,11.876262,true
1.1729947,12.621518,true
1.3569282,14.435224,true
1.4923779,15.748648,true
1.4471316,16.033082,true
1.348282,13.998098,true
1.6471627,15.410643,true
1.4840867,14.731448,true
1.54741,16.177123,true
1.152106,12.843242,true
1.4342874,14.981432,true
0.88612977,11.106637,true
0.59149248,8.624368,true
1.6660965,16.168112,true
1.0580556,12.610244,true
1.5925622,15.075025,true
1.3478868,13.607381,true
1.3251094,13.856217,true
1.3404629,14.122053,true
0.55996431,8.828462,true
0.77774916,10.850959,true
1.2390155,13.164022,true
1.4612966,14.660577,true
0.82938862,11.396615,true
0.92048577,11.235861,true
1.3665905,15.054525,true
0.70511022,10.404717,true
0.96199019,11.870657,true
0.76838281,11.081858,true
0.58533857,9.7839669,true
0.93232128,11.483063,true
1.4585801,15.697669,true
1.5492231,15.312302,true
1.7340079,15.734096,true
0.63949147,8.8884607,true
0.89888776,11.925002,true
1.0198927,12.022487,true
1.5230254,16.245964,true
0.92096706,11.856413,true
1.2878992,13.001155,true
0.81918285,10.934149,true
0.55644563,9.5632522,true
1.0617364,12.662865,true
1.3084533,13.246172,true
1.2741453,12.706125,true
1.4270677,15.799224,true
1.258451,13.585684,true
0.59689641,7.9345317,false
1.488223,15.263392,true
1.1317241,13.078873,true
0.95724714,11.520719,true
1.4497671,15.571535,true
1.0337197,12.27473,true
0.64037527,9.9779397,true
0.82066111,11.099441,true
0.62664946,10.124358,true
1.3989437,14.966254,true
1.0117727,11.997997,true
0.91750865,11.914126,true
0.94685611,11.488256,true
1.1284099,12.570614,true
0.60905696,9.7917433,true
1.1459632,12.891191,true
0.64595317,10.355695,true
1.4252016,15.602998,true
1.4457162,13.809492,true
1.6289813,16.167657,true
1.5736203,15.641792,true
1.4133417,14.729023,true
1.6433166,15.990464,true
1.3667987,14.560791,true
0.73031091,10.606933,true
0.76033944,10.118376,true
1.3675188,13.516626,true
1.3281638,13.695339,true
0.75320552,10.69477,true
0.67144198,10.412128,true
1.6799907,15.771531,true
1.2778556,14.106011,true
1.2727799,13.503806,true
1.3875778,15.305456,true
0.48995143,9.6845793,true
0.78764223,10.599497,true
1.2442436,13.144669,true
1.2488853,8.1473125,false
0.8547236,11.379234,true
0.5163378,8.9975976,true
1.5177394,15.62266,true
1.5138568,15.983698,true
1.5162626,14.672649,true
1.2909725,14.302374,true
1.4621339,16.094039,true
1.1475717,13.1442,true
0.89806404,12.127097,true
1.6014516,15.782069,true
0.88070087,11.733308,true
1.4143642,14.760953,true
0.57041472,10.028071,true
1.6631119,15.25422,true
1.4601787,14.850559,true
0.97425433,12.203812,true
1.5315832,15.09854,true
1.4886092,16.342753,true
1.5297169,15.271377,true
1.430011,14.071179,true
0.93628847,11.643869,true
0.69547859,10.507282,true
1.5603794,15.469941,true
1.0502742,12.432374,true
1.2241359,7.8418932,false
0.82623325,11.28952,true
0.87486659,11.20265,true
1.3906968,16.3118,true
1.4561104,16.26422,true
1.0932219,12.592375,true
1.5049822,15.719568,true
1.5284799,14.321328,true
1.4603222,16.281177,true
0.63291208,10.492414,true
1.0233308,12.628347,true
1.5875111,15.886774,true
1.5016235,15.885798,true
1.2529587,13.394957,true
1.5766417,14.458996,true
1.4494333,13.886779,true
1.3426719,14.278245,true
0.87550679,11.386565,true
1.5439136,16.237595,true
1.5367941,15.835185,true
1.47557,14.006639,true
1.3249826,13.753542,true
0.82797632,11.4649,true
1.3333109,7.7650831,false
0.52031102,8.7883389,true
1.5926509,15.22782,true
1.1819721,12.661212,true
0.80915059,11.124991,true
1.3863035,14.881443,true
0.91224706,11.02621,true
1.8147367,15.801336,true
1.6316572,16.285452,true
1.3433384,16.011445,true
1.4317375,16.295762,true
1.3165573,13.676424,true
1.2211181,13.184669,true
1.355179,14.798003,true
1.6137386,15.272611,true
1.473666,15.063265,true
1.2973139,14.064389,true
1.4842984,15.559717,true
1.5375743,15.160625,true
1.459377,14.42293,true
1.3628181,15.266318,true
0.91684998,11.274105,true
1.9428847,5.1689459,false
1.5150429,15.336824,true
1.2170355,13.725981,true
0.78387735,10.898845,true
1.6370767,16.094842,true
1.3836624,14.327544,true
0.70153225,9.9503346,true
1.5315972,14.973662,true
1.5171336,15.650339,true
0.79462684,10.812657,true
0.91555597,11.846497,true
1.2832081,14.243632,true
1.235892,14.294321,true
1.4008112,14.667588,true
1.6909121,16.112976,true
1.2571503,13.595641,true
1.2327097,13.334773,true
0.85447114,11.219244,true
1.1295707,12.390321,true
0.85099977,11.957761,true
1.6615351,15.52302,true
1.2716853,13.772548,true
1.5967025,15.867738,true
1.4927973,15.497451,true
1.7697013,16.042454,true
1.4056634,15.214292,true
0.97642427,12.791653,true
1.6161016,15.920181,true
0.51387395,8.753206,true
0.67779712,10.052957,true
0.703012,10.610286,true
1.3254593,8.0566755,false
1.389553,14.468482,true
1.5208562,15.383193,true
0.95718527,11.631125,true
0.68923396,9.8696621,true
1.5714028,16.081763,true
0.63419402,10.104139,true
1.1195953,12.539477,true
1.4783177,15.366484,true
1.6713159,16.234724,true
1.3726673,15.018354,true
1.4862442,15.529724,true
1.2278834,13.081803,true
1.3563347,13.888971,true
1.3018643,13.454389,true
1.3129283,13.856724,true
1.4456536,15.568007,true
0.71410276,10.183855,true
1.1585421,12.726971,true
0.54795971,8.6258615,true
1.4256993,16.081613,true
1.1747941,12.667432,true
1.2619867,14.069816,true
1.4308409,15.014072,true
1.4929358,15.645063,true
0.86699528,11.053708,true
1.3731853,15.761653,true
1.2152382,13.26411,true
1.1615294,13.180351,true
1.2831008,13.296843,true
1.551971,15.43129,true
1.0932031,12.761103,true
1.1442892,12.827911,true
0.92256949,11.96539,true
0.81442156,11.017263,true
1.6030505,15.648884,true
1.4091726,15.922036,true
1.5048717,15.603292,true
1.5549902,15.528948,true
1.4981318,15.359988,true
0.95664757,11.724475,true
0.87891475,11.648584,true
1.5853714,15.089302,true
0.4965681,9.2477139,true
1.5945025,16.15035,true
0.55451519,8.6821151,true
0.705434,10.088089,true
1.3879181,14.445403,true
1.6054677,15.829105,true
0.4712633,8.8068089,true
0.99117244,12.53626,true
1.4646714,14.96819,true
0.59614567,9.2403519,true
0.73159193,10.441134,true
1.2632496,7.6876934,false
1.3809426,14.862179,true
0.70093137,9.7077829,true
1.1147558,12.523056,true
1.3278058,13.675824,true
1.591776,15.59559,true
1.8516466,15.827921,true
1.2320358,13.2499,true
1.4842597,15.151472,true
1.4218702,16.144089,true
1.3904168,16.338279,true
0.59192562,9.0750929,true
1.3962822,13.668939,true
1.5134635,15.074928,true
1.5119229,16.184054,true
1.4318106,14.575729,true
1.5392833,15.669524,true
0.65698593,10.6261,true
1.4125644,14.631776,true
1.4339653,15.161954,true
1.2544208,13.427965,true
0.90941232,10.971832,true
1.6494088,16.114978,true
1.1986046,12.966287,true
1.5853303,15.718796,true
0.79750049,10.59618,true
1.0524158,12.277277,true
1.0813553,13.066644,true
1.3202763,7.9721085,false
1.1165384,12.374429,true
1.4758942,14.033339,true
0.8654008,10.895296,true
0.61484676,9.5591454,true
1.627014,15.994727,true
0.79912621,10.602102,true
0.88847893,11.399233,true
1.6709332,15.720038,true
1.4308144,15.484228,true
0.58166409,9.5622628,true
1.5277046,15.098336,true
1.4274566,14.06074,true
0.9671474,11.733437,true
0.86133713,11.34952,true
1.6611605,15.539762,true
1.0287525,11.940473,true
1.4575127,16.14139,true
1.8173994,15.934444,true
1.0836211,12.694278,true
1.2752302,13.300055,true
0.86585164,11.630174,true
1.2702875,14.066581,true
1.2001655,13.969709,true
1.3185132,13.870722,true
1.3279469,13.89278,true
1.289034,13.744218,true
1.7111362,16.235778,true
0.65734419,9.5385099,true
0.62200054,8.6180059,false
1.2811529,13.536864,true
1.6814253,15.682712,true
1.4342542,14.532671,true
1.6888689,16.060508,true
1.379135,15.941465,true
1.3417156,13.627604,true
1.3860756,14.727521,true
1.5299243,15.197211,true
1.1764768,12.889903,true
1.4104135,16.197038,true
0.6327881,9.6489791,true
1.2129802,13.162674,true
1.2691099,13.888044,true
1.5540621,15.96262,true
1.5105469,15.541667,true
1.4520176,16.069307,true
1.3447766,16.092719,true
0.62751027,9.6983412,true
0.52013694,9.883985,true
1.220139,12.877927,true
0.86077584,10.926105,true
0.60243134,9.3943865,true
1.6333544,16.188977,true
1.1589141,13.113637,true
0.90897194,11.660663,true
0.77459934,10.880635,true
1.4672164,16.162853,true
0.66568541,9.8894475,true
0.62379953,9.4865212,true
0.94704255,11.188816,true
1.4990922,14.363762,true
1.4689667,15.793558,true
1.4898899,15.305417,true
1.4798908,14.528578,true
1.4672329,15.280845,true
1.1261116,13.046364,true
0.92304643,11.780135,true
1.4766096,15.961559,true
1.817314,5.4252283,false
1.4591171,15.60487,true
1.3682805,15.298748,true
1.5038631,15.991821,true
1.3742075,13.996642,true
1.5721091,15.681651,true
1.4571059,14.812944,true
0.95051357,11.779814,true
0.95407386,11.349547,true
0.66418328,9.5298906,true
1.5280659,15.025581,true
0.92560704,11.503919,true
1.3062033,8.1644285,false
1.2354764,12.998866,true
0.84626676,10.981318,true
1.217422,13.210608,true
0.90413079,11.859682,true
0.58805328,9.4729859,true
1.5247705,16.085325,true
0.62208828,8.2767263,false
0.64917145,9.4193708,true
1.3633341,14.248764,true
1.2581659,13.375565,true
0.8521814,11.910088,true
1.0264892,12.509764,true
1.7703205,15.332033,true
0.89472495,11.313266,true
0.6359511,9.7760761,true
1.6162806,16.283344,true
0.91337842,11.611414,true
0.61049764,9.2407939,true
0.87480581,11.822669,true
1.6132128,15.997984,true
1.6021482,15.046562,true
1.3749555,14.583879,true
1.5820849,16.10297,true
0.75381346,10.407179,true
1.5049277,14.649373,true
1.4263918,14.353774,true
1.6231928,15.435878,true
1.5229694,15.489815,true
0.78695314,10.557488,true
1.5741434,16.196185,true
1.4014491,14.204262,true
1.3361673,14.486375,true
1.3478004,14.184083,true
0.86174351,11.895864,true
1.7023139,15.503741,true
1.3296014,13.880761,true
1.631591,15.940878,true
0.88042266,11.879938,true
1.1761968,12.503272,true
1.3850854,14.076178,true
1.505597,15.086926,true
1.4057207,15.859426,true
1.6000473,16.118906,true
0.58681574,9.3520804,true
1.0939183,12.108844,true
1.7184686,15.355004,true
0.70162733,10.459818,true
1.3770772,14.162179,true
1.3915219,14.265824,true
1.4943666,15.659464,true
1.6043639,16.300047,true
0.9292175,10.831241,true
1.5181783,15.711187,true
1.1566366,13.320165,true
1.4974725,14.204493,true
1.421601,14.727505,true
0.87104971,11.091118,true
0.91403912,11.691613,true
1.5309977,15.948614,true
1.6234829,16.057537,true
1.3568761,7.6988984,false
1.1123396,12.633049,true
0.58560817,8.8552655,true
1.4314894,13.945379,true
0.86272528,12.033253,true
1.1180577,12.287413,true
0.90234203,11.547695,true
1.5143047,14.490447,true
1.4405283,14.859054,true
0.76238647,10.66243,true
1.4520477,14.64879,true
0.62195826,9.5979109,true
1.6007842,16.098215,true
1.5940757,15.923332,true
1.7744125,16.03073,true
1.3928155,14.22593,true
0.59486166,8.9239654,true
1.5158339,14.359301,true
1.1831318,13.59306,true
0.9224424,11.497389,true
1.6225195,14.615288,true
1.4424163,15.462304,true
1.0442202,12.20716,true
0.7173318,10.685102,true
1.4361572,14.757069,true
1.3496746,13.949607,true
1.6117566,15.24501,true
1.3855611,13.896464,true
1.393773,7.9318212,false
1.2657616,12.985378,true
1.4968512,15.396008,true
0.9991411,11.588833,true
0.90366464,11.20595,true
0.73143857,10.281922,true
1.196819,13.863207,true
1.6973661,15.885636,true
0.58623154,9.0301728,true
1.550037,15.783264,true
1.6354577,16.03128,true
1.4147149,14.129958,true
0.6104327,9.3282753,true
1.3140182,13.525336,true
1.6010702,16.175396,true
0.69061241,8.0244886,false
0.63392012,9.4148221,true
1.6255312,16.052645,true
1.6223004,15.421582,true
1.5034126,14.733071,true
1.5241097,15.355908,true
1.13603,12.470769,true
1.3047183,7.5939622,false
0.93806745,11.658034,true
1.1393455,13.106407,true
1.1758232,12.992852,true
1.6095979,15.190521,true
1.3476046,14.930002,true
1.3266368,7.6550229,false
1.247584,13.954694,true
1.6595515,15.788528,true
0.60596795,8.7407944,true
1.3957848,14.079122,true
1.5117885,15.301596,true
0.77309193,10.671653,true
0.68950365,8.085723,false
0.79376536,11.47275,true
0.81624605,10.941664,true
0.65862765,9.1537095,true
0.84449152,11.640139,true
0.90745293,12.100514,true
0.82382051,10.808376,true
0.63045939,9.8817077,true
1.0643171,12.341148,true
1.3732072,15.72425,true
1.2011317,13.166666,true
0.88658398,10.580265,true
0.64966946,8.2197878,false
1.7056901,16.03227,true
0.55500566,9.3721633,true
0.79198215,10.852858,true
1.0341435,12.410312,true
1.470795,14.722786,true
1.4151703,14.033723,true
0.9015101,11.415321,true
1.3780074,15.392875,true
1.5957154,15.194604,true
0.68269383,8.2259449,false
0.74775564,8.0488447,false
1.6346851,15.422394,true
1.6233614,16.080188,true
1.5578741,15.933466,true
1.5056365,13.925663,true
0.5482662,9.4760044,true
1.271761,8.0168711,false
1.3806471,16.039401,true
1.5023772,15.987323,true
1.4146637,16.034095,true
1.4533119,15.812942,true
0.92923176,11.086924,true
1.5864764,16.201288,true
1.3514798,14.00705,true
0.88839253,11.558149,true
0.49472742,9.2315892,true
1.3940957,14.318814,true
0.55169343,9.8540208,true
1.5286962,15.690599,true
1.7279252,15.541432,true
1.3737345,14.335307,true
1.305216,14.462661,true
1.2143719,13.755984,true
0.54925071,8.3263914,false
1.111345,12.713191,true
1.5748186,14.523736,true
1.4659555,14.908531,true
1.5602491,15.658368,true
1.4568244,15.485769,true
0.63323882,9.8803532,true
1.3860512,16.221782,true
0.60805135,9.6805685,true
1.4715084,15.034791,true
1.4227131,15.462138,true
1.6118995,15.974586,true
1.5750215,15.637183,true
0.83178197,10.359487,true
1.0416164,11.812981,true
1.495469,15.774839,true
1.4155746,14.339694,true
1.3254202,13.683574,true
1.6878441,15.515604,true
0.97554991,11.527878,true
1.3237127,14.436242,true
1.1995446,12.87493,true
0.67136582,9.5250302,true
1.0112443,12.456963,true
1.1442767,12.445717,true
1.5271046,14.897733,true
1.6299891,15.487369,true
1.5898529,15.785382,true
1.1702038,13.082966,true
1.4938151,16.118744,true
0.81129848,10.548426,true
1.3588348,14.48453,true
1.5918715,15.775519,true
1.4514691,15.415779,true
1.55684,15.749708,true
0.73184254,11.134496,true
1.5177991,16.197569,true
0.8960294,12.000016,true
1.0069786,12.697247,true
1.2538613,14.00076,true
1.3606532,13.85087,true
0.96247595,12.252924,true
1.454133,14.098964,true
0.94456034,11.952826,true
1.5711926,16.280699,true
0.65964292,9.5464288,true
0.75526082,11.121103,true
1.5753098,15.386876,true
1.3655288,16.364382,true
0.84172811,11.605203,true
0.58066525,9.1359853,true
1.5512542,15.218655,true
0.76379085,10.641899,true
1.3866161,15.78526,true
1.4940134,15.205086,true
1.096055,12.776005,true
1.1696157,12.684659,true
1.5030987,15.504234,true
1.0759097,12.632369,true
0.80830801,10.928769,true
0.973199,12.097819,true
0.65362899,10.661578,true
1.5133727,15.293095,true
0.63453058,9.8681176,true
1.1544703,12.758422,true
1.5939333,15.85878,true
1.0141746,11.406423,true
0.92510393,11.833618,true
1.3065673,13.74043,true
1.7256802,16.201038,true
1.5291982,14.77363,true
1.3737099,14.723303,true
0.95025575,12.236876,true
1.3778069,14.053506,true
1.5348639,15.284488,true
0.59658266,9.3047146,true
1.0248418,12.425521,true
1.4697681,16.164395,true
1.4119226,13.79507,true
0.91576713,11.979973,true
1.4937932,14.840079,true
1.5974088,15.277145,true
0.60808845,8.47525,false
1.4863347,15.242075,true
1.4770436,15.021968,true
0.67185641,9.7004744,true
1.3207229,16.263907,true
1.3908654,13.896482,true
1.2242611,13.700068,true
1.4156019,16.029187,true
1.519514,15.515051,true
1.6409554,15.902755,true
1.4081253,14.573212,true
1.6032204,15.150001,true
1.3511492,14.081179,true
0.7236622,10.157009,true
1.666113,15.005002,true
1.8057948,15.964836,true
1.0712702,12.246901,true
1.0736976,12.463212,true
1.5053612,15.901162,true
1.5736607,14.851853,true
1.4341622,14.55543,true
1.3680975,14.249947,true
1.5103324,15.965833,true
1.6464839,15.763872,true
1.4778781,16.092846,true
1.5673607,15.330642,true
1.0499329,12.406136,true
1.477564,15.416288,true
0.67417472,10.413779,true
1.4576156,14.753817,true
1.4320693,14.56111,true
1.34099,7.9575493,false
1.4329671,15.425897,true
1.5106759,7.1173818,false
1.6646388,15.677903,true
1.4813718,15.55232,true
0.5283119,9.233743,true
1.5573322,15.6892,true
1.5850867,16.135037,true
1.2451883,13.453569,true
1.1783603,7.6822147,false
1.5345584,15.918449,true
1.5076909,16.283217,true
1.0057311,12.087165,true
1.778887,16.014661,true
1.2189981,13.417283,true
0.70408838,10.749392,true
1.0026727,11.901695,true
1.5811753,15.441654,true
1.6023648,16.148995,true
1.3060704,13.726033,true
1.3869964,15.107469,true
1.6123983,15.047668,true
1.3903421,14.284896,true
1.5240801,15.202852,true
1.4100664,7.041467,false
1.4555541,15.939408,true
0.61637472,9.414932,true
1.4269215,14.532083,true
1.3962983,15.977661,true
0.64328686,10.105996,true
1.5752752,15.475076,true
1.0563269,12.368233,true
1.5203321,14.923663,true
0.80034042,11.634822,true
1.5738768,15.325991,true
0.87271309,11.393598,true
1.3687014,14.478292,true
1.5345184,15.422362,true
0.81848818,10.8804,true
1.4143915,15.955286,true
0.93128918,11.549026,true
1.4528308,16.137799,true
1.4629976,14.9421,true
1.110876,13.491402,true
0.71671299,9.8881335,true
0.74824099,10.725422,true
1.2984761,13.054503,true
1.01734,12.779222,true
0.94642841,11.756733,true
1.5038743,14.894692,true
1.5532792,16.217279,true
0.56004367,10.038731,true
1.5829166,15.915061,true
1.3507704,15.360208,true
1.3299781,13.259177,true
0.94309051,11.581915,true
1.0032838,12.267186,true
1.4947204,15.654778,true
1.3651072,14.907101,true
1.3619025,13.813476,true
0.60618845,9.2434724,true
1.5640743,16.207362,true
0.88832157,11.221385,true
1.6957074,15.478836,true
1.5294109,16.335852,true
0.9696355,12.317806,true
1.5195016,15.6827,true
1.5217797,16.052472,true
1.0652182,12.322748,true
1.5068534,15.417941,true
1.2799715,13.486251,true
0.60371907,9.2331137,true
1.6872286,15.494022,true
0.9443278,11.069819,true
0.67832242,10.216641,true
0.66703678,10.03824,true
1.4518757,14.647231,true
1.4894087,16.219556,true
0.49873099,8.8351812,true
0.66917589,9.2937774,true
1.4786247,15.670974,true
1.5270462,15.399038,true
0.76009755,10.434126,true
1.3406196,14.609785,true
1.4980659,15.443113,true
1.4282574,14.688912,true
1.4116347,16.124897,true
1.4624637,14.301898,true
1.6641588,15.273254,true
0.76654233,11.06046,true
1.1337933,12.764455,true
0.81389928,10.632418,true
0.76487301,10.866815,true
1.4747237,15.505474,true
1.3789144,14.918799,true
0.81733928,10.823297,true
1.394094,15.099907,true
1.1087466,13.055923,true
1.502251,15.282292,true
0.9723932,11.528831,true
1.4680418,14.490866,true
0.86355801,11.441216,true
1.4155576,16.261304,true
0.996836,11.60709,true
1.6659374,16.108656,true
1.3909701,14.43587,true
1.6742543,15.504332,true
1.150978,12.314671,true
1.5590248,16.27961,true
1.4894368,14.714788,true
1.5314948,16.10869,true
0.64613274,9.3592606,true
1.4319246,7.605746,false
1.2254922,13.650276,true
0.95706026,11.708164,true
1.1721485,12.091743,true
0.62400583,9.7934089,true
0.99940257,12.180693,true
1.470426,16.149081,true
0.60058231,9.4100653,true
1.5134306,15.599204,true
1.2332637,13.309334,true
1.6032411,15.655308,true
1.2059072,13.583119,true
1.189467,13.587723,true
1.0263304,12.291691,true
1.0325318,12.00308,true
1.5719683,14.972261,true
1.2967792,14.135338,true
0.86942636,11.943047,true
1.4951622,15.456492,true
1.5039988,14.502241,true
0.65483756,10.076149,true
1.6239661,15.960229,true
1.4966252,15.877058,true
1.6786903,15.893879,true
1.7507333,16.066367,true
0.9017769,11.250429,true
1.4292351,15.806144,true
0.70379734,8.2660486,false
1.2211536,13.903853,true
1.5180642,14.695833,true
1.373174,7.9483284,false
0.6283808,9.5608016,true
1.0803657,12.745743,true
1.392255,13.474156,true
1.3774141,14.97733,true
1.4306365,14.809723,true
0.54713462,8.970054,true
1.240328,13.598824,true
1.0360694,12.085209,true
0.80753241,11.256145,true
1.6172229,15.837604,true
1.5237923,14.971313,true
1.5467037,16.065597,true
1.3938112,13.823968,true
0.8868094,11.102924,true
1.5079387,15.444496,true
1.4932082,16.267387,true
1.324019,14.165501,true
0.56563856,8.9089425,true
1.0547751,12.210586,true
0.56230918,9.1175138,true
1.2816048,13.826365,true
1.3479277,13.868708,true
1.4803784,15.016897,true
0.96665524,12.253194,true
0.6441703,10.185835,true
1.3298351,13.969883,true
1.0474487,11.42888,true
1.4264074,15.577945,true
1.3653638,16.06896,true
1.6678251,15.324296,true
0.792505,11.172916,true
1.1044104,12.934337,true
1.3616878,14.591414,true
1.6187374,15.966759,true
1.4680479,14.91764,true
1.5406488,16.314007,true
1.2824635,8.2177211,false
1.3295709,14.531735,true
0.90220983,11.597407,true
1.3069958,16.343875,true
0.78509995,10.477788,true
1.5538764,16.145617,true
0.92317223,11.943185,true
1.6422995,15.570009,true
1.5277222,16.268435,true
1.5513089,14.940528,true
1.2057574,13.454542,true
0.98685828,11.992698,true
1.2724649,13.367069,true
0.65998621,9.7665038,true
1.1040216,12.426505,true
1.6470721,15.146792,true
1.3371179,14.257738,true
1.4893058,15.11451,true
1.2578149,13.467952,true
1.6155027,15.708023,true
0.87478004,11.218046,true
0.68156892,9.8403348,true
1.2466242,13.519858,true
0.73996747,10.715824,true
1.5240378,15.168201,true
1.4363249,14.079265,true
1.176367,12.963098,true
1.5253163,14.993005,true
0.6732167,10.120408,true
1.6591988,15.423027,true
1.3471254,13.53225,true
1.6098281,15.770296,true
1.2942415,13.502606,true
0.74889526,9.6691923,true
1.1149199,13.245292,true
1.4499083,15.543007,true
1.0590306,12.326903,true
1.0591397,12.656793,true
1.6448233,16.124775,true
0.71847547,10.482146,true
0.69758594,9.6843393,true
1.2955922,15.5547,true
1.188517,12.960964,true
1.3913762,14.493139,true
1.3247699,14.645134,true
0.55266122,8.4869438,false
1.2916982,13.709171,true
1.5348886,14.789491,true
0.70401459,10.58444,true
1.4043745,14.784502,true
1.5663341,15.749253,true
0.61207477,9.8108499,true
0.56824421,9.6488194,true
0.66446079,9.6220529,true
1.5679944,15.947619,true
0.86578745,11.42319,true
1.4913721,15.120173,true
1.5007699,14.946402,true
0.69029419,10.964208,true
1.665814,16.026426,true
0.54545405,8.5132252,true
1.5423131,16.123115,true
1.2528676,8.1385287,false
1.5055746,15.086524,true
0.72806459,10.750423,true
1.1299146,12.992967,true
1.0021898,12.387105,true
1.314476,15.962327,true
1.3861649,15.122709,true
1.2331553,13.172265,true
1.3434687,15.196786,true
1.2946581,16.143847,true
1.411219,14.367827,true
1.5337884,14.979594,true
1.4899929,14.510409,true
1.4002523,14.514804,true
1.3240354,14.025047,true
1.3326029,7.7547569,false
1.4935282,16.137489,true
1.5036227,15.931469,true
0.77844539,10.744079,true
1.5049595,15.243468,true
1.4561997,14.79448,true
1.4581003,14.946334,true
0.77118619,10.888916,true
0.5637144,10.277425,true
1.485594,15.413701,true
1.704387,15.126015,true
1.5242154,16.084198,true
1.5058121,15.391514,true
0.62963048,8.2972315,false
1.1242861,12.421606,true
1.4310266,16.025755,true
0.85999868,11.479917,true
1.3284605,14.874273,true
1.5346638,15.647328,true
1.4407381,14.675796,true
1.325836,13.563825,true
1.4737237,14.93988,true
0.43524329,8.9437359,true
1.4114603,13.851317,true
0.99407183,11.436623,true
1.4788234,15.223847,true
1.4182738,14.553913,true
1.4926622,14.268744,true
1.4716529,16.094928,true
0.64142612,8.9734138,true
1.3415154,13.743171,true
1.3392455,13.938538,true
1.4089795,14.188677,true
1.461143,15.40259,true
1.361112,14.147594,true
1.2673513,13.735499,true
1.0835465,12.937352,true
1.0575294,12.61192,true
0.91142703,11.0077,true
1.3511601,13.5028,true
1.2815768,14.210184,true
1.4919513,14.890152,true
1.4446503,14.518982,true
0.48686034,8.8373058,true
0.63560114,9.8266741,true
1.3888157,15.009492,true
1.6005319,15.710845,true
0.62161606,8.4482061,false
1.2486564,13.386672,true
1.4095172,14.848829,true
1.2404216,13.504938,true
1.4572899,15.654539,true
1.5031598,14.443392,true
0.63010679,9.3274166,true
1.0188876,11.690619,true
1.5438797,15.202739,true
1.4768114,15.606507,true
0.73548026,11.326901,true
1.1124788,12.450223,true
0.68757451,10.034094,true
1.2342531,13.679182,true
1.3512625,15.977668,true
0.88852617,11.097642,true
1.2621088,13.473232,true
1.653276,15.65284,true
0.54364772,9.536176,true
0.77148726,10.469438,true
1.3970313,16.285247,true
1.2095471,13.218429,true
0.61676827,9.8537916,true
1.4666807,14.687893,true
1.324841,13.537345,true
0.61343526,9.8174198,true
0.91034843,11.135411,true
1.4979985,16.216669,true
0.64217656,10.110559,true
1.4222587,15.116801,true
0.87239871,11.317464,true
1.2518215,15.889146,true
0.6766966,9.5111307,true
1.5975761,15.693749,true
1.549905,15.298606,true
1.4564729,16.130224,true
1.4979315,15.647235,true
1.2055477,13.309212,true
1.4174133,15.35909,true
0.59378743,8.7940901,true
1.1589149,13.029312,true
1.6064263,15.485591,true
1.3503719,13.64966,true
0.53346333,9.6689142,true
1.5710399,15.30426,true
0.96202045,11.677523,true
0.84639029,10.837339,true
1.1231821,13.297409,true
1.4635657,16.317941,true
1.131449,13.204824,true
1.4326161,14.742404,true
1.2736219,13.17477,true
0.94657368,12.360291,true
1.0655753,12.643019,true
1.0273293,11.882797,true
1.437073,14.311777,true
1.34506,14.232524,true
0.72586448,10.446204,true
1.1932959,12.822182,true
1.2501527,13.564771,true
1.5111596,15.068254,true
1.1894948,12.920342,true
1.5054431,15.519137,true
1.2072488,13.065117,true
1.4843698,15.153002,true
0.67082421,9.8467292,true
1.4055981,14.666053,true
